Facility,Chargecode,Description,Rev,CPT,1/1/22 Fee
BAYCARE,10001872,CARDIOVERSION,480,92960,"3,740.00"
BAYCARE,10001879,PULM REHAB PHASE III,990,,8.00
BAYCARE,10001894,ECG TRACING ONLY,730,93005,360.00
BAYCARE,10001895,ECG INTERPRETATION/REPORT,985,93010,70.00
BAYCARE,10001896,CARDIAC STRESS TEST,482,93017,"1,720.00"
BAYCARE,10001898,ECG RHYTHM STRIP,730,93041,265.00
BAYCARE,10001899,HOLTER RECORDING UP TO 48HRS,731,93225,760.00
BAYCARE,10001900,HOLTER ANALYSIS/REPORT UP TO 48 HR,731,93226,930.00
BAYCARE,10001901,EVENT MONITOR SETUP/DC 30 DAYS,730,93270,360.00
BAYCARE,10001902,EVENT MONITORING 24X7/30 DAYS,730,93271,685.00
BAYCARE,10001903,ECG SIGNAL AVERAGING,730,93278,775.00
BAYCARE,10001904,PACER EVAL SINGLE & PROGRAM,480,93279,415.00
BAYCARE,10001905,PACER EVAL DUAL & PROGRAM,480,93280,500.00
BAYCARE,10001906,PACER EVAL MULTI & PROGRAM,480,93281,500.00
BAYCARE,10001907,ICD EVAL SINGLE & PROGRAM,480,93282,460.00
BAYCARE,10001910,ILR EVAL & PROGRAM,480,93285,415.00
BAYCARE,10001911,PACER EVAL & PROGRAM PERIOP,480,93286,495.00
BAYCARE,10001912,ICD EVAL & PROGRAM PERIOP,480,93287,590.00
BAYCARE,10001913,PACER EVAL NO PROGRAMMING,480,93288,505.00
BAYCARE,10001914,ICD EVAL NO PROGRAMMING,480,93289,505.00
BAYCARE,10001915,ECHO CONGENITAL COMPLETE W/O CONTRAST,480,93303,"2,150.00"
BAYCARE,10001916,ECHO CONGENITAL LTD OR F/U,480,93304,"1,400.00"
BAYCARE,10001917,ECHO/DOPPLER/COLOR W/O CONTRAST,480,93306,"3,690.00"
BAYCARE,10001918,ECHO COMPLETE W/O CONTRAST,480,93307,"2,590.00"
BAYCARE,10001919,ECHO-LTD OR F/U W/O CONTRAST,480,93308,"1,830.00"
BAYCARE,10001920,ECHO TEE COMPLETE W/O CONTRAST,480,93312,"5,120.00"
BAYCARE,10001922,ECHO TEE MONITOR W/O CONTRAST,480,93318,"2,050.00"
BAYCARE,10001923,ECHO SPECTRAL ADD ON,480,93320,880.00
BAYCARE,10001924,ECHO SPECTRAL LIMITED ADD ON,480,93321,360.00
BAYCARE,10001925,ECHO DOPPLER COLOR FLOW ADD ON,483,93325,905.00
BAYCARE,10001926,ECHO-STRESS W/EKG W/O CONTRAST,480,93351,"2,440.00"
BAYCARE,10001928,SWAN GANZ CATHETER INSERTION,480,93503,"7,430.00"
BAYCARE,10001966,TILT TABLE TESTING,480,93660,"4,600.00"
BAYCARE,10001971,CARDIAC REHAB W/O MONITORING,943,93797,420.00
BAYCARE,10001972,CARDIAC REHAB PHASE 2,943,93798,425.00
BAYCARE,10001973,MISC PROCEDURE CARDIOVASCULAR,481,93799,"1,050.00"
BAYCARE,10001975,DUPLEX EXTRACRANIAL BILATERAL,921,93880,"1,770.00"
BAYCARE,10001976,"TRANSCRANIAL DOPPLER, COMPLETE",921,93886,"1,770.00"
BAYCARE,10001977,"TRANSCRANIAL DOPPLER, LIMITED",921,93888,"1,180.00"
BAYCARE,10001978,NONINV VASC ASSESS-SINGLE SITE,921,93922,620.00
BAYCARE,10001979,NONINV VASC ASSESS COMPLETE,921,93923,930.00
BAYCARE,10001980,VA LOWER EXT DUPLEX BILATERAL,921,93925,"1,650.00"
BAYCARE,10001981,VA UPPER EXT DUPLEX BILATERAL,921,93930,"1,230.00"
BAYCARE,10001982,DUPLEX SCAN EXT VEIN BILATERAL,921,93970,"1,740.00"
BAYCARE,10001983,VA ABDOMEN DUPLEX COMPLETE,921,93975,990.00
BAYCARE,10001984,VA AORTA/IVC/ILIAC DUPLEX LTD,921,93979,680.00
BAYCARE,10001987,"SPIROMETRY, BASIC",460,94010,455.00
BAYCARE,10001989,SPIROMETRY W/BRONCHODILATOR,460,94060,805.00
BAYCARE,10001990,METHACHOLINE CHALLENGE,460,94070,"1,040.00"
BAYCARE,10001991,VITAL CAPACITY,460,94150,90.00
BAYCARE,10001992,MAX VOLUNTARY VENTILATION,460,94200,200.00
BAYCARE,10001998,PULMONARY STRESS TEST-SIMPLE,460,94618,370.00
BAYCARE,10001999,PULMONARY STRESS TEST-COMPLEX,460,94621,"2,050.00"
BAYCARE,10002000,PENTAMIDINE THERAPY,410,94642,240.00
BAYCARE,10002003,CONTINUOUS AEROSOL TX 1ST HR,410,94644,310.00
BAYCARE,10002004,CONTINUOUS AEROSOL TX EA +HR,410,94645,155.00
BAYCARE,10002005,BIPAP/CPAP PER DAY,410,94660,435.00
BAYCARE,10002006,INHALATION TX DEMO OR EVAL,410,94664,125.00
BAYCARE,10002007,CHEST WALL THERAPY INITIAL,410,94667,210.00
BAYCARE,10002008,CHEST WALL THERAPY SUBSEQUENT,410,94668,105.00
BAYCARE,10002012,"PNEUMOGRAM, INFANT",460,94772,"1,250.00"
BAYCARE,10002015,HELIOX TREATMENT,410,94799,500.00
BAYCARE,10002021,MULTIPLE SLEEP LATENCY TEST,920,95805,"4,460.00"
BAYCARE,10002022,POLYSOMNOGRAPHY 4/> PAREMETERS,920,95810,"5,930.00"
BAYCARE,10002023,POLYSOMNOGRAPHY W CPAP/BIPAP,920,95811,"5,930.00"
BAYCARE,10002024,EEG MONITORING 41-60 MIN,740,95812,"1,580.00"
BAYCARE,10002025,EEG EXTENDED MONITORING 61-119 MIN,740,95813,"2,060.00"
BAYCARE,10002026,EEG W/AWAKE & DROWSY,740,95816,810.00
BAYCARE,10002027,EEG W/AWAKE & ASLEEP,740,95819,885.00
BAYCARE,10002028,EEG IN COMA OR SLEEP ONLY,740,95822,"1,480.00"
BAYCARE,10002029,EEG CEREBRAL DEATH EVALUATION,740,95824,"1,480.00"
BAYCARE,10002031,EMG-1 EXTREMITY,922,95860,420.00
BAYCARE,10002032,EMG-2 EXTREMITY,922,95861,630.00
BAYCARE,10002033,EMG-3 EXTREMITY,922,95863,735.00
BAYCARE,10002039,EP SOMATOSENSORY-UPPER LIMBS,922,95925,"1,960.00"
BAYCARE,10002040,EP SOMATOSENSORY-LOWER LIMBS,922,95926,"1,960.00"
BAYCARE,10002041,EVOKED RESPONSE VISUAL,920,95930,"1,250.00"
BAYCARE,10002045,WADA ACTIVATION TEST,740,95958,"2,690.00"
BAYCARE,10002048,GENERATOR REPROGRAM SIMPLE,920,95971,865.00
BAYCARE,10002049,GENERATOR ANALYZE/PROGRAM COMPLEX,920,95972,"1,520.00"
BAYCARE,10002051,GENETIC COUNSELING EACH 30 MIN,510,96040,155.00
BAYCARE,10002053,ASSESSMENT OF APHASIA PER HOUR,440,96105,510.00
BAYCARE,10002055,IV HYDRATION INITIAL 31-60 MIN,260,96360,430.00
BAYCARE,10002056,IV INFUSION HYDRATION ADD'L HR,260,96361,215.00
BAYCARE,10002057,IV INFUSION TX/DX 1ST HR,260,96365,510.00
BAYCARE,10002058,IV INFUSION TX/DX ADD'L HR,260,96366,215.00
BAYCARE,10002059,IV INFUSION TX/DX SEQUENTIAL,260,96367,215.00
BAYCARE,10002060,IV INFUSION TX/DX CONCURRENT,260,96368,215.00
BAYCARE,10002061,INJECT SQ OR IM,260,96372,95.00
BAYCARE,10002062,INJECT INTRA-ARTERIAL,940,96373,145.00
BAYCARE,10002063,IV PUSH 1ST OR SINGLE DRUG,260,96374,150.00
BAYCARE,10002064,IV PUSH EA ADDL DIFFERENT DRUG,260,96375,150.00
BAYCARE,10002065,IV PUSH EA ADDL SAME DRUG,260,96376,150.00
BAYCARE,10002066,CHEMO S/Q IM NON HORMONAL,280,96401,250.00
BAYCARE,10002067,CHEMO S/Q IM HORMONAL,280,96402,215.00
BAYCARE,10002068,CHEMO INFUSION 1ST HR,280,96413,820.00
BAYCARE,10002069,CHEMO INFUSION ADD'L HR,280,96415,410.00
BAYCARE,10002070,CHEMO ADMIN INTRATHECAL,280,96450,"1,110.00"
BAYCARE,10002071,IRRIGATE IMPLANTED PORT/DEVICE,260,96523,195.00
BAYCARE,10002072,AQUATIC THERAPY PER UNIT,420,97113,180.00
BAYCARE,10002073,ADL/SELF CARE PER UNIT,420,97535,155.00
BAYCARE,10002077,DEBRIDE SELECTIVE 1ST 20 CM,940,97597,395.00
BAYCARE,10002078,DEBRIDE SELECTIVE EA ADDL 20 CM,940,97598,395.00
BAYCARE,10002079,VAC THERAPY W/DME < 50 CM,940,97605,380.00
BAYCARE,10002080,VAC THERAPY W/DME > 50 CM,940,97606,575.00
BAYCARE,10002083,MNT INITIAL VISIT EA 15 MIN,942,97802,100.00
BAYCARE,10002084,MNT RE-VISIT EA 15 MIN,942,97803,85.00
BAYCARE,10002085,MNT GROUP EACH 30 MIN,942,97804,40.00
BAYCARE,10002089,SEDATION EA ADD'L 15 MIN,370,99153,290.00
BAYCARE,10002090,HEART LUNG BYPASS EACH HR,480,99190,"1,200.00"
BAYCARE,10002091,HEART LUNG BYPASS 45 MINUTES,480,99191,900.00
BAYCARE,10002092,HEART LUNG BYPASS 30 MINUTES,480,99192,600.00
BAYCARE,10002093,"PHLEBOTOMY, THERAPEUTIC",940,99195,220.00
BAYCARE,10002095,OP SERV LOW ACUITY-NEW PT,510,99202,210.00
BAYCARE,10002096,OP SERV MOD ACUITY-NEW PT,510,99203,285.00
BAYCARE,10002097,OP SERV HIGH ACUITY-NEW PT,510,99204,340.00
BAYCARE,10002098,OP SERV COMP ACUITY-NEW PT,510,99205,395.00
BAYCARE,10002099,OP SERV MINOR ACUITY-EST PT,510,99211,165.00
BAYCARE,10002100,OP SERV LOW ACUITY-EST PT,510,99212,190.00
BAYCARE,10002101,OP SERV MOD ACUITY-EST PT,510,99213,280.00
BAYCARE,10002102,OP SERV HIGH ACUITY-EST PT,510,99214,345.00
BAYCARE,10002103,OP SERV COMP ACUITY-EST PT,510,99215,385.00
BAYCARE,10002104,ED DOA,450,99281,340.00
BAYCARE,10002109,DELIVERY ATTENDANCE,410,99464,180.00
BAYCARE,10002110,NEONATAL RESUSCITATION,720,99465,895.00
BAYCARE,10002111,CT CEREBRAL PERFUSION ANALYSIS,351,0042T,"2,750.00"
BAYCARE,10002114,COMPUTER ASSIST CT/MRI IMAGE,360,0055T,"1,570.00"
BAYCARE,10002115,STENT-VERTERBRAL 1ST,360,0075T,"3,480.00"
BAYCARE,10002116,ADDITIONAL OR RN TIME/30 MIN,360,,65.00
BAYCARE,10002117,ADDITIONAL SURGERY TIME/30 MIN,360,,"2,750.00"
BAYCARE,10002118,DERMAL REPLACEMENT LEVEL 1,360,,"1,310.00"
BAYCARE,10002133,FNA W/O IMAGING  1ST LESION,360,10021,650.00
BAYCARE,10002135,"INCISE & REMOVE FB SQ, SIMPLE",516,10120,360.00
BAYCARE,10002137,ASPIRATE ABSCESS/HEMATOMA/CYST,360,10160,490.00
BAYCARE,10002138,TRIM CORN/CALLUS 1ST LESION,360,11055,200.00
BAYCARE,10002139,TRIM CORN/CALLUS 2-4 LESIONS,360,11056,220.00
BAYCARE,10002143,SHAVE SKIN LESION,360,,450.00
BAYCARE,10002144,NAIL AVULSION 1ST/SINGLE,360,11730,390.00
BAYCARE,10002145,AVULSION NAIL EA ADDITIONAL,360,11732,195.00
BAYCARE,10002147,LAC REPAIR OF NAIL BED,516,11760,620.00
BAYCARE,10002148,EXCISION SKIN OF NAIL FOLD,516,11765,430.00
BAYCARE,10002149,BURN LOCAL TRT/FIRST DEGREE,516,16000,195.00
BAYCARE,10002150,BURN LOCAL TRT/SM/<5% BSA,516,16020,270.00
BAYCARE,10002151,BURN LOCAL TRT/MED 5-10% BSA,516,16025,355.00
BAYCARE,10002152,BURN LOCAL TRT/LRG/>10% BSA,516,16030,440.00
BAYCARE,10002153,DESTROY LESIONS,360,,500.00
BAYCARE,10002154,BREAST ASPIRATE CYST 1ST,360,19000,740.00
BAYCARE,10002156,BREAST DRAIN DEEP ABSCESS,360,19020,"2,940.00"
BAYCARE,10002158,NEEDLE CORE BX NO IMAGE GUIDE,360,19100,"1,880.00"
BAYCARE,10002165,BX MUSCLE PERCUTANEOUS NEEDLE,360,20206,"1,360.00"
BAYCARE,10002166,BIOPSY BONE SUPERFICIAL,360,20220,"1,360.00"
BAYCARE,10002168,BX BONE/DEEP,360,20225,"1,990.00"
BAYCARE,10002170,INJECT SINUS TRACT DIAGNOSTIC (SINOGRAM),360,20501,655.00
BAYCARE,10002171,FB REMOVAL MUSCLE,516,20520,680.00
BAYCARE,10002172,INJECTION(S) TENDON SHEATH,360,20550,"1,000.00"
BAYCARE,10002173,INJECT TRIGGER POINTS 1-2 MUSCLES,360,20552,"1,350.00"
BAYCARE,10002174,INJ/ASPIRATE SMALL JOINT w/o US,360,20600,"1,030.00"
BAYCARE,10002175,INJ/ASPIRATE INTERM JOINT W/O US,360,20605,"1,190.00"
BAYCARE,10002176,INJ/ASPIRATE MAJOR JOINT w/o US,360,20610,"1,310.00"
BAYCARE,10002177,INJECT/ASPIRATE GANGLION CYST,360,20612,550.00
BAYCARE,10002178,INJECT/ASPIRATE BONE CYST,360,20615,"1,050.00"
BAYCARE,10002180,MEASURE FLUID PRESSURE MUSCLES,360,20950,890.00
BAYCARE,10002182,COMPUTER ASSIST IMAGELESS,360,20985,"2,090.00"
BAYCARE,10002190,TREATMENT OF ARM FRACTURE,450,,440.00
BAYCARE,10002195,BX PELVIS/HIP SOFT TISSUE,360,27040,"2,230.00"
BAYCARE,10002202,CAST LONG ARM,700,29065,470.00
BAYCARE,10002205,ENDOSCOPY SURGERY,360,,"5,840.00"
BAYCARE,10002206,SPLINT LONG ARM,700,29105,370.00
BAYCARE,10002208,SPLINT SHORT ARM STATIC,700,29125,350.00
BAYCARE,10002210,APPLY SPLINT FINGER,700,29130,250.00
BAYCARE,10002211,STRAPPING SHOULDER,420,29240,195.00
BAYCARE,10002212,CAST HIP SPICA,700,29325,"1,160.00"
BAYCARE,10002215,CAST SHORT LEG,700,29405,390.00
BAYCARE,10002218,CAST RIGID TOTAL CONTACT/LEG,700,29445,700.00
BAYCARE,10002219,SPLINT LONG LEG,700,29505,500.00
BAYCARE,10002220,SPLINT SHORT LEG,700,29515,390.00
BAYCARE,10002226,CAST BI VALVE REMOVE FULL ARM/LEG,700,29705,270.00
BAYCARE,10002229,APPLY UNNA BOOT,360,29580,400.00
BAYCARE,10002230,FB REMOVAL INTRANASAL,516,30300,245.00
BAYCARE,10002234,ENDOTRACHEAL INTUBATION,410,31500,525.00
BAYCARE,10002235,HB TRACH CHANGE W/O EST FISTULA TRACT,410,31502,525.00
BAYCARE,10002236,LARYNGOSCOPY,360,,"3,180.00"
BAYCARE,10002239,TRACHESTOMY TUBE INSERT,450,31603,990.00
BAYCARE,10002240,CATH ASPIRATION NASOTRACHEAL,410,31720,125.00
BAYCARE,10002242,BX PLEURA NEEDLE,360,32400,"2,190.00"
BAYCARE,10002247,INSERT TUNNELED PLEURAL CATH W/CUFF,360,32550,"5,400.00"
BAYCARE,10002248,CHEST TUBE INSERTION,360,,"1,410.00"
BAYCARE,10002249,REMOVE PLEURX CATH,360,32552,585.00
BAYCARE,10002250,IMPLANT TISSUE MARKERS LUNG,360,32553,"4,080.00"
BAYCARE,10002251,"PLEURODESIS, CHEMICAL",360,32560,"1,200.00"
BAYCARE,10002254,CRYOABLATION LUNG/PLEURA,360,32999,"15,680.00"
BAYCARE,10002266,ILIAC OCCLUSIVE DEVICE INSERT,360,34808,"1,520.00"
BAYCARE,10002267,EXPOSE FEMORAL ARTERY ENDOVASC PROSTH,360,34812,"4,740.00"
BAYCARE,10002281,INTRO NEEDLE CATH VEIN,510,36000,150.00
BAYCARE,10002282,INJECT THROMBIN,360,36002,825.00
BAYCARE,10002283,INJECT VENOGRAM,360,36005,"1,050.00"
BAYCARE,10002284,INTRO CATH SCV/IVC,360,36010,"1,520.00"
BAYCARE,10002285,CATH VENOUS 1ST ORDER,360,36011,"1,310.00"
BAYCARE,10002286,CATH VENOUS 2ND ORDER,360,36012,"1,720.00"
BAYCARE,10002287,CATH RT HEART/MAIN PULM ARTERY,360,36013,"1,200.00"
BAYCARE,10002288,CATH PULMONARY ARTERY,360,36014,"1,310.00"
BAYCARE,10002289,CATH PULMONARY ARTERY SELECT VESSEL,360,36015,"1,620.00"
BAYCARE,10002290,INTRO NEEDLE/CATH EXTREMITY ARTERY,360,36140,"1,080.00"
BAYCARE,10002294,INTRO CATH AORTA TRANSLUMBAR,360,36160,"1,200.00"
BAYCARE,10002295,INTRODUCTION OF CATHETER AORTA,360,36200,"1,830.00"
BAYCARE,10002305,VENIPUNCTURE,300,36415,25.00
BAYCARE,10002308,CAPILLARY BLOOD DRAW,300,36416,20.00
BAYCARE,10002309,TRANSFUSE BLOOD COMPONENT(S),391,36430,"1,260.00"
BAYCARE,10002312,SCLEROTHERAPY SPIDER VEIN LEG,360,36468,250.00
BAYCARE,10002313,ABLATION VARICOSE VEIN LASER ADDL,360,36479,"3,510.00"
BAYCARE,10002314,CATH PORTAL VEIN PERCUTANEOUS,360,36481,"1,520.00"
BAYCARE,10002316,INSERT CVL NON TUNNELED 5 YRS >/=,360,36556,"1,880.00"
BAYCARE,10002317,BLOOD SPEC CENTRAL LINE/PICC,300,36592,145.00
BAYCARE,10002323,THROMBOLYSIS,510,36593,470.00
BAYCARE,10002324,REPOSITION CVL,360,36597,"1,810.00"
BAYCARE,10002325,ARTERIAL PUNCTURE,300,36600,145.00
BAYCARE,10002331,ARTERIAL LINE INSERTION,360,36620,350.00
BAYCARE,10002332,CATH UMBILICAL ARTERY,360,36660,600.00
BAYCARE,10002333,IV INTRAOSSEOUS,450,36680,430.00
BAYCARE,10002335,INSERT TIPS SHUNT,360,37182,"13,530.00"
BAYCARE,10002337,REVISE TIPS SHUNT,360,37183,"13,000.00"
BAYCARE,10002338,THROMBECTOMY ARTERY PRIMARY,360,37184,"10,130.00"
BAYCARE,10002339,THROMBECTOMY ARTERY ADD ON,360,37185,"7,590.00"
BAYCARE,10002340,THROMBECTOMY ARTERY SECONDARY,360,37186,"10,130.00"
BAYCARE,10002341,TRANSCATHETER BX,360,37200,"1,240.00"
BAYCARE,10002356,ANESTH FM W/SWAN 1ST 1/2 HR,370,,"2,690.00"
BAYCARE,10002357,ANESTH FM W/SWAN ADD'L 1/2 HR,370,,100.00
BAYCARE,10002358,ANESTH GENERAL 1ST 1/2 HR,370,,"1,360.00"
BAYCARE,10002359,ANESTH GENERAL ADD'L 1/2 HR,370,,100.00
BAYCARE,10002360,ANESTH GENERAL/FM 1ST 1/2 HR,370,,"1,720.00"
BAYCARE,10002361,ANESTH GENERAL/FM ADD'L 1/2 HR,370,,95.00
BAYCARE,10002362,ANESTH MAC IV 1ST 1/2 HR,370,,195.00
BAYCARE,10002363,STENT CAROTID W/O PROTECTION,360,37216,"6,750.00"
BAYCARE,10002367,BX LYMPH NODE SUPERFICIAL,360,38505,"1,570.00"
BAYCARE,10002368,BX LYMPH NODE/DEEP,360,38525,"3,160.00"
BAYCARE,10002371,NG TUBE INSERT BY MD W/FLUORO,360,43752,840.00
BAYCARE,10002373,REPOSITION LONG FEEDING TUBE,360,43761,"1,050.00"
BAYCARE,10002375,"LIVER, RADIOFREQUENCY ABLATION",360,47382,"8,040.00"
BAYCARE,10002376,LIVER PROCEDURE UNLISTED,360,47399,"4,280.00"
BAYCARE,10002378,BX PANCREAS NEEDLE,360,48102,"1,830.00"
BAYCARE,10002384,BX ABDOMINAL MASS NEEDLE,360,49180,"1,720.00"
BAYCARE,10002385,CHANGE ABSC/CYST DRAIN CATH,360,49423,"2,740.00"
BAYCARE,10002386,INJECT ABSC/CYST DRAIN CATH,360,49424,"1,000.00"
BAYCARE,10002388,BX RENAL NEEDLE,360,50200,"1,990.00"
BAYCARE,10002394,URETERAL DILATION,360,50553,"2,820.00"
BAYCARE,10002395,INJECT ILEAL CONDUIT,360,50690,"1,100.00"
BAYCARE,10002396,EMBOLIZATION CNS,360,61624,"2,040.00"
BAYCARE,10002397,EMOBILIZATION EXTRACRANIAL,360,61626,"3,380.00"
BAYCARE,10002398,MR TMJ,610,70336,"4,100.00"
BAYCARE,10002400,XR RIBS 2 VIEW,320,71100,365.00
BAYCARE,10002401,XR RIBS W/CHEST 3 VIEW,320,71101,550.00
BAYCARE,10002402,XR CLAVICLE COMPLETE,320,73000,500.00
BAYCARE,10002403,XR SHOULDER 1 VIEW,320,73020,425.00
BAYCARE,10002404,XR SHOULDER COMPLETE,320,73030,530.00
BAYCARE,10002405,XR HUMERUS,320,73060,515.00
BAYCARE,10002406,XR ELBOW 2 VIEW,320,73070,415.00
BAYCARE,10002407,XR ELBOW 3 VIEW,320,73080,520.00
BAYCARE,10002408,XR FOREARM 2 VIEW,320,73090,485.00
BAYCARE,10002409,XR UPPER EXTREMITY INFANT 2 VIEW MIN,320,73092,280.00
BAYCARE,10002410,XR WRIST 2 VIEW,320,73100,545.00
BAYCARE,10002411,XR WRIST COMPLETE,320,73110,625.00
BAYCARE,10002412,XR HAND 2 VIEW,320,73120,445.00
BAYCARE,10002413,XR HAND 3 VIEW MINIMUM,320,73130,510.00
BAYCARE,10002414,UPPER EXTREMITY W/O DYE,350,73200,"2,400.00"
BAYCARE,10002415,CT UPPER EXTREMITY W/DYE,350,73201,"2,600.00"
BAYCARE,10002417,CT ANGIO UPPER EXTREMITY,350,73206,"3,420.00"
BAYCARE,10002418,MR UPPER EXTREM  W/O DYE,610,73218,"3,700.00"
BAYCARE,10002419,MR UPPER EXTREM W/DYE,610,73219,"3,900.00"
BAYCARE,10002420,MR UPPER EXTREM W/WO DYE,610,73220,"5,750.00"
BAYCARE,10002421,MR UPPER EXTREM JOINT W/O DYE,610,73221,"3,700.00"
BAYCARE,10002422,MR UPPER EXTREM JOINT W/DYE,610,73222,"3,900.00"
BAYCARE,10002423,MR UPPER EXTREM JOINT W/WO DYE,610,73223,"5,750.00"
BAYCARE,10002429,XR KNEE 1 OR 2 VIEW,320,73560,380.00
BAYCARE,10002430,XR KNEE 3 VIEW,320,73562,450.00
BAYCARE,10002431,XR KNEE COMPLETE 4 VIEW MINIMUM,320,73564,565.00
BAYCARE,10002432,XR TIBIA AND FIBULA 2 VIEW,320,73590,515.00
BAYCARE,10002433,XR LOWER EXTREMITY INFANT 2 MINIMUM,320,73592,385.00
BAYCARE,10002434,XR FOOT 2 VIEW,320,73620,440.00
BAYCARE,10002435,XR FOOT COMPLETE 3 VIEW MINIMUM,320,73630,530.00
BAYCARE,10002436,XR HEEL 2 VIEW MIN,320,73650,445.00
BAYCARE,10002439,CT LOWER EXTREMITY W/O DYE,350,73700,"2,400.00"
BAYCARE,10002440,CT LOWER EXTREMITY W/DYE,350,73701,"2,600.00"
BAYCARE,10002441,CT LOWER EXTREMITY W/WO DYE,350,73702,"3,800.00"
BAYCARE,10002442,CT ANGIO LOWER EXTREMITY,350,73706,"3,420.00"
BAYCARE,10002443,MR LOWER EXREM W/O DYE,610,73718,"3,700.00"
BAYCARE,10002444,MR LOWER EXTREM W/DYE,610,73719,"3,900.00"
BAYCARE,10002445,MR LOWER EXTREM W/WO DYE,610,73720,"5,750.00"
BAYCARE,10002446,MR LOWER EXTREM JOINT W/O DYE,610,73721,"3,700.00"
BAYCARE,10002447,MR LOWER EXTREM JOINT W/DYE,610,73722,"3,900.00"
BAYCARE,10002448,MR LOWER EXTREM JOINT W/WO DYE,610,73723,"5,750.00"
BAYCARE,10002459,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,75831,"3,640.00"
BAYCARE,10002465,VOCATIONAL REHAB,420,97799,270.00
BAYCARE,10002469,US BRAIN,402,76506,995.00
BAYCARE,10002472,US JOINT COMPLETE,402,76881,650.00
BAYCARE,10002473,MAMMOGRAM DX UNILATERAL,401,77065,385.00
BAYCARE,10002475,MAMMOGRAM SCREEN & DX UNILATERAL,401,77065,730.00
BAYCARE,10002476,MAMMOGRAM DX BILATERAL,401,77066,500.00
BAYCARE,10002478,MAMMOGRAM SCREEN & DX BILATERAL,401,77066,840.00
BAYCARE,10002479,MAMMOGRAM SCREENING BILATERAL,403,77067,405.00
BAYCARE,10002480,MAMMOGRAM SCREENING UNILATERAL,403,77067,320.00
BAYCARE,10002484,NM TUMOR LOCALIZATION SPECT ADDL,341,78803,"2,460.00"
BAYCARE,10002485,NM PET CT LIMITED,404,78814,"7,060.00"
BAYCARE,10002486,NM PET CT SKULL/THIGH,404,78815,"7,060.00"
BAYCARE,10002487,NM PET CT WHOLE BODY,404,78816,"7,060.00"
BAYCARE,10002488,BASIC METABOLIC PANEL,301,80048,215.00
BAYCARE,10002489,ELECTROLYTE PANEL,301,80051,180.00
BAYCARE,10002490,COMPREHENSIVE METABOLIC PANEL,301,80053,285.00
BAYCARE,10002491,LIPID PANEL,301,80061,230.00
BAYCARE,10002492,RENAL FUNCTION PANEL,301,80069,255.00
BAYCARE,10002493,ACUTE HEPATITIS PANEL,301,80074,580.00
BAYCARE,10002494,HEPATIC FUNCTION PANEL,301,80076,250.00
BAYCARE,10002495,DEFINITIVE NOS 1-3 ANALYTES,301,80375,235.00
BAYCARE,10002496,"HEROIN METABOLITE, GC/MSTYL",301,80356,85.00
BAYCARE,10002497,AMIKACIN,301,80150,105.00
BAYCARE,10002498,"AMITRIPTYLINE, LC/MS 1-2",301,80335,115.00
BAYCARE,10002503,CARBAMAZEPINE/TEGRETAL,301,80156,240.00
BAYCARE,10002504,CYCLOSPORINE,301,80158,270.00
BAYCARE,10002505,"DESIPRAMINE, LC/MS",301,80335,170.00
BAYCARE,10002506,DIGOXIN TOTAL,301,80162,140.00
BAYCARE,10002507,VALPROIC ACID TOTAL,301,80164,225.00
BAYCARE,10002508,DOXEPIN,301,80335,170.00
BAYCARE,10002509,ETHOSUXIMIDE,301,80168,105.00
BAYCARE,10002510,GENTAMICIN,301,80170,255.00
BAYCARE,10002511,HALOPERIDOL,301,80173,145.00
BAYCARE,10002512,"IMIPRAMINE, LC/MS 1-2",301,80335,150.00
BAYCARE,10002513,LIDOCAINE,301,80176,225.00
BAYCARE,10002514,LITHIUM,301,80178,110.00
BAYCARE,10002515,"NORTRIPTYLINE, LC/MS 1-2",301,80335,130.00
BAYCARE,10002516,PHENOBARBITAL,301,80184,205.00
BAYCARE,10002517,PHENYTOIN TOTAL,301,80185,180.00
BAYCARE,10002518,PHENYTOIN FREE,301,80186,140.00
BAYCARE,10002519,I&D,360,,350.00
BAYCARE,10002520,PRIMIDONE,301,80188,155.00
BAYCARE,10002521,PROCAINAMIDE & NAPA,301,80192,200.00
BAYCARE,10002523,QUINIDINE,301,80194,155.00
BAYCARE,10002524,LACERATION REPAIR-COMPLEX,450,,660.00
BAYCARE,10002525,LACERATION REPAIR-INTERMEDIATE,516,,530.00
BAYCARE,10002526,LACERATION REPAIR-SIMPLE,516,,430.00
BAYCARE,10002527,SIROLIMUS,301,80195,155.00
BAYCARE,10002528,"SALICYLATE, QUANTITATIVE",301,80329,175.00
BAYCARE,10002529,TACROLIMUS,301,80197,140.00
BAYCARE,10002531,THEOPHYLLINE,301,80198,170.00
BAYCARE,10002532,TOBRAMYCIN,301,80200,210.00
BAYCARE,10002533,"TRANSPORT, EMERGENCY",450,99082,470.00
BAYCARE,10002534,TOPIRAMATE,301,80201,190.00
BAYCARE,10002535,VANCOMYCIN,301,80202,255.00
BAYCARE,10002536,AMIODARONE,301,80299,135.00
BAYCARE,10002539,CAFFEINE,301,80155,145.00
BAYCARE,10002542,"CLOMIPRAMINE, GC/MS 1-2",301,80335,170.00
BAYCARE,10002543,CLOZAPINE,301,80159,160.00
BAYCARE,10002545,DIGITOXIN,301,80299,150.00
