Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_KS_2022,HEALTH_PARTNERS,HUMANA_MEDICARE,UHC_MILITARY___VA,UHC_VA_CCN,WPPA
4337905_1,"ER 37195 Thrombolysis, cerebral, by intravenous infusion",Inpatient,0450,37195,"Thrombolysis, cerebral, by intravenous infusion",,0,995.00,995.00,875.60,995.00,N/A,875.60,N/A,N/A,N/A,965.15
4337930_1,ER 51700 IRRIGATION OF BLADDER,Emergency,0450,51700,"Bladder irrigation, simple, lavage and/or instillation",,0,85.00,85.00,74.80,401.80,401.80,74.80,85.00,0.00,N/A,82.45
4337930_1,ER 51700 IRRIGATION OF BLADDER,Inpatient,0450,51700,"Bladder irrigation, simple, lavage and/or instillation",,0,85.00,85.00,74.80,401.80,N/A,74.80,N/A,N/A,N/A,82.45
4337931_1,ER 51705 CHANGE CYSTOSTOMY TUBE SIMPLE,Emergency,0450,51705,Change of cystostomy tube; simple,,0,90.00,90.00,79.20,90.00,87.10,79.20,90.00,0.00,N/A,87.30
4337931_1,ER 51705 CHANGE CYSTOSTOMY TUBE SIMPLE,Inpatient,0450,51705,Change of cystostomy tube; simple,,0,90.00,90.00,79.20,90.00,N/A,79.20,N/A,N/A,N/A,87.30
4337933_1,ER 51798 US URINE CAPACITY MEASUREMENT,Emergency,0450,51798,"Measurement of post-voiding residual urine and/or bladder capacity by ultrasound, non-imaging",,0,85.00,85.00,74.80,87.10,87.10,74.80,85.00,0.00,N/A,82.45
4337933_1,ER 51798 US URINE CAPACITY MEASUREMENT,Inpatient,0450,51798,"Measurement of post-voiding residual urine and/or bladder capacity by ultrasound, non-imaging",,0,85.00,85.00,74.80,87.10,N/A,74.80,N/A,N/A,N/A,82.45
4337944_1,ER 65210 REM FRGN BODY EXT EYE CONJ EMB,Emergency,0450,65210,"Removal of foreign body, external eye; conjunctival embedded (includes concretions), subconjunctival, or scleral nonperforating",,0,310.00,310.00,272.80,399.10,399.10,272.80,310.00,0.00,N/A,300.70
4337944_1,ER 65210 REM FRGN BODY EXT EYE CONJ EMB,Inpatient,0450,65210,"Removal of foreign body, external eye; conjunctival embedded (includes concretions), subconjunctival, or scleral nonperforating",,0,310.00,310.00,272.80,399.10,N/A,272.80,N/A,N/A,N/A,300.70
4337945_1,ER 65220 REM FRGN BODY CORNEAL WO LAMP,Emergency,0450,65220,"Removal of foreign body, external eye; corneal, without slit lamp",,0,641.00,641.00,564.08,696.80,696.80,564.08,641.00,0.00,N/A,621.77
4337945_1,ER 65220 REM FRGN BODY CORNEAL WO LAMP,Inpatient,0450,65220,"Removal of foreign body, external eye; corneal, without slit lamp",,0,641.00,641.00,564.08,696.80,N/A,564.08,N/A,N/A,N/A,621.77
4337949_1,ER 69200 Removal foreign body from external auditory canal w/o anes,Emergency,0450,69200,Removal foreign body from external auditory canal; without general anesthesia,,0,286.00,286.00,251.68,310.70,310.70,251.68,286.00,0.00,N/A,277.42
4337949_1,ER 69200 Removal foreign body from external auditory canal w/o anes,Inpatient,0450,69200,Removal foreign body from external auditory canal; without general anesthesia,,0,286.00,286.00,251.68,310.70,N/A,251.68,N/A,N/A,N/A,277.42
4337950_1,ER 69210 REMOVE IMPACT EAR WAX W INSTRMT,Emergency,0450,69210,"Removal impacted cerumen requiring instrumentation, unilateral",,0,170.00,170.00,149.60,588.90,588.90,149.60,170.00,0.00,N/A,164.90
4337950_1,ER 69210 REMOVE IMPACT EAR WAX W INSTRMT,Inpatient,0450,69210,"Removal impacted cerumen requiring instrumentation, unilateral",,0,170.00,170.00,149.60,588.90,N/A,149.60,N/A,N/A,N/A,164.90
4337953_1,ER 90471 ADMIN IMMUNIZATION ONE VACC EXCL,Emergency,0450,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,40.00,40.00,10.40,40.00,10.40,35.20,40.00,0.00,N/A,38.80
4337953_1,ER 90471 ADMIN IMMUNIZATION ONE VACC EXCL,Inpatient,0450,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,40.00,40.00,10.40,40.00,N/A,35.20,N/A,N/A,N/A,38.80
4337955_1,ER 90472 IMMUNIZATION ADMIN ADDL VACC,Emergency,0450,90472,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); each additional vaccine (single or combination vaccine/toxoid) (List separately in addition to code for primary procedure)",,0,40.00,40.00,10.40,40.00,10.40,35.20,40.00,0.00,N/A,38.80
4337955_1,ER 90472 IMMUNIZATION ADMIN ADDL VACC,Inpatient,0450,90472,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); each additional vaccine (single or combination vaccine/toxoid) (List separately in addition to code for primary procedure)",,0,40.00,40.00,10.40,40.00,N/A,35.20,N/A,N/A,N/A,38.80
4337960_1,ER 94660 POS AIRWAY PRESSURE CPAP,Emergency,0450,94660,"Continuous positive airway pressure ventilation (CPAP), initiation and management",,0,363.00,363.00,319.44,363.00,348.22,319.44,363.00,0.00,N/A,352.11
4337960_1,ER 94660 POS AIRWAY PRESSURE CPAP,Inpatient,0450,94660,"Continuous positive airway pressure ventilation (CPAP), initiation and management",,0,363.00,363.00,319.44,363.00,N/A,319.44,N/A,N/A,N/A,352.11
4337964_1,ER 96523 IRRIGATE IMPLANT VEN ACC DEVICE,Emergency,0450,96523,Irrigation of implanted venous access device for drug delivery systems,,0,68.00,68.00,59.84,70.20,70.20,59.84,68.00,0.00,N/A,65.96
4337964_1,ER 96523 IRRIGATE IMPLANT VEN ACC DEVICE,Inpatient,0450,96523,Irrigation of implanted venous access device for drug delivery systems,,0,68.00,68.00,59.84,70.20,N/A,59.84,N/A,N/A,N/A,65.96
4337970_1,ER ADMIN INFLUENZA VACCINE,Inpatient,0771,G0008,Admin influenza virus vac,,0,30.00,30.00,10.40,30.00,N/A,26.40,N/A,N/A,N/A,29.10
4337970_1,ER ADMIN INFLUENZA VACCINE,Outpatient,0771,G0008,Admin influenza virus vac,,0,30.00,30.00,10.40,30.00,10.40,26.40,30.00,0.00,20.50,29.10
4337972_1,ALS MILEAGE PER .10 MILES,Inpatient,0540,A0425,Ground mileage,,0,1.60,1.60,1.41,16.95,N/A,1.41,N/A,N/A,N/A,1.55
4337972_1,ALS MILEAGE PER .10 MILES,Outpatient,0540,A0425,Ground mileage,,0,1.60,1.60,1.41,16.95,16.95,1.41,1.60,0.00,N/A,1.55
4337973_1,ALS MILEAGE PER MILE,Inpatient,0540,A0425,Ground mileage,,0,16.00,16.00,14.08,16.95,N/A,14.08,N/A,N/A,N/A,15.52
4337973_1,ALS MILEAGE PER MILE,Outpatient,0540,A0425,Ground mileage,,0,16.00,16.00,14.08,16.95,16.95,14.08,16.00,0.00,N/A,15.52
4337974_1,BLS MILEAGE PER .10 MILES,Inpatient,0540,A0425,Ground mileage,,0,1.60,1.60,1.41,16.95,N/A,1.41,N/A,N/A,N/A,1.55
4337974_1,BLS MILEAGE PER .10 MILES,Outpatient,0540,A0425,Ground mileage,,0,1.60,1.60,1.41,16.95,16.95,1.41,1.60,0.00,N/A,1.55
4337975_1,BLS MILEAGE PER MILE,Inpatient,0540,A0425,Ground mileage,,0,16.00,16.00,14.08,16.95,N/A,14.08,N/A,N/A,N/A,15.52
4337975_1,BLS MILEAGE PER MILE,Outpatient,0540,A0425,Ground mileage,,0,16.00,16.00,14.08,16.95,16.95,14.08,16.00,0.00,N/A,15.52
4337978_1,AMBU ALS EMERG TRANS SPEC AI,Inpatient,0540,A0427,Als1-emergency,,0,925.00,925.00,753.84,925.00,N/A,814.00,N/A,N/A,N/A,897.25
4337978_1,AMBU ALS EMERG TRANS SPEC AI,Outpatient,0540,A0427,Als1-emergency,,0,925.00,925.00,753.84,925.00,753.84,814.00,925.00,0.00,N/A,897.25
4337980_1,AMBU BLS NON EMT TRANS SI,Inpatient,0540,A0428,Bls,,0,700.00,700.00,473.24,700.00,N/A,616.00,N/A,N/A,N/A,679.00
4337980_1,AMBU BLS NON EMT TRANS SI,Outpatient,0540,A0428,Bls,,0,700.00,700.00,473.24,700.00,473.24,616.00,700.00,0.00,N/A,679.00
4337981_1,AMBU BLS EMERG TRANS AI,Inpatient,0540,A0429,Bls-emergency,,0,800.00,800.00,579.32,800.00,N/A,704.00,N/A,N/A,N/A,776.00
4337981_1,AMBU BLS EMERG TRANS AI,Outpatient,0540,A0429,Bls-emergency,,0,800.00,800.00,579.32,800.00,579.32,704.00,800.00,0.00,N/A,776.00
4337983_1,AMBU BLS EMERGENCY DOA,Inpatient,0540,A0429,Bls-emergency,,0,675.00,675.00,579.32,675.00,N/A,594.00,N/A,N/A,N/A,654.75
4337983_1,AMBU BLS EMERGENCY DOA,Outpatient,0540,A0429,Bls-emergency,,0,675.00,675.00,579.32,675.00,579.32,594.00,675.00,0.00,N/A,654.75
4337984_1,AMBU ALS2,Inpatient,0540,A0433,Als 2,,0,1300.00,1300.00,813.93,1300.00,N/A,1144.00,N/A,N/A,N/A,1261.00
4337984_1,AMBU ALS2,Outpatient,0540,A0433,Als 2,,0,1300.00,1300.00,813.93,1300.00,813.93,1144.00,1300.00,0.00,N/A,1261.00
4337985_1,ALS MILEAGE NONCOVERED .10 MILES,Inpatient,0540,A0888,Noncovered ambulance mileage,,0,1.25,1.25,1.10,1.25,N/A,1.10,N/A,N/A,N/A,1.21
4337985_1,ALS MILEAGE NONCOVERED .10 MILES,Outpatient,0540,A0888,Noncovered ambulance mileage,,0,1.25,1.25,1.10,1.25,N/A,1.10,1.25,0.00,N/A,1.21
4337987_1,BLS MILEAGE NONCOVERED .10 MILES,Inpatient,0540,A0888,Noncovered ambulance mileage,,0,1.25,1.25,1.10,1.25,N/A,1.10,N/A,N/A,N/A,1.21
4337987_1,BLS MILEAGE NONCOVERED .10 MILES,Outpatient,0540,A0888,Noncovered ambulance mileage,,0,1.25,1.25,1.10,1.25,N/A,1.10,1.25,0.00,N/A,1.21
4348105_1,WC 29580 APPLY UNNA BOOT BILATERAL,Ambulatory Surgical,0510,29580,Strapping; Unna boot,,0,350.00,350.00,49.40,350.00,49.40,308.00,350.00,0.00,N/A,339.50
4348105_1,WC 29580 APPLY UNNA BOOT BILATERAL,Inpatient,0510,29580,Strapping; Unna boot,,0,350.00,350.00,49.40,350.00,N/A,308.00,N/A,N/A,N/A,339.50
4348130_1,WC 99211 EVAL/ASSESS UP TO 10 SQ CM,Inpatient,0510,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,50.00,50.00,44.00,50.00,N/A,44.00,N/A,N/A,N/A,48.50
4348130_1,WC 99211 EVAL/ASSESS UP TO 10 SQ CM,Outpatient,0510,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,50.00,50.00,44.00,50.00,49.40,44.00,50.00,0.00,N/A,48.50
4350865_1,EKG 1-3 LEADS TRACING ONLY Charge,Inpatient,0730,93041,"Rhythm ECG, 1-3 leads; tracing only without interpretation and report",,0,52.00,52.00,45.76,94.09,N/A,45.76,N/A,N/A,N/A,50.44
4350865_1,EKG 1-3 LEADS TRACING ONLY Charge,Outpatient,0730,93041,"Rhythm ECG, 1-3 leads; tracing only without interpretation and report",,0,52.00,52.00,45.76,94.09,94.09,45.76,52.00,0.00,N/A,50.44
4350866_1,CARDIAC EVENT MONITOR RECORDING Charge,Inpatient,0730,93270,"External patient and, when performed, auto activated electrocardiographic rhythm derived event recording with symptom-related memory loop with remote download capability up to 30 days, 24-hour attended monitoring; recording (includes connection, recording, and disconnection)",,0,200.00,200.00,154.35,200.00,N/A,176.00,N/A,N/A,N/A,194.00
4350866_1,CARDIAC EVENT MONITOR RECORDING Charge,Outpatient,0730,93270,"External patient and, when performed, auto activated electrocardiographic rhythm derived event recording with symptom-related memory loop with remote download capability up to 30 days, 24-hour attended monitoring; recording (includes connection, recording, and disconnection)",,0,200.00,200.00,154.35,200.00,154.35,176.00,200.00,0.00,N/A,194.00
4350868_1,TR 10060 I&D ABSCESS SIMPLE SINGLE,Ambulatory Surgical,0761,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,370.00,370.00,325.60,370.00,0.00,325.60,370.00,0.00,N/A,358.90
4350868_1,TR 10060 I&D ABSCESS SIMPLE SINGLE,Inpatient,0761,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,370.00,370.00,325.60,370.00,N/A,325.60,N/A,N/A,N/A,358.90
4350869_1,TR 10061 I&D COMPLICATED/MULTIPLE Charge,Ambulatory Surgical,0761,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,370.00,370.00,325.60,370.00,0.00,325.60,370.00,0.00,N/A,358.90
4350869_1,TR 10061 I&D COMPLICATED/MULTIPLE Charge,Inpatient,0761,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,370.00,370.00,325.60,370.00,N/A,325.60,N/A,N/A,N/A,358.90
4350871_1,TR 10120 I&R FRGN BODY SUBCU TISSUE SIMP Charge,Ambulatory Surgical,0761,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,1440.00,1440.00,1267.20,1440.00,0.00,1267.20,1440.00,0.00,N/A,1396.80
4350871_1,TR 10120 I&R FRGN BODY SUBCU TISSUE SIMP Charge,Inpatient,0761,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,1440.00,1440.00,1267.20,1440.00,N/A,1267.20,N/A,N/A,N/A,1396.80
4350876_1,TR 11200 REMOVE SKIN TAGS UP TO 15 LES,Inpatient,0761,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,315.00,315.00,277.20,822.90,N/A,277.20,N/A,N/A,N/A,305.55
4350876_1,TR 11200 REMOVE SKIN TAGS UP TO 15 LES,Outpatient,0761,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,315.00,315.00,277.20,822.90,822.90,277.20,315.00,0.00,N/A,305.55
4350877_1,TR 11201 EXCISION SKIN TAGS EACH ADD 10,Inpatient,0761,11201,"Removal of skin tags, multiple fibrocutaneous tags, any area; each additional 10 lesions, or part thereof (List separately in addition to code for primary procedure)",,0,30.00,30.00,26.40,30.00,N/A,26.40,N/A,N/A,N/A,29.10
4350877_1,TR 11201 EXCISION SKIN TAGS EACH ADD 10,Outpatient,0761,11201,"Removal of skin tags, multiple fibrocutaneous tags, any area; each additional 10 lesions, or part thereof (List separately in addition to code for primary procedure)",,0,30.00,30.00,26.40,30.00,N/A,26.40,30.00,0.00,N/A,29.10
4350878_1,TR 11300 SHAVE LESION TAL 0.5CM OR LESS Charge,Inpatient,0761,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,80.00,80.00,70.40,96.20,N/A,70.40,N/A,N/A,N/A,77.60
4350878_1,TR 11300 SHAVE LESION TAL 0.5CM OR LESS Charge,Outpatient,0761,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,80.00,80.00,70.40,96.20,96.20,70.40,80.00,0.00,N/A,77.60
4350880_1,TR 11301 SHAVE LESION TAL 0.6CM-1.0CM,Inpatient,0761,11301,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.6 to 1.0 cm",,0,78.00,78.00,68.64,96.20,N/A,68.64,N/A,N/A,N/A,75.66
4350880_1,TR 11301 SHAVE LESION TAL 0.6CM-1.0CM,Outpatient,0761,11301,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.6 to 1.0 cm",,0,78.00,78.00,68.64,96.20,96.20,68.64,78.00,0.00,N/A,75.66
4350882_1,TR 11305 SHAVE LESION SNHF 0.5 CM OR LESS,Inpatient,0761,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,80.00,80.00,70.40,96.20,N/A,70.40,N/A,N/A,N/A,77.60
4350882_1,TR 11305 SHAVE LESION SNHF 0.5 CM OR LESS,Outpatient,0761,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,80.00,80.00,70.40,96.20,96.20,70.40,80.00,0.00,N/A,77.60
4350885_1,TR 11310 SHAVE LESION FEL TO 0.5CM,Ambulatory Surgical,0761,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,80.00,80.00,70.40,80.00,0.00,70.40,80.00,0.00,N/A,77.60
4350885_1,TR 11310 SHAVE LESION FEL TO 0.5CM,Inpatient,0761,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,80.00,80.00,70.40,80.00,N/A,70.40,N/A,N/A,N/A,77.60
4350900_1,US Echo 2D Comp w/ Color Flow Doppler,Inpatient,0483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,2000.00,2000.00,1760.00,2000.00,N/A,1760.00,N/A,N/A,N/A,1940.00
4350900_1,US Echo 2D Comp w/ Color Flow Doppler,Outpatient,0483,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,2000.00,2000.00,1760.00,2000.00,1972.10,1760.00,2000.00,0.00,N/A,1940.00
4350901_1,US Echo 2D Comp w/o Color Flow Doppler,Inpatient,0483,93307,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography",,0,750.00,750.00,660.00,750.00,N/A,660.00,N/A,N/A,N/A,727.50
4350901_1,US Echo 2D Comp w/o Color Flow Doppler,Outpatient,0483,93307,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography",,0,750.00,750.00,660.00,750.00,741.00,660.00,750.00,0.00,N/A,727.50
4350903_1,US Echo Doppler Complete,Inpatient,0483,93320,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); complete",,0,625.00,625.00,550.00,625.00,N/A,550.00,N/A,N/A,N/A,606.25
4350903_1,US Echo Doppler Complete,Outpatient,0483,93320,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); complete",,0,625.00,625.00,550.00,625.00,618.80,550.00,625.00,0.00,N/A,606.25
4350906_1,US Pregnancy After 1st Trim Ea Addl Gest,Inpatient,0402,76810,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)",,0,145.00,145.00,94.90,145.00,N/A,127.60,N/A,N/A,N/A,140.65
4350906_1,US Pregnancy After 1st Trim Ea Addl Gest,Outpatient,0402,76810,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)",,0,145.00,145.00,94.90,145.00,94.90,127.60,145.00,0.00,N/A,140.65
4352969_1,TR 11400 EXCISE BENIGN LES 0.5 OR LESS Charge,Ambulatory Surgical,0761,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,1521.31,1521.31,1338.75,1521.31,0.00,1338.75,1521.31,0.00,N/A,1475.67
4352969_1,TR 11400 EXCISE BENIGN LES 0.5 OR LESS Charge,Inpatient,0761,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,1521.31,1521.31,1338.75,1521.31,N/A,1338.75,N/A,N/A,N/A,1475.67
4352970_1,TR 11401 EXCIS BENIGN LES TAL 0.6CM-1.0CM Charge,Ambulatory Surgical,0761,11401,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.6 to 1.0 cm",,0,1120.00,1120.00,985.60,1120.00,0.00,985.60,1120.00,0.00,N/A,1086.40
4352970_1,TR 11401 EXCIS BENIGN LES TAL 0.6CM-1.0CM Charge,Inpatient,0761,11401,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.6 to 1.0 cm",,0,1120.00,1120.00,985.60,1120.00,N/A,985.60,N/A,N/A,N/A,1086.40
4352971_1,TR 11402 EXCIS BEN LES TAL 1.1 TO 2.0CM Charge,Ambulatory Surgical,0761,11402,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 1.1 to 2.0 cm",,0,1051.28,1051.28,925.13,1051.28,0.00,925.13,1051.28,0.00,N/A,1019.74
4352971_1,TR 11402 EXCIS BEN LES TAL 1.1 TO 2.0CM Charge,Inpatient,0761,11402,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 1.1 to 2.0 cm",,0,1051.28,1051.28,925.13,1051.28,N/A,925.13,N/A,N/A,N/A,1019.74
4352972_1,TR 11403 EXCIS BEN LESION TAL 2.1-3.0CM Charge,Ambulatory Surgical,0761,11403,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 2.1 to 3.0 cm",,0,1563.17,1563.17,1375.59,1563.17,0.00,1375.59,1563.17,0.00,N/A,1516.27
4352972_1,TR 11403 EXCIS BEN LESION TAL 2.1-3.0CM Charge,Inpatient,0761,11403,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 2.1 to 3.0 cm",,0,1563.17,1563.17,1375.59,1563.17,N/A,1375.59,N/A,N/A,N/A,1516.27
