id,accession_number,title,maker,ulan,department,classification,culture,period,creation_date,creation_date_earliest,creation_date_latest,accession_date,source_name,object_name,medium,Description,credit_line,paper_support,catalogue_raisonne,portfolio,signed,marks,inscriptions,filename,dimensions,element_type,width_cm,height_cm,depth_cm,width_in,height_in,depth_in,area_in,size_s_m_l,is_3d,orientation_p_l_s,copyright_holder,publicCaption,artistNationality,artistLifeSpan,description,terms,data_date
977,78.48,The Everyday Housewife,Mark Spencer,not found,WCMA,WCMA-PRINTS,,,after 1950,1950,1978,1978,Williams College Museum of Art,lithograph,lithograph on paper,,"Museum purchase, Karl E. Weston Memorial Fund",,,,,,l.l. in pencil: 19.40; l.c. in pencil: The Everyday Housewife; l.r. in pencil: Mark Spencer,78_48.jpg,"sheet: 22 7/16 x 19 1/16 in. (57 x 48.4 cm)
image: 17 1/2 x 14 1/2 in. (44.5 x 36.8 cm)",image,36.8,44.5,0.0,14.49,17.52,0.0,253.86,medium,false,P,Artist or artist's estate,,not found,not found,,Term not found,2022-06-14
978,90.10.1,Artifact,Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1975-1984,1975,1984,1990,Williams College Museum of Art,portfolio; photographs,photographs,,Gift of Charlotte and Robert F. Sutner,,,,,,,IMG_90.10.1.A.jpg,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,The Artist,,American, 1939-,,erm not found,2022-06-14
979,90.10.1.J,"Waiter, Isle of Capri (from Artifact)",Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1983,1983,1983,1990,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Charlotte and Robert F. Sutner,,,Artifact,,,verso l.c. in pencil: Ralph Gibson 1983,IMG_90.10.1.J.jpg,"sheet: 10 7/8 x 14 in. (27.7 x 35.5 cm)
image: 8 3/16 x 12 7/16 in. (20.8 x 31.6 cm)",image,31.6,20.8,0.0,12.44,8.19,0.0,101.88,medium,false,L,The Artist,,American, 1939-,,Term not found,2022-06-14
980,79.58.24,Untitled,Arthur Segal,not found,WCMA,WCMA-PRINTS,,,ca. 1910-1918,1900,1918,1979,Williams College Museum of Art,woodcut,woodcut,,"Gift of Steven Sohacki, through the Martin S. Ackerman Foundation",,,,,,,79_58_24.jpg,"sheet: 11 1/4 x 15 7/16 in. (28.5 x 39.2 cm)
image: 3 1/2 x 5 13/16 in. (8.9 x 14.8 cm)",image,14.8,8.9,0.0,5.83,3.5,0.0,20.41,small,false,L,,,Romania, 1875-1944,,Term not found,2022-06-14
981,99.1.181,King Death's Distribution of Prizes.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,May 28. 1870,1870,1870,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_181.jpg,Overall: 15 11/16 x 11 1/4 in. (39.9 x 28.5 cm),Overall,28.5,39.9,0.0,11.22,15.71,0.0,176.27,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
985,56.16.20.A,Candlestick,Russian,not found,WCMA,WCMA-DEC ARTS,,,no date,0,0,1956,Williams College Museum of Art,candlestick,brass,,"Bequest of Karl E. Weston, Class of 1896",,,,,,on bottom: [eight short slashes],56_16_20_a_b.jpg,"Overall: 8 11/16 in. (22.1 cm)
Base: 4 1/2 in. (11.5 cm)",Overall,0.0,22.1,0.0,0.0,8.7,0.0,0.0,small,false,P,,,not found,not found,,Term not found,2022-06-14
986,84.26.104,Untitled,Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,no date,1883,1970,1984,Williams College Museum of Art,drawing,pencil on paper,,Gift of George W. George,,,,,,no inscription,IMG_84.26.104.jpg,Overall: 9 x 6 in. (22.9 x 15.2 cm),Overall,15.2,22.9,0.0,5.98,9.02,0.0,53.94,small,false,P,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
989,48.1.4,"Seated figure, from the Palace of Ikhnaton at Tel-el-Amarna",Egyptian,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1948,Williams College Museum of Art,figurine,glass with stone inlay,,Gift of Mrs. Cole Porter,,,,,,no incription,48_1_4.jpg,"Overall: 1 x 7/16 in. (2.6 x 1.1 cm)
Case: 2 1/2 x 2 1/8 in. (6.4 x 5.4 cm)",Overall,1.1,2.6,0.0,0.43,1.02,0.0,0.44,small,false,P,,,not found,not found,,Term not found,2022-06-14
992,88.6.11,Horse brass,British,not found,WCMA,WCMA-DEC ARTS,,,19th - early 20th century,1800,1950,1988,Williams College Museum of Art,metalwork,brass,,"Gift of J. Rodney Weiss, Class of 1955, from the collection of the late Dr. Bernard H. Hall",,,,,,,IMG_88.6.11.jpg,Overall: 3 1/2 x 3 in. (8.9 x 7.6 cm),Overall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,small,false,,,,not found,not found,,Term not found,2022-06-14
993,EL.81.3.50,"Williams College Art and Athletics Facility: Scheme 2, Level 700","Moore, Grover & Harper",not found,WCMA,WCMA-PRINTS,,,1977,1977,1977,,Williams College Museum of Art,blueprint,print on paper mounted to cardboard,,,,,,,,,el_81_3_50.JPG,"sheet: 36 1/16 x 24 in. (91.6 x 61 cm)
Overall: 38 x 26 in. (96.5 x 66 cm)",Overall,66.0,96.5,0.0,25.98,37.99,0.0,986.98,large,false,P,,,not found,not found,,Term not found,2022-06-14
994,82.26.39,Preparatory sketch for a cartoon,Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,no date,1883,1970,1982,Williams College Museum of Art,drawing,pencil on paper,,Gift of George W. George,,,,,,,IMG_82.26.39.jpg,Overall: 11 x 8 1/2 in. (28 x 21.6 cm),Overall,21.6,28.0,0.0,8.5,11.02,0.0,93.67,medium,false,P,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
996,87.14.38,Portrait of Whistler,Paul Adolphe Rajon,not found,WCMA,WCMA-PRINTS,,,no date,1842,1888,1987,Williams College Museum of Art,lithograph,lithograph on paper,,"Gift of David P. Tunick, Class of 1966",,,,,,no inscription,87_14_38.jpg,Overall: 9 7/8 x 8 1/8 in. (25.1 x 20.6 cm),Overall,20.6,25.1,0.0,8.11,9.88,0.0,80.13,medium,false,P,,,French, 1842-1888,,Term not found,2022-06-14
998,95.7.L,"Cantata (from ""Artists' Impressions"")",Gendron Jensen,not found,WCMA,WCMA-PRINTS,,,1989,1989,1989,1995,Williams College Museum of Art,lithograph,lithograph on paper,,"Museum purchase, Kathryn Hurd Fund",,,,,,recto l.l. in pencil: Cantata; l.c. in pencil: 23/30; l.r. in pencil: GJ. 89; verso l.r. in pencil: 89-310/White Arches,95_7_L.jpg,"sheet: 12 1/16 x 12 in. (30.7 x 30.5 cm)
image: 7 15/16 x 6 1/8 in. (20.2 x 15.5 cm)",image,15.5,20.2,0.0,6.1,7.95,0.0,48.49,small,false,P,,,not found,not found,,Term not found,2022-06-14
999,39.1.263,COME ON!,Walter Whitehead,not found,WCMA,WCMA-PRINTS,,,1918,1918,1918,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.263.JPG,Overall: 30 x 20 in. (76.2 x 50.8 cm),Overall,50.8,76.2,0.0,20.0,30.0,0.0,600.0,large,false,P,,,American, 1874-1934,,Term not found,2022-06-14
1000,87.14.39,Ahiah Proclaiming that Dogs and Birds will Eat the Dead Bodies,Jan Pietersz. Saenredam,not found,WCMA,WCMA-PRINTS,,,late 16th century,1575,1599,1987,Williams College Museum of Art,engraving,engraving on paper,,"Gift of David P. Tunick, Class of 1966",,,,,,verso l.l. in pencil: [four line quote]; verso l.c. in pencil: DTAK; verso l.r. in pencil: Saerendam,87_14_39.jpg,Overall: 10 1/2 x 7 5/8 in. (26.7 x 19.3 cm),Overall,19.3,26.7,0.0,7.6,10.51,0.0,79.88,small,false,P,,,Dutch, 1565-1607,,Term not found,2022-06-14
1002,62.41.23,"Animal Locomotion, Plate #540",Eadweard Muybridge, 500115207,WCMA,WCMA-PHOTO,,,1887,1887,1887,1962,Williams College Museum of Art,photograph,collotype,,"Gift of the Commercial Museum, Department of Commerce, Philadelphia, Pennsylvania",,,,,,no inscription,62_41_23.jpg,"sheet: 18 15/16 x 24 1/8 in. (48.1 x 61.2 cm)
image: 6 5/16 x 17 13/16 in. (16 x 45.3 cm)",image,45.3,16.0,0.0,17.83,6.3,0.0,112.33,medium,false,L,,,American, 1830-1904,,Term not found,2022-06-14
1003,77.62.2,Studies of a Male Torso,Hyman Bloom, 500022094,WCMA,WCMA-DRAWING,,,1930,1930,1930,1977,Williams College Museum of Art,drawing,charcoal on paper,"watermark l.l.: Lalanne (ao 7/21/95)
watermark l.l.: LALAUNE (WACC 6/95)",Gift of George S. Abrams,,,,,,"l.r. in pencil: [monogram] HB 1930/ 44; frame verso u.c. on typed on sticker: Hans Hollein/ Schullin Jewelry Shop/ Vienna, Austria/ 23 x 17",77_62_2.jpg,"Overall: 12 1/2 x 19 in. (31.8 x 48.3 cm)
frame: 16 15/16 x 23 1/8 in. (43.1 x 58.7 cm)",Overall,48.26,31.75,0.0,19.0,12.5,0.0,237.5,medium,false,L,The Artist,,American, 1913-2009,"watermark l.l.: Lalanne (ao 7/21/95)
watermark l.l.: LALAUNE (WACC 6/95)",Term not found,2022-06-14
1005,53.7.3,Two Kiowas,Kiowa,not found,WCMA,WCMA-DRAWING,,,1880,1880,1880,1953,Williams College Museum of Art,drawing,pencil and crayon on paper,,"Gift of Merritt A. Boyle, grandson of General Merritt Barber, Class of 1857",,,,,,"u.l. in pencil: 13.; on mount, below image in ink: Two Kiawas.  The one on the right, the Big Old Man was killed by the 4th Cavalry in the/ fall of 1874.  The other was alive at the time this picture was made (1880)",53_7_3.jpg,image: 7 1/16 x 9 15/16 in. (17.9 x 25.3 cm),image,25.3,17.9,0.0,9.96,7.05,0.0,70.22,small,false,L,,,not found,not found,,Term not found,2022-06-14
1008,65.12.D,"Souvenirs du Bal Chicard, no. 3: Balochard",Guillaume Sulpice Chevallier Gavarni,not found,WCMA,WCMA-PRINTS,,,1839,1839,1839,1965,Williams College Museum of Art,lithograph,lithograph on paper,,Gift of M.G. Couderchet,,"Armelhaut & Bocher 2274, II/III",,,,verso l.l. in pencil: E1588,65_12_D.jpg,"sheet: 13 1/8 x 9 5/8 in. (33.4 x 24.4 cm)
plate: 11 7/16 x 8 3/16 in. (29.1 x 20.8 cm)",sheet,24.4,33.4,0.0,9.61,13.15,0.0,126.37,medium,false,P,,,not found,not found,,Term not found,2022-06-14
1009,65.12.K,"Faits et gestes du propriétaire, no. 5",Guillaume Sulpice Chevallier Gavarni,not found,WCMA,WCMA-PRINTS,,,1847,1847,1847,1965,Williams College Museum of Art,lithograph,lithograph on paper,,Gift of M.G. Couderchet,,"Armelhaut & Bocher 1085, II/II",,,,no inscription,65_12_K.jpg,"sheet: 12 1/2 x 9 1/4 in. (31.8 x 23.5 cm)
image: 7 5/8 x 6 9/16 in. (19.4 x 16.7 cm)",image,16.7,19.4,0.0,6.57,7.64,0.0,50.19,small,false,P,,,not found,not found,,Term not found,2022-06-14
1010,65.12.O,Bal de la Renaissance,Guillaume Sulpice Chevallier Gavarni,not found,WCMA,WCMA-PRINTS,,,1839,1839,1839,1965,Williams College Museum of Art,lithograph,lithograph on paper,,Gift of M.G. Couderchet,,"Armelhaut & Bocher 346, only state",,,,l.r. in pencil: '5/ WNO; verso l.l. in pencil: E158[rest ripped off],65_12_O.jpg,"sheet: 13 1/8 x 9 1/2 in. (33.3 x 24.1 cm)
image: 8 7/16 x 6 in. (21.4 x 15.3 cm)",image,15.3,21.4,0.0,6.02,8.43,0.0,50.75,small,false,P,,,not found,not found,,Term not found,2022-06-14
1013,78.39.6,Untitled,Leonard Baskin, 500003136,WCMA,WCMA-PRINTS,,,after 1950,1950,1978,1978,Williams College Museum of Art,etching,etching and aquatint on paper,,Gift of Julius S. Held,,,,,,l.c. in pencil: for Pim & Julian; l.r. in pencil: Artists proof. Baskin,78_39_6.jpg,"sheet: 26 13/16 x 22 3/16 in. (68.1 x 56.3 cm)
image: 17 5/8 x 14 9/16 in. (44.7 x 37 cm)",image,37.0,44.7,0.0,14.57,17.6,0.0,256.43,medium,false,P,Artist or artist's estate,,American, 1922-2000,,Term not found,2022-06-14
1018,87.24.3,Cumaean Sibyl,Anonymous (Italian),not found,WCMA,WCMA-PAINTING,,,early 19th century,1800,1850,1987,Williams College Museum of Art,painting,oil on canvas,,Museum purchase,,,,,,,87.24.3.jpg,Overall: 54 1/2 x 40 3/16 in. (138.5 x 102 cm),Overall,102.0,138.5,0.0,40.16,54.53,0.0,2189.92,large,false,P,,,not found,not found,,Term not found,2022-06-14
1021,A.6.2,Saluting the Flag at Whittier Primary School,Frances Benjamin Johnston,not found,WCMA,WCMA-Instruction,,,ca. 1900/1999,1890,1999,2019,Williams College Museum of Art,photograph,modern platinum print (copy negative derived from vintage platinum print),,"Courtesy the Collection of the Hampton University Archives, WCMA Instructional Collection",,,,,,l.r. embossed: CAW/ 1999; verso u.l. in pencil: 00.9.0; verso u.r. in pencil: B,A_6_2.jpg,frame: 14 7/8 x 18 7/8 x 1 7/8 in. (37.8 x 47.9 x 4.8 cm),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,American, 1864-1952,,erm not found,2022-06-14
1022,82.21.5.D,"Phlox (from ""Love"")",Robert Indiana, 500015478,WCMA,WCMA-PRINTS,,,1982,1982,1982,1982,Williams College Museum of Art,silkscreen,color silkscreen on paper,,Gift of Martin J. Oppenheimer,,,,,,l.l. in pencil 7/100; l.c. in pencil: PHLOX; l.r. in pencil: R Indiana '82,IMG_82.21.5.D.jpg,"sheet: 26 3/4 x 26 3/4 in. (68 x 68 cm)
image: 24 x 24 1/16 in. (61 x 61.1 cm)",image,61.1,61.0,0.0,24.06,24.02,0.0,577.92,large,false,L,Artists Rights Society (ARS),,American, 1928-2018,,Term not found,2022-06-14
1024,79.50.B,"Untitled (From ""El Lunar y El Tiempo"")",Juan Genovés, 500071097,WCMA,WCMA-PRINTS,,,1971,1971,1971,1979,Williams College Museum of Art,aquatint,aquatint,,"Gift of Ira Kasindorf, through the Martin S. Ackerman Foundation",,,,,,l.r. in pencil: Genovés 71,79_50_B.jpg,"sheet: 19 13/16 x 26 in. (50.3 x 66 cm)
image: 12 3/8 x 17 3/8 in. (31.4 x 44.1 cm)",image,44.1,31.4,0.0,17.36,12.36,0.0,214.57,medium,false,L,Artists Rights Society (ARS),,Spanish, 1930-,,Term not found,2022-06-14
1025,79.50.E,"Untitled (From ""El Lunar y El Tiempo"")",Juan Genovés, 500071097,WCMA,WCMA-PRINTS,,,1970,1970,1970,1979,Williams College Museum of Art,aquatint,aquatint,,"Gift of Ira Kasindorf, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 88/92; l.r. in pencil: Genovés 70,79_50_E.jpg,"sheet: 19 13/16 x 26 in. (50.3 x 66 cm)
image: 12 11/16 x 17 5/16 in. (32.3 x 43.9 cm)
frame: 25 3/16 x 31 5/16 in. (64 x 79.5 cm)",image,43.9,32.3,0.0,17.28,12.72,0.0,219.8,medium,false,L,Artists Rights Society (ARS),,Spanish, 1930-,,Term not found,2022-06-14
1026,93.1.79,Small stone,Anonymous,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1993,Williams College Museum of Art,stone,stone,,"Found in the collection and catalogued, 1993",,,,,,verso on label: 4.12.49 [illegible]/ B 27; verso in pencil?: 9.779/ 4,93_1_79_a.jpg,Overall: 1 15/16 x 13/16 in. (5 x 2.1 cm),Overall,2.1,0.0,0.0,0.83,0.0,0.0,0.0,small,false,L,,,not found,not found,,erm not found,2022-06-14
1028,69.23.B,Drawing for sculpture,Seymour Lipton, 500028802,WCMA,WCMA-DRAWING,,,1955,1955,1955,1969,Williams College Museum of Art,drawing,grease pencil on paper,,"Gift of Sam Hunter, Class of 1944",,,,,,c.r. in pencil: L.55; verso c. in pencil: E[encircled],69_23_B.jpg,Overall: 8 7/16 x 10 15/16 in. (21.5 x 27.8 cm),Overall,27.8,21.5,0.0,10.94,8.46,0.0,92.55,medium,false,L,,,American, 1903-1986,,Term not found,2022-06-14
1029,69.23.A,Drawing for sculpture,Seymour Lipton, 500028802,WCMA,WCMA-DRAWING,,,1955,1955,1955,1969,Williams College Museum of Art,drawing,grease pencil on paper,,"Gift of Sam Hunter, Class of 1944",,,,,,c.r. in pencil: L.55; verso c. in pencil: C,69_23_A.jpg,Overall: 8 1/2 x 11 in. (21.6 x 27.9 cm),Overall,27.9,21.6,0.0,10.98,8.5,0.0,93.33,medium,false,L,,,American, 1903-1986,,Term not found,2022-06-14
1031,39.1.194,ON THE JOB FOR VICTORY,Jonas Lie, 500029231,WCMA,WCMA-PRINTS,,,c. 1910-1920,1900,1920,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.194.JPG,Overall: 29 3/8 x 38 1/2 in. (74.6 x 97.8 cm),Overall,97.8,74.6,0.0,38.5,29.37,0.0,1130.75,large,false,L,,,American, 1880-1940,,Term not found,2022-06-14
1033,75.15,Untitled,Jerry Rothman,not found,WCMA,WCMA-PRINTS,,,1975,1975,1975,1975,Williams College Museum of Art,lithograph,color lithograph on paper,,"Museum purchase, Joseph O. Eaton Fund",,,,,,l.r. in pencil: Rothman 7/50,75_15.jpg,Overall: 24 5/8 x 32 13/16 in. (62.6 x 83.3 cm),Overall,83.3,62.6,0.0,32.8,24.65,0.0,808.52,large,false,L,Artist or artist's estate,,not found,not found,,Term not found,2022-06-14
1034,81.1.3,The Chicken House: The Flock at  Afternoon Chores & Abandoned after Blindness,Neil Rappaport,not found,WCMA,WCMA-PHOTO,,,1978; 1979,1978,1979,1981,Williams College Museum of Art,photograph,"gelatin silver prints, mounted as a pair",,"Gift of Neil Rappaport, Class of 1965, in honor of Sheafe Satterthwaite",,,,,,verso: [artist's signature],81_1_3_AB.jpg,"Mounting Sheet: 17 15/16 × 14 in. (45.6 × 35.6 cm)
image: 5 3/16 × 7 7/8 in. (13.2 × 20 cm)
image: 6 5/16 × 7 7/8 in. (16 × 20 cm)",image,20.0,13.18,0.0,7.88,5.19,0.0,40.9,small,false,L,,,not found,not found,,Term not found,2022-06-14
1035,96.35.15,untitled,Garry Winogrand, 500014550,WCMA,WCMA-PHOTO,,,ca. 1960-1969,1955,1969,1996,Williams College Museum of Art,photograph,silver print,,Gift of James L. Melcher,,,,,,"verso, bottom, left in pencil: Garry Winogrand",96_35_15.jpg,Overall: 11 x 13 7/8 in. (27.9 x 35.2 cm),Overall,35.24,27.94,0.0,13.87,11.0,0.0,152.57,medium,false,L,"The Estate of the Artist ,Fraenkel Gallery",,American, 1928-1984,,Term not found,2022-06-14
1036,39.1.228,OVER THE TOP FOR YOU,Sidney H. Riesenberg,not found,WCMA,WCMA-PRINTS,,,1918,1918,1918,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.228.JPG,Overall: 30 x 20 in. (76.2 x 50.8 cm),Overall,50.8,76.2,0.0,20.0,30.0,0.0,600.0,large,false,P,,,American, 1885-1971,,Term not found,2022-06-14
1037,49.17.68.C,On-By the Skin Of His Teeth,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"June 11, 1881",1881,1881,1949,Williams College Museum of Art,print,wood engraving on newsprint mounted to newspaper,,Gift of Mabel Nast Crawford and Cyril Nast,,,,,,in plate l.c.: Th:Nast.,IMG_49.17.68.C.jpg,image: 4 15/16 x 4 13/16 in. (12.6 x 12.2 cm),image,12.2,12.6,0.0,4.8,4.96,0.0,23.81,small,false,P,,,American, 1840-1902,,Term not found,2022-06-14
1038,80.11,Summer Suite,Conrad Marca-Relli, 500020522,WCMA,WCMA-DRAWING,,,no date,1913,1980,1980,Williams College Museum of Art,collage,collages,SEE individual screens 80.11.A-E,"Gift of Graham Loving, through the Martin S. Ackerman Foundation",,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,American, 1913-2000,SEE individual screens 80.11.A-E,erm not found,2022-06-14
1039,81.10.5,Flower Study,Rajasthan,not found,WCMA,WCMA-EASTERN,Indian,,late 18th century,1750,1799,1981,Williams College Museum of Art,drawing,ink on paper,adhered to paper,Gift of Ralph and Catherine Benkaim,,,,,,verso l.l. in pencil: 17/5,81_10_5.jpg,Overall: 10 1/16 x 5 15/16 in. (25.6 x 15.1 cm),Overall,15.1,25.6,0.0,5.94,10.08,0.0,59.88,small,false,P,,,not found,not found,adhered to paper,erm not found,2022-06-14
1041,59.7,"""The New Born""- California Landscape",Millard Owen Sheets, 500023740,WCMA,WCMA-DRAWING,,,1936,1936,1936,1959,Williams College Museum of Art,watercolor; gouache,watercolor and gouache on paper,,Gift of Miss Elisabeth Ball,,,,,,l.r. in pencil: MILLARD SHEETS/ 1936,59_7.jpg,Overall: 22 13/16 x 30 5/8 in. (58 x 77.8 cm),Overall,77.8,58.0,0.0,30.63,22.83,0.0,699.28,large,false,L,The Artist,,American, 1907-1989,,Term not found,2022-06-14
1042,96.30.4,Michigan,Harry Morey Callahan, 500000873,WCMA,WCMA-PHOTO,,,1948,1948,1948,1996,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Barbara S. Doty in honor of her father Henry Strong, Class of 1949",,,,,,l.r. in pencil:  Harry Callahan,96_30_4.jpg,Overall: 9 7/8 x 7 7/8 in. (25.1 x 20 cm),Overall,20.0,25.08,0.0,7.87,9.87,0.0,77.68,small,false,P,"The Estate of the Artist ,Pace/MacGill Gallery",,American, 1912-1999,,Term not found,2022-06-14
1043,62.32.17.I,Hair ornament,Egyptian,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1962,Williams College Museum of Art,hair ring,clay?,glazed,Gift of Mr. Horace Mayer,,,,,,no inscription,62_32_17_I.jpg,Overall: 5/8 x 5/8 x 3/8 in. (1.6 x 1.6 x 0.9 cm),Overall,1.6,0.0,0.9,0.63,0.0,0.35,0.0,small,true,L,,,not found,not found,glazed,Term not found,2022-06-14
1045,77.53.43,Untitled (D. VIII),Richard Howard Hunt, 500124131,WCMA,WCMA-PRINTS,,,1974,1974,1974,1977,Williams College Museum of Art,screenprint,screenprint on paper,,Gift of Mr. and Mrs. George Prussin,,,,,,l.l. in pencil: 50/50; l.r. in pencil: R Hunt; verso l.l. in pencil: DVIII,77_53_43.jpg,Overall: 14 15/16 x 11 1/4 in. (38 x 28.5 cm),Overall,28.5,38.0,0.0,11.22,14.96,0.0,167.85,medium,false,P,Artist or artist's estate,,American, 1935-,,Term not found,2022-06-14
1046,79.58.48,Untitled,Arthur Segal,not found,WCMA,WCMA-PRINTS,,,ca. 1910-1918,1900,1918,1979,Williams College Museum of Art,woodcut,woodcut,,"Gift of Steven Sohacki, through the Martin S. Ackerman Foundation",,,,,,,79_58_48.jpg,"sheet: 15 1/2 x 22 7/8 in. (39.3 x 58.1 cm)
image: 6 5/16 x 7 1/16 in. (16 x 18 cm)",image,18.0,16.0,0.0,7.09,6.3,0.0,44.67,small,false,L,,,Romania, 1875-1944,,Term not found,2022-06-14
1048,77.9.62,Gateway,Seymour Lipton, 500028802,WCMA,WCMA-SCULPTURE,,,1964,1964,1964,1977,Williams College Museum of Art,ceramic,stoneware,,"Bequest of Lawrence H. Bloedel, Class of 1923",,,,,,proper left: Lipton64,IMG_77.9.62.jpg,Overall: 16 3/4 x 12 x 9 5/8 in. (42.6 x 30.5 x 24.5 cm),Overall,30.5,42.6,24.5,12.01,16.77,9.65,201.41,medium,true,P,,,American, 1903-1986,,Term not found,2022-06-14
1054,92.5.169,Untitled: Scenes from Genesis,Anonymous,not found,WCMA,WCMA-PRINTS,,,no date,0,0,1992,Williams College Museum of Art,engraving,engraving on paper,,"Found in the collection and catalogued, 1992",,,,,,no inscription,92_5_169.jpg,Overall: 7 5/8 x 11 5/8 in. (19.4 x 29.5 cm),Overall,29.5,19.4,0.0,11.61,7.64,0.0,88.7,medium,false,L,,,not found,not found,,Term not found,2022-06-14
1055,92.5.4,Cascade de St. Cloud,Arnout,not found,WCMA,WCMA-PRINTS,,,no date,0,0,1992,Williams College Museum of Art,lithograph,lithograph on paper,,"Found in the collection and catalogued, 1992",,,,,,l.c. embossed: [collector's stamp],IMG_92.5.4.jpg,sheet: 16 5/16 x 22 3/8 in. (41.4 x 56.9 cm),sheet,56.9,41.4,0.0,22.4,16.3,0.0,365.12,large,false,L,,,not found,not found,,Term not found,2022-06-14
1058,84.13.2,Kafigeledjo (Oracle Figure),Senufo Cultural Group,not found,WCMA,WCMA-AFRICAN,Senufo,,19th-20th century,1800,1999,1984,Williams College Museum of Art,figurine,"wood, mudcloth and feathers",,"Museum purchase, John B. Turner '24 Memorial Fund",,,,,,,84_13_2_a.jpg,Overall: 31 5/16 x 16 5/8 x 3 9/16 in. (79.5 x 42.2 x 9 cm),Overall,42.2,79.5,9.0,16.61,31.3,3.54,519.89,large,true,P,,,not found,not found,,Term not found,2022-06-14
