object_number,accession_number,title,maker_full_name,culture,period,date_description,year_start,year_end,accession_year,category,materials,credit_line,inscriptions,dimensions,image_url,source_1,maker_birth_year,maker_death_year,institution_name,institution_city,institution_state,institution_country,institution_latitude,institution_longitude
531,96.8,Orange,Wassily Kandinsky,,,1923,1923,1923,1996,lithograph,color lithograph on paper,"Gift of Alden Thompson, Class of 1937","l.l. in stone: <K/ 23; l.l. in pencil: No15/50; l.r. in pencil: Kandinsky; verso u.c. frame label: [Ross Widen Gallery]; verso c.: [newspaper article from ""The National Observer"" 1972]; verso u.r. in ink: Alden Thompson '37  :Loan/ Collection   1975/ [illegible word]/ #21","image: 15 15/16 x 15 1/16 in. (40.5 x 38.2 cm)
frame: 20 1/16 x 18 1/8 in. (51 x 46 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=531,https://github.com/wcmaart/collection, 1866,1944,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
532,61.22.A,Judith with the Head of Holofernes,Bonifacio Veronese,,,ca. early to mid-16th c.,1500,1553,1961,painting,oil on canvas,Gift of Mr. Edward W. Carter,,"Overall: 10 1/4 x 20 1/16 in. (26 x 51 cm)
frame: 14 15/16 x 25 in. (38 x 63.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=532,https://github.com/wcmaart/collection, 1487,1553,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
534,79.60.D,"Untitled (from ""2 x 5 Bats"")",Dieter Roth,,,1978,1978,1978,1979,lithograph,color lithograph on paper,"Gift of Gary Tearston, through Martin S. Ackerman Foundation",l.l. in pencil: Dieter Roth78/ 96/100,sheet: 19 9/16 x 13 3/4 in. (49.7 x 35 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=534,https://github.com/wcmaart/collection, 1930,1998,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
535,78.40.7,The Vision,F. von König,,,first half of the 19th century,1800,1850,1978,intaglio,intaglio on paper,Gift of George S. Abrams,l.l. in pencil: 7/75; l.r. in pencil: f.von Konig; l.l. in pencil: R 8-3 The Vision.,"sheet: 14 13/16 x 11 13/16 in. (37.7 x 30 cm)
plate: 9 5/16 x 8 7/16 in. (23.6 x 21.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=535,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
536,39.1.26,Ring It Again,Anonymous (American),,,1918,1918,1918,1939,poster,poster,Anonymous gift,,Overall: 30 1/4 x 20 1/8 in. (76.8 x 51.1 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=536,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
537,82.22.3,Untitled,Irene Rice Pereira,,,1939,1939,1939,1982,collage,"pencil, ink, paint and paper on paper",Bequest of Kathryn Hurd,l.l. in ink: IRIEE PErEira `39,Overall: 15 3/4 x 14 5/8 in. (40 x 37.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=537,https://github.com/wcmaart/collection, 1907,1971,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
538,93.1.34,Seal with bird impression,Anonymous,,,,0,0,1993,seal,cork and wax,"Found in the collection and catalogued, 1993",verso on label: 692,Overall: 1 5/16 x 1 3/16 in. (3.4 x 3 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=538,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
540,91.38.H,"Street Artist, New York (from Survey 1986)",Ralph Gibson,,,1981,1981,1981,1991,photograph,gelatin silver print,Gift of Mr. and Mrs. Gerald S. Fine,verso l.l. in pencil: 8 [encircled]; verso c. in pencil: Ralph Gibson 1982,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.6 cm)
image: 12 3/8 x 8 3/16 in. (31.5 x 20.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=540,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
541,91.38.K,Imperial Palace (from Survey 1986),Eliot Furness Porter,,,,1901,1991,1991,photograph,dye transfer print,Gift of Mr. and Mrs. Gerald S. Fine,l.r. in ink: Eliot Porter; verso l.l. in pencil: 11 [encircled],"sheet: 12 1/16 x 16 15/16 in. (30.7 x 43 cm)
image: 9 1/2 x 14 7/16 in. (24.2 x 36.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=541,https://github.com/wcmaart/collection, 1901,1990,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
542,99.1.251,Revenge is Sweet.,Thomas Nast,,,"May 2, 1874",1874,1874,1999,print,wood engraving on newsprint,Gift of Irwin and Dianne Steinberg,none,"image: 5 1/16 x 4 11/16 in. (12.8 x 11.9 cm)
sheet: 15 13/16 x 10 13/16 in. (40.2 x 27.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=542,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
543,83.24.5,"Drawing for ""Body Wall""",Vito Acconci,,,1983,1983,1983,1983,drawing,ink and graphite on graph paper,"Museum purchase, Kathryn Hurd Fund",,sheet: 11 3/8 x 17 5/16 in. (28.9 x 43.9 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=543,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
544,84.14.2.E,"Hazy Day, Budapest (from ""A Hungarian Memory"")",André Kertész,,,1920,1920,1920,1984,photograph,gelatin silver print,"Gift of Elizabeth and Frederick M. Myers, Class of 1943",verso center in pencil: A Kertész,"sheet: 8 x 9 15/16 in. (20.3 x 25.3 cm)
image: 7 3/8 x 9 3/4 in. (18.7 x 24.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=544,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
545,M.2002.16.5,"Transport, Braila, Rumania (from ""A Hungarian Memory)",André Kertész,,,1918,1918,1918,2002,photograph,gelatin silver print,Gift of Elizabeth and Frederick M. Myers,verso center in pencil: A Kertész,"sheet: 8 1/16 x 9 15/16 in. (20.5 x 25.3 cm)
image: 7 3/16 x 9 3/4 in. (18.2 x 24.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=545,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
546,99.1.65,"""Alexander and Diogenes.""--[Not by Landseer.]",Thomas Nast,,,"July 6, 1878",1878,1878,1999,print,wood engraving on newsprint,Gift of Irwin and Dianne Steinberg,none,Overall: 11 1/8 x 15 3/4 in. (28.3 x 40 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=546,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
547,99.1.113,The Next Pardon in the Reform Farce. (?) [sic],Thomas Nast,,,"May 15, 1875",1875,1875,1999,print,wood engraving on newsprint,Gift of Irwin and Dianne Steinberg,none,Overall: 15 13/16 x 11 5/16 in. (40.2 x 28.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=547,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
548,EL.81.3.49,"Williams College Art and Athletics Facility: Scheme 2, Level 680",Moore|Grover & Harper,,,1977,1977,1977,,blueprint,print on paper mounted to cardboard,,,"sheet: 36 1/16 x 24 in. (91.6 x 61 cm)
Overall: 38 x 26 in. (96.5 x 66 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=548,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
550,RC.17.25,Study of flowers,attributed to Isabelle Makepeace,,,,1946,1990,1993,drawing,pencil on paper,"Bequest of Mrs. Charles Denison Makepeace, Class of 1900",,Overall: 9 15/16 x 13 7/8 in. (25.2 x 35.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=550,https://github.com/wcmaart/collection, 1936,1990,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
552,56.16.7,Virgin and Child,Anonymous (Italian),,,15th century,1400,1499,1956,relief,papier mâché,"Bequest of Karl E. Weston, Class of 1896",,Overall: 22 13/16 x 1 3/8 in. (58 x 3.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=552,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
554,62.37,Woman in Striped Blouse,Pablo Picasso,,,1949,1949,1949,1962,lithograph,color lithograph on paper,Anonymous gift,u.l. in crayon: 3.4.49.; l.r. in pencil: Picasso 47/50,"sheet: 25 11/16 x 19 3/4 in. (65.3 x 50.2 cm)
frame: 35 1/16 x 27 3/16 in. (89 x 69 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=554,https://github.com/wcmaart/collection, 1881,1973,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
555,99.10.V,"dole (from ""Word"")",Patrick Bruce Oliphant,,,1995,1995,1995,1999,lithograph,lithograph on paper,"Museum purchase, Joseph O. Eaton Fund, Miscellaneous Gifts Fund",l.r. in pencil: 30/30 Oliphant '95; l.l. embossed on plate: [symbol]; l.r. embossed on plate: [symbol]; verso l.l. in yellow: [symbol]; verso l.r. in pencil: 95.314; verso l.r. in pencil: White Arches,Overall: 12 x 10 1/16 in. (30.5 x 25.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=555,https://github.com/wcmaart/collection, 1935,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
556,83.2,Three Figures with Pumpkin Harvest,John Joseph Enneking,,,1886,1886,1886,1983,painting,oil on panel,"Gift of Robert A. Whitaker, Class of 1933","l.c. in oil: [sketch, hidden by frame]; l.r. in oil: Enneking 86; verso u.l. on frame on label in ink: #179; verso l.c. on frame: [Cat.Rais label, PIERCE GALLERIES, INC.]","image: 9 3/4 x 11 7/8 in. (24.8 x 30.2 cm)
frame: 14 3/16 x 16 5/16 in. (36 x 41.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=556,https://github.com/wcmaart/collection, 1841,1916,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
557,85.25.1,Pot with side handles,Korean,Korean,,Silla Dynasty (ca. 57 BC-AD 935),-107,935,1985,ceramic,ceramic with ash glaze,Gift of Pam Weatherbee,,"rim: 7 5/16 in. (18.5 cm)
Overall: 8 7/8 in. (22.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=557,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
558,38.15,Die Eltern (The Parents) (plate 3 from the portfolio Krieg (War)),Käthe Kollwitz,,,"1921-22, published 1923",1921,1923,1938,woodcut,woodcut on paper,"Gift of Andrew S. Keck, Class of 1924",l.r. in pencil: Kathe Kollwitz `23,frame: 25 3/16 x 31 5/16 in. (64 x 79.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=558,https://github.com/wcmaart/collection, 1867,1945,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
559,M.2014.17.1,Untitled,Robert Müller,,,1962,1962,1962,2014,drawing,ink wash and gouache on paper,"Gift of Susan W. Paine in honor of Stephen D. Paine, Class of 1954",l.c. in red: [character]; verso u.r: [Paine collection sticker],"image: 40 9/16 x 28 15/16 in. (103 x 73.5 cm)
frame: 41 15/16 x 30 5/16 in. (106.5 x 77 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=559,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
561,75.27.H,"Elizabeth How (from ""Witches of Salem"")",Thom O'Connor,,,1972,1972,1972,1975,etching,etching on paper,"Museum purchase, Joseph O. Eaton Fund",l.l. in pencil: VIII; l.r. in pencil: ThomO'Connor,"plate: 3 5/16 x 3 1/8 in. (8.4 x 8 cm)
sheet: 11 7/8 x 9 in. (30.2 x 22.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=561,https://github.com/wcmaart/collection, 1937,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
562,21.1.14,Gadrooned bowl with hieroglyph rim text,Campeche,,,"Late Classic, 600-900 AD",600,900,1921,ceramic,terracotta with orange and black polychrome,"Gift of Herbert D. N. Jones, Class of 1914","sixteen-glyph inscription (translated): ""This drinking cup contains fresh new cocoa and is owned by Spine-Hand the Blood-Scatterer, the twenty-year old kin [possibly son] of the forty-year-old Lord of Naman.""","Overall: 6 1/2 x 5 in. (16.5 x 12.7 cm)
rim: 6 1/4 in. (15.9 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=562,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
564,90.10.1.F,"Architectural Detail, Rome (from Artifact)",Ralph Gibson,,,1984,1984,1984,1990,photograph,gelatin silver print,Gift of Charlotte and Robert F. Sutner,verso l.c. in pencil: Ralph Gibson 1984,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.7 cm)
image: 12 3/8 x 8 1/8 in. (31.5 x 20.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=564,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
565,90.10.1.A,"Silhouette, Paris (from Artifact)",Ralph Gibson,,,1982,1982,1982,1990,photograph,gelatin silver print,Gift of Charlotte and Robert F. Sutner,verso l.c. in pencil: Ralph Gibson 1982,"sheet: 13 7/8 x 10 7/8 in. (35.2 x 27.7 cm)
image: 12 3/8 x 8 3/16 in. (31.5 x 20.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=565,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
566,90.10.1.D,"Architectural Detail, New York (from Artifact)",Ralph Gibson,,,1980,1980,1980,1990,photograph,gelatin silver print,Gift of Charlotte and Robert F. Sutner,verso l.c. in pencil: Ralph Gibson 1980,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.6 cm)
image: 12 3/8 x 8 1/8 in. (31.4 x 20.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=566,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
567,90.10.1.E,"Painter, London (from Artifact)",Ralph Gibson,,,1984,1984,1984,1990,photograph,gelatin silver print,Gift of Charlotte and Robert F. Sutner,verso l.c. in pencil: Ralph Gibson 1984,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.6 cm)
image: 12 3/8 x 8 3/16 in. (31.5 x 20.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=567,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
568,90.14.8,Trees and a Country House by a Road,Anthonie Waterloo,,,,1609,1690,1990,etching,etching on paper,"Gift of David P. Tunick, Class of 1966",verso l.c. in pencil: fig232 [illegible]D-   Du. volIV. h583/4 #54II / DT   Waterloo   Gi 7.10,Overall: 5 1/8 x 5 11/16 in. (13 x 14.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=568,https://github.com/wcmaart/collection, 1609,1690,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
569,39.1.288,THE KITCHEN IS THE (key) TO VICTORY,Anonymous (British),,,c. 1910-1920,1900,1920,1939,poster,poster,Anonymous gift,,Overall: 30 x 20 3/16 in. (76.2 x 51.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=569,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
571,A.1.2.ZZZ,Wetstone,Charles Prendergast,,,19th-20th century,1863,1948,1998,wetstone,stone,"Williams College Museum of Art, Prendergast Archive and Study Center, Gift of Mrs. Charles Prendergast",,"Overall: 2 1/2 x 13/16 in., 3/16 in. (6.4 x 2 cm, 0.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=571,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
572,82.21.2.F,"Horizontal brown, grey, black and beige violin (from Romantic Suite)",Arman (Armand Fernandez),,,1976,1976,1976,1982,lithograph,color photo lithograph on paper,Gift of Martin J. Oppenheimer,l.r. in pencil: Arman,Overall: 24 5/8 x 37 15/16 in. (62.5 x 96.3 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=572,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
573,59.6,Landscape with Figures,Gaspard Dughet,,,,1615,1675,1959,painting,oil on canvas,"Gift of the Braine Family, in memory of Bancroft Gheradi Braine",verso u.l. on sticker: 922; verso c.r. wrapped around stretcher: [WCMA label],"Overall: 24 3/16 x 31 1/2 in. (61.5 x 80 cm)
frame: 34 1/4 x 41 3/4 in. (87 x 106 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=573,https://github.com/wcmaart/collection, 1615,1675,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
574,EL.83.13.24,Agfa Ansco 1842-1942: 100 Years of American Photographs,Agfa-Ansco,,,1942,1942,1942,,book,book,"On extended loan from Robert M. Dunn, Class of 1931
",,,https://get-thumb.herokuapp.com/getThumb.php?objectid=574,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
575,49.17.78,A Nickel Show,Thomas Nast,,,"April 30, 1889",1889,1889,1949,print,wood engraving on newsprint,Gift of Mabel Nast Crawford and Cyril Nast,in plate l.l.: Th:Nast./ 1889.,Overall: 10 7/16 x 6 13/16 in. (26.5 x 17.3 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=575,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
577,59.8.B,Blessed Francischus de Sena,Alvise Donato,,,16th century,1500,1599,1959,painting,tempera on panel,Gift of Mr. and Mrs. Edward W. Carter,u.c. in oil: B-FrancisHvs-De-Sena,frame: 22 7/16 x 14 9/16 in. (57 x 37 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=577,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
578,93.1.56.B,Stained glass fragment,Flemish?,,,17th century,1600,1699,1993,glass,stained glass,"Found in the collection and catalogued, 1993",,Overall: 1 11/16 x 13/16 in. (4.3 x 2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=578,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
