name,city,state,address,zip,website,category,public_private,district,lat,lon
TO'HAJIILEE DAY SCHOOL,TOHAJIILEE,NM,P.O. BOX 3438,87026,,OTHER,PUBLIC,TO'HAJIILEE DAY SCHOOL,35.099995,-107.11228
TOANO MIDDLE,TOANO,VA,7817 RICHMOND RD,23168,https://wjccschools.org/tms/,MIDDLE,PUBLIC,WILLIAMSBURG-JAMES CITY PUBLIC SCHOOLS,37.37656,-76.80079
TOBACCO ROAD ELEMENTARY SCHOOL,AUGUSTA,GA,2397 TOBACCO RD,30906,https://www.rcboe.org/tobaccoroad,ELEMENTARY,PUBLIC,RICHMOND COUNTY,33.375378,-82.056496
TOBE TURPEN ELEMENTARY,GALLUP,NM,3301 MANUELITO,87301,https://tue.gmcs.k12.nm.us/,ELEMENTARY,PUBLIC,GALLUP-MCKINLEY CTY SCHOOLS,35.513954,-108.836624
TOBEY ELEMENTARY SCHOOL,SCOTTS,MI,8551 LONG LAKE DR E,49088,https://www.vicksburg-community-schools.org,ELEMENTARY,PUBLIC,VICKSBURG COMMUNITY SCHOOLS,42.191723,-85.51656
TOBIAS EL,KYLE,TX,1005 E FM 150,78640,https://www.hayscisd.net,ELEMENTARY,PUBLIC,HAYS CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,29.97509,-97.86093
TOBIAS ELEMENTARY SCHOOL,ALOHA,OR,1065 SW 206TH AVE,97006,http://www.hsd.k12.or.us/schools/elementaryschools/lctobias.aspx,ELEMENTARY,PUBLIC,HILLSBORO SCHOOL DISTRICT 1J,45.512028,-122.89053
TOBINWORLD,GLENDALE,CA,920 E BROADWAY,91205,https://www.tobinworld.org/,K-12,PRIVATE,,34.146076,-118.243385
TOBY FARMS INTERMEDIATE SCHOOL,CHESTER TWP,PA,201 BRIDGEWATER ROAD,19045,https://www.chesteruplandsd.org/domain/11,MIDDLE,PUBLIC,CHESTER-UPLAND SCHOOL DISTRICT,39.858612,-75.391304
TOBY JOHNSON MIDDLE,ELK GROVE,CA,10099 FRANKLIN HIGH RD.,95757,http://tjms.egusd.net/,MIDDLE,PUBLIC,ELK GROVE UNIFIED,38.390965,-121.431885
TOBYHANNA EL CTR,POCONO PINES,PA,398 OLD ROUTE 940,18350,,ELEMENTARY,PUBLIC,POCONO MOUNTAIN SCHOOL DISTRICT,41.10474,-75.47734
TOCAH VYIRAH OF BORO PARK,BROOKLYN,NY,1348 53RD ST,11219,,ELEMENTARY,PRIVATE,,40.631847,-73.993355
TOCCOA ELEMENTARY SCHOOL,TOCCOA,GA,304 N POND ST,30577,https://toccoa.stephens.k12.ga.us,ELEMENTARY,PUBLIC,STEPHENS COUNTY,34.58159,-83.32782
TOCCOA FALLS COLLEGE,TOCCOA FALLS,GA,107 KINCAID DRIVE,30598,tfc.edu,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",,,34.59369,-83.35727
TODAY'S FRESH START CHARTER,LOS ANGELES,CA,4514 CRENSHAW BLVD.,90043,,K-12,PUBLIC,SBE - TODAY'S FRESH START CHARTER,34.002174,-118.330956
TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD,INGLEWOOD,CA,3405 W. IMPERIAL HWY.,90303,https://www.todaysfreshstart.org/,ELEMENTARY,PUBLIC,INGLEWOOD UNIFIED,33.93128,-118.33208
TODAY'S FRESH START-COMPTON,LOS ANGELES,CA,4476 CRENSHAW BLVD.,90043,http://www.todaysfreshstartcharterschool.org,ELEMENTARY,PUBLIC,COMPTON UNIFIED,34.00292,-118.330315
TODD  EARLY CHILDHOOD CENTER,AURORA,IL,100 OAK AVE,60506,,,PUBLIC,AURORA WEST USD 129,41.761932,-88.31953
TODD BEAMER HIGH SCHOOL,FEDERAL WAY,WA,35999 16TH AV S,98003,https://www.fwps.org/tbhs,HIGH,PUBLIC,FEDERAL WAY SCHOOL DISTRICT,47.27763,-122.31474
TODD COUNTY ACHIEVEMENT HIGH SCHOOL - 17,MISSION,SD,118 E DENVER DRIVE,57555,https://doe.sd.gov/ofm/school.aspx?districtnumber=66001&schoolsort=6600117,HIGH,PUBLIC,TODD COUNTY SCHOOL DISTRICT 66-1,43.30058,-100.6594
TODD COUNTY ACHIEVEMENT MIDDLE SCHOOL - 18,MISSION,SD,181 W DENVER ST,57555,,MIDDLE,PUBLIC,TODD COUNTY SCHOOL DISTRICT 66-1,43.30052,-100.65937
TODD COUNTY CENTRAL HIGH SCHOOL,ELKTON,KY,806 S MAIN ST,42220,https://tcchs.todd.kyschools.us/?PageName=bc&n=246656,HIGH,PUBLIC,TODD COUNTY,36.79777,-87.16145
TODD COUNTY ELEMENTARY - 16,MISSION,SD,27011 US HIGHWAY 83,57555,,ELEMENTARY,PUBLIC,TODD COUNTY SCHOOL DISTRICT 66-1,43.294456,-100.6555
TODD COUNTY HIGH SCHOOL - 01,MISSION,SD,118 E DENVER DR,57555,https://www.tcsdk12.org/,HIGH,PUBLIC,TODD COUNTY SCHOOL DISTRICT 66-1,43.300503,-100.65736
TODD COUNTY MIDDLE SCHOOL,ELKTON,KY,515 W MAIN ST,42220,https://tcms.todd.kyschools.us/,MIDDLE,PUBLIC,TODD COUNTY,36.809628,-87.16245
TODD COUNTY MIDDLE SCHOOL - 10,MISSION,SD,27000 US HWY 83,57555,https://tcms.todd.kyschools.us/,MIDDLE,PUBLIC,TODD COUNTY SCHOOL DISTRICT 66-1,43.298088,-100.654434
TODD EARLY CHILDHOOD CENTER,AURORA,IL,100 OAK AVE,60506,https://earlylearning.sd129.org/about-us/administration,PREKINDERGARTEN,PUBLIC,AURORA WEST USD 129,41.761898,-88.31956
TODD ELEMENTARY,BELOIT,WI,1621 OAKWOOD AVE,53511,http://beloitschools.net/todd,ELEMENTARY,PUBLIC,BELOIT SCHOOL DISTRICT,42.506565,-89.015564
TODD ELEMENTARY SCHOOL,BRIARCLIFF MANOR,NY,45 INGHAM RD,10510,https://www.briarcliffschools.org,ELEMENTARY,PUBLIC,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,41.147747,-73.81757
TODD GRANT ELEMENTARY SCHOOL,DARIEN,GA,1102 CA DEVILLARS RD,31305,https://tge.mcintosh.k12.ga.us/,ELEMENTARY,PUBLIC,MCINTOSH COUNTY,31.379364,-81.43527
TODD HALL ELEM SCHOOL,LINCOLNWOOD,IL,3925 W LUNT AVE,60712,https://www.sd74.org/page/2118,ELEMENTARY,PUBLIC,LINCOLNWOOD SCHOOL DISTRICT 74,42.00726,-87.72727
TODD LANE EL SCH,MONACA,PA,113 TODD LN,15061,https://www.centralvalleysd.org/toddlaneelementaryschool_home.aspx,ELEMENTARY,PUBLIC,CENTRAL VALLEY SCHOOL DISTRICT,40.664833,-80.29879
TODDLER LEARNING CENTER,OAK HARBOR,WA,950 SE REGATTA DR #101,98277,https://www.tlcwhidbey.org/,PREKINDERGARTEN,PUBLIC,COUPEVILLE SCHOOL DISTRICT,48.290558,-122.63528
TODDLER TECH UNIVERSITY,LOS ANGELES,CA,7861 S NORMANDIE AVE,90044,,ELEMENTARY,PRIVATE,,33.967625,-118.30051
TODDY THOMAS ELEMENTARY,FORTUNA,CA,2800 THOMAS ST.,95540,,MIDDLE,PUBLIC,VICTORIA,40.568466,-124.13659
TODDY THOMAS MIDDLE,FORTUNA,CA,2800 THOMAS ST.,95540,https://tts-fesd-ca.schoolloop.com/,,PUBLIC,FORTUNA ELEMENTARY,40.56907,-124.13798
TOGETHER 4 KIDS SCHOOL,COTTAGE GROVE,WI,900 N PARKVIEW ST,53527,https://www.mononagrove.org,PREKINDERGARTEN,PUBLIC,MONONA GROVE SCHOOL DISTRICT,43.061638,-89.339584
TOGIAK SCHOOL,TOGIAK,AK,50 TOGIAK SCHOOL AN,99678,,OTHER,PUBLIC,GREAT WESTERN ACADEMY,59.055843,-160.42525
TOHAALI' COMMUNITY SCHOOL,NEWCOMB,NM,P.O. BOX 9857,87455,https://www.bie.edu/schools/directory/tohaali-community-school,ELEMENTARY,PUBLIC,TOHAALI' COMMUNITY SCHOOL,36.240128,-108.88871
TOHATCHI ELEMENTARY,TOHATCHI,NM,CHUSKA RD,87325,https://the.gmcs.k12.nm.us/,ELEMENTARY,PUBLIC,GALLUP-MCKINLEY CTY SCHOOLS,35.85865,-108.75468
TOHATCHI HIGH,TOHATCHI,NM,COUGAR LANE N 491,87325,https://toh.gmcs.k12.nm.us/,HIGH,PUBLIC,GALLUP-MCKINLEY CTY SCHOOLS,35.85942,-108.75208
TOHATCHI MIDDLE,TOHATCHI,NM,MID SCHOOL LANE,87325,https://tom.gmcs.k12.nm.us/,MIDDLE,PUBLIC,GALLUP-MCKINLEY CTY SCHOOLS,35.85921,-108.754944
TOHICKON MS,DOYLESTOWN,PA,5051 OLD EASTON ROAD,18902,,MIDDLE,PUBLIC,CENTRAL BUCKS SCHOOL DISTRICT,40.36201,-75.13152
TOHICKON VALLEY EL SCH,QUAKERTOWN,PA,2360 OLD BETHLEHEM PIKE NORTH,18951,https://www.qcsd.org/news/q_c_s_d_news_archives/elementary_school_archives/tohickon_valley_elementary_school,ELEMENTARY,PUBLIC,QUAKERTOWN COMMUNITY SCHOOL DISTRICT,40.451656,-75.38184
TOHONO O'ODHAM COMMUNITY COLLEGE,SELLS,AZ,"HIGHWAY 86, MILE POST 125.5",85634,www.tocc.edu,JUNIOR COLLEGES,,,31.989824,-111.71542
TOHONO O`ODHAM HIGH SCHOOL,SELLS,AZ,HC01 BOX 8513,85634,https://www.bie.edu/schools/directory/tohono-oodham-high-school,HIGH,PUBLIC,TOHONO O'ODHAM HIGH SCHOOL,32.186623,-112.40677
TOISNOT MIDDLE,WILSON,NC,1301 CORBETT AVE N,27893,http://www.wilson.k12.nc.us,MIDDLE,PUBLIC,WILSON COUNTY SCHOOLS,35.744164,-77.91067
TOK SCHOOL,TOK,AK,249 JON SUMMAR WAY,99780,http://agsd.us/schools/tokschool/,OTHER,PUBLIC,ALASKA GATEWAY SCHOOL DISTRICT,63.327393,-142.97922
TOKAY COLONY ELEMENTARY,LODI,CA,13520 EAST LIVE OAK RD.,95240,,K-12,PUBLIC,LODI UNIFIED,38.080482,-121.1495
TOKAY ELEMENTARY,FONTANA,CA,7846 TOKAY AVE.,92336,https://www.fusd.net,ELEMENTARY,PUBLIC,FONTANA UNIFIED,34.11091,-117.45646
TOKAY HIGH,LODI,CA,1111 W. CENTURY BLVD.,95240,https://tokay.lodiusd.net/,HIGH,PUBLIC,LODI UNIFIED,38.10975,-121.28594
TOKEN SPRINGS ELEMENTARY,SUN PRAIRIE,WI,1435 N THOMPSON RD,53590,https://www.sunprairie.k12.wi.us,,PUBLIC,SUN PRAIRIE AREA SCHOOL DISTRICT,43.203655,-89.24949
TOKENEKE ELEMENTARY SCHOOL,DARIEN,CT,7 OLD FARM RD.,06820,http://www.darienps.org/tokeneke/,ELEMENTARY,PUBLIC,NORTH VALLEY ACADEMY CHARTER,41.07295,-73.45832
TOKI MIDDLE,MADISON,WI,5606 RUSSETT RD,53711,https://www.madison.k12.wi.us,MIDDLE,PUBLIC,MADISON METROPOLITAN SCHOOL DISTRICT,43.033665,-89.47508
TOLAND WAY ELEMENTARY,LOS ANGELES,CA,4545 TOLAND WAY,90041,http://www.toland-lausd-ca.schoolloop.com,ELEMENTARY,PUBLIC,PUYALLUP SCHOOL DISTRICT,34.121265,-118.21725
TOLAR EL,TOLAR,TX,300 HILL CITY HWY,76476,https://www.tolarisd.org/domain/11,ELEMENTARY,PUBLIC,TOLAR INDEPENDENT SCHOOL DISTRICT,32.387093,-97.914795
TOLAR H S,TOLAR,TX,301 ROCK CHURCH HWY,76476,https://www.tolarisd.org,HIGH,PUBLIC,TOLAR INDEPENDENT SCHOOL DISTRICT,32.381996,-97.93195
TOLAR J H,TOLAR,TX,401 E 7TH ST,76476,https://www.tolarisd.org,MIDDLE,PUBLIC,TOLAR INDEPENDENT SCHOOL DISTRICT,32.38711,-97.91606
TOLATR ACADEMY,PITTSBURGH,PA,1112 N NEGLEY AVE,15206,,K-12,PRIVATE,,40.475716,-79.9241
TOLBERT ELEMENTARY SCHOOL,RESACA,GA,1435 HALL MEMORIAL RD NW,30735,https://www.gcbe.org/domain/11,ELEMENTARY,PUBLIC,GORDON COUNTY,34.56974,-84.969925
TOLEDO ACADEMY OF BEAUTY CULTURE-EAST,OREGON,OH,3341 NAVARRE AVE.,43616,toledoacademyofbeauty.com,COSMETOLOGY AND BARBER SCHOOLS,,,41.63828,-83.46955
TOLEDO BLADE ELEMENTARY SCHOOL,NORTH PORT,FL,1201 GERANIUM AVE,34288,https://www.sarasotacountyschools.net/toledoblade,ELEMENTARY,PUBLIC,SARASOTA,27.066452,-82.14796
TOLEDO CHRISTIAN SCHOOLS,TOLEDO,OH,2303 BROOKFORD DR,43614,,K-12,PRIVATE,,41.600216,-83.60035
TOLEDO EARLY COLLEGE HIGH SCHOOL,TOLEDO,OH,2225 NEBRASKA AVE,43607,https://www.tps.org,HIGH,PUBLIC,TOLEDO CITY,41.642994,-83.59563
TOLEDO ELEMENTARY SCHOOL,TOLEDO,OR,600 SE STURDEVANT RD,97391,http://lincoln.k12.or.us/schools/toledo_elem,ELEMENTARY,PUBLIC,LINCOLN COUNTY SCHOOL DISTRICT,44.61757,-123.9203
TOLEDO ELEMENTARY SCHOOL,TOLEDO,WA,311 S 6TH ST,98591,https://toledoschools.us/toledo-elementary-school.html,ELEMENTARY,PUBLIC,TOLEDO SCHOOL DISTRICT,46.438816,-122.8528
TOLEDO HIGH SCHOOL,TOLEDO,WA,1242 STATE ROUTE 505,98591,https://toledoschools.us/toledo-high-school.html,HIGH,PUBLIC,TOLEDO SCHOOL DISTRICT,46.44889,-122.84732
TOLEDO JR. HIGH,TOLEDO,OR,600 SE STURDEVANT RD,97391,https://tohs.lincoln.k12.or.us/,MIDDLE,PUBLIC,LINCOLN COUNTY SCHOOL DISTRICT,44.61746,-123.92025
TOLEDO JUNIOR ACADEMY,TOLEDO,OH,4909 W SYLVANIA AVE,43623,,ELEMENTARY,PRIVATE,,41.69104,-83.659645
TOLEDO MIDDLE SCHOOL,TOLEDO,WA,155 N 5TH ST,98591,https://toledoschools.us/toledo-middle-school.html,MIDDLE,PUBLIC,TOLEDO SCHOOL DISTRICT,46.440712,-122.84974
TOLEDO PREPARATORY AND FITNESS ACADEMY,TOLEDO,OH,3001 HILL AVE,43607,https://www.performanceacademies.com/ohio-schools/toledo/,ELEMENTARY,PUBLIC,TOLEDO PREPARATORY AND FITNESS ACADEMY,41.637222,-83.6136
TOLEDO PUBLIC SCHOOLS ADULT AND CONTINUING EDUCATION,TOLEDO,OH,3281 UPTON AVENUE,43613,www.tps.org,OTHER TECHNICAL AND TRADE SCHOOLS,,,41.682217,-83.59104
TOLEDO SCHOOL FOR THE ARTS,TOLEDO,OH,333 14TH ST,43604,http://www.ts4arts.org,HIGH,PUBLIC,TOLEDO SCHOOL FOR THE ARTS,41.656548,-83.54346
TOLEDO SENIOR HIGH SCHOOL,TOLEDO,OR,1800 NE STURDEVANT RD,97391,http://www.lincoln.k12.or.us/schools/toledo_high/index.php,HIGH,PUBLIC,LINCOLN COUNTY SCHOOL DISTRICT,44.6336,-123.9219
TOLEDO SMART ELEMENTARY SCHOOL,TOLEDO,OH,1850 AIRPORT HWY,43609,http://http:/www.toledosmart.org,ELEMENTARY,PUBLIC,REGION 6 AND 8-SW/WC SERVICE COOPERATIVE,41.63411,-83.589516
TOLEDO TECHNOLOGY ACADEMY HIGH SCHOOL,TOLEDO,OH,3301 UPTON AVE,43613,http://www.toledotechnologyacademy.org/,HIGH,PUBLIC,TOLEDO CITY,41.682228,-83.59084
TOLENAS ACADEMY OF MUSIC AND MEDIA,FAIRFIELD,CA,4500 TOLENAS RD.,94533,www.fsusd.org,K-12,PUBLIC,FAIRFIELD-SUISUN UNIFIED,38.261116,-121.9982
TOLENAS ELEMENTARY,FAIRFIELD,CA,4500 TOLENAS RD.,94533,https://www.fsusd.org,ELEMENTARY,PUBLIC,FAIRFIELD-SUISUN UNIFIED,38.262413,-121.99741
TOLER EL,GARLAND,TX,3520 GUTHRIE RD,75043,https://www.garlandisd.net/toler,ELEMENTARY,PUBLIC,GARLAND INDEPENDENT SCHOOL DISTRICT,32.838467,-96.577896
TOLER ELEMENTARY,SAN DIEGO,CA,3350 BAKER ST.,92117,http://www.sandi.net/toler,ELEMENTARY,PUBLIC,SAN DIEGO UNIFIED,32.80149,-117.21029
TOLER HEIGHTS ELEMENTARY,OAKLAND,CA,9736 LAWLOR ST.,94605,,ELEMENTARY,PUBLIC,OAKLAND UNIFIED,37.751354,-122.157
TOLIVER ELEMENTARY,OAKLAND,CA,1651 ADELINE ST.,94607,,,PUBLIC,OAKLAND UNIFIED,37.81242,-122.28701
TOLIVER ELEMENTARY SCHOOL,DANVILLE,KY,209 N. MAPLE AVE.,40422,https://www.danvilleschools.net/3/home,ELEMENTARY,PUBLIC,DANVILLE INDEPENDENT,37.64782,-84.78364
TOLL GATE ELEMENTARY,PICKERINGTON,OH,12183 TOLLGATE RD,43147,https://www.pickerington.k12.oh.us,ELEMENTARY,PUBLIC,PICKERINGTON LOCAL,39.909595,-82.71046
TOLL GATE GRAMMAR SCHOOL,PENNINGTON,NJ,275 SO MAIN STREET,08534,https://tgg.hvrsd.org/,ELEMENTARY,PUBLIC,HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,40.320885,-74.78966
TOLL GATE HIGH SCHOOL,WARWICK,RI,575 CENTERVILLE ROAD,02886,,HIGH,PUBLIC,WARWICK,41.70326,-71.48597
TOLL GATE MIDDLE SCHOOL,PICKERINGTON,OH,12089 TOLLGATE RD,43147,https://www.pickerington.k12.oh.us,MIDDLE,PUBLIC,PICKERINGTON LOCAL,39.908085,-82.71176
TOLLAND HIGH SCHOOL,TOLLAND,CT,1 EAGLE HILL,06084,http://www.ths.tolland.k12.ct.us,HIGH,PUBLIC,TOLLAND SCHOOL DISTRICT,41.87187,-72.33966
TOLLAND INTERMEDIATE SCHOOL,TOLLAND,CT,96 OLD POST RD,06084,http://www.tis.tolland.k12.ct.us,ELEMENTARY,PUBLIC,TOLLAND SCHOOL DISTRICT,41.869835,-72.37128
TOLLAND MIDDLE SCHOOL,TOLLAND,CT,1 FALCON WAY,06084,http://www.tms.tolland.k12.ct.us,MIDDLE,PUBLIC,TOLLAND SCHOOL DISTRICT,41.87201,-72.349365
TOLLES CAREER & TECHNICAL CENTER,PLAIN CITY,OH,7877 US HIGHWAY 42 S,43064,https://www.tollestech.com/tollescareertechnicalcenter_home.aspx,HIGH,PUBLIC,TOLLES CAREER & TECHNICAL CENTER,40.054577,-83.29112
TOLLESBORO ELEMENTARY SCHOOL,TOLLESBORO,KY,2431 W. KY 10,41189,https://www.lewis.kyschools.us/tollesboroelementaryschool_home.aspx,ELEMENTARY,PUBLIC,LEWIS COUNTY,38.558952,-83.55655
TOLLESON #206,TOLLESON,AZ,9801 WEST VAN BUREN STREET,85353,,HIGH,PUBLIC,TOLLESON UNION HIGH SCHOOL DISTRICT,33.449406,-112.26521
TOLLESON ELEMENTARY SCHOOL,JACKSONVILLE,AR,601 HARRIS RD,72076,http://jnpsd.org,ELEMENTARY,PUBLIC,,34.8799,-92.15709
TOLLESON UNION HIGH SCHOOL,TOLLESON,AZ,9419 WEST VAN BUREN,85353,https://www.tuhsd.org/,HIGH,PUBLIC,TOLLESON UNION HIGH SCHOOL DISTRICT,33.44887,-112.26397
TOLLGATE ELEMENTARY SCHOOL OF EXPEDITIONARY LEARNI,AURORA,CO,701 SOUTH KALISPELL WAY,80017,https://tollgate.aurorak12.org,ELEMENTARY,PUBLIC,SHERIDAN SCHOOL DISTRICT 48J,39.70258,-104.8022
TOLMAN SCHOOL,BOUNTIFUL,UT,300 E 1200 N,84010,http://www.davis.k12.ut.us/schools/tolman/,ELEMENTARY,PUBLIC,DAVIS DISTRICT,40.901146,-111.87544
TOLSIA HIGH SCHOOL,FORT GAY,WV,#1 REBEL DRIVE,25514,,HIGH,PUBLIC,WAYNE COUNTY SCHOOLS,38.0007,-82.500015
TOLSON ELEMENTARY SCHOOL,TUCSON,AZ,1000 S. GREASEWOOD,85745,http://edweb.tusd1.org/tolson/index.htm,ELEMENTARY,PUBLIC,TUCSON UNIFIED DISTRICT,32.21028,-111.02083
TOLT MIDDLE SCHOOL,CARNATION,WA,3740 TOLT AVE,98014,http://www.tms.riverview.wednet.edu/,MIDDLE,PUBLIC,RIVERVIEW SCHOOL DISTRICT,47.642395,-121.91401
TOLTEC ELEMENTARY SCHOOL,ELOY,AZ,3315 N. TOLTEC RD.,85231,http://www.toltec.k12.az.us/page/1,OTHER,PUBLIC,TOLTEC ELEMENTARY DISTRICT,32.783882,-111.61979
TOLTECALI HIGH SCHOOL,TUCSON,AZ,251 W. IRVINGTON RD,85714,https://cplc.org,HIGH,PUBLIC,CPLC COMMUNITY SCHOOLS DBA TOLTECALLI HIGH SCHOOL,32.16294,-110.972534
TOLUCA 'CROSSROADS' SCHOOL PRESCHOOL & KINDERGARTE,NORTH HOLLYWOOD,CA,4814 CAHUENGA BLVD,91601,https://www.tolucacrossroads.com/,ELEMENTARY,PRIVATE,,34.157017,-118.36175
TOLUCA LAKE ELEMENTARY,NORTH HOLLYWOOD,CA,4840 CAHUENGA BLVD.,91601,http://www.toluca.weebly.com,ELEMENTARY,PUBLIC,NEW YORK CITY GEOGRAPHIC DISTRICT #11,34.159286,-118.36123
TOM AND NITA NICHOLS MIDDLE,BURLESON,TX,2845 FM 731,76028,https://www.joshuaisd.org/domain/1595,MIDDLE,PUBLIC,JOSHUA INDEPENDENT SCHOOL DISTRICT,32.480774,-97.337875
TOM BEAN EL,TOM BEAN,TX,105 EUBANKS,75489,https://www.tbisd.org/domain/23,ELEMENTARY,PUBLIC,TOM BEAN INDEPENDENT SCHOOL DISTRICT,33.519554,-96.47987
TOM BEAN H S,TOM BEAN,TX,7719 STATE HWY 11,75489,,HIGH,PUBLIC,TOM BEAN INDEPENDENT SCHOOL DISTRICT,33.527565,-96.49788
TOM BEAN MIDDLE,TOM BEAN,TX,289 FRANKLIN RD,75489,https://www.tbisd.org/domain/24,MIDDLE,PUBLIC,TOM BEAN INDEPENDENT SCHOOL DISTRICT,33.528526,-96.497116
TOM BRADLEY GLOBAL AWARENESS MAGNET,LOS ANGELES,CA,3875 DUBLIN AVE.,90008,http://www.tombradleyglobal.org,ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,34.015133,-118.32259
TOM C GOOCH EL,DALLAS,TX,4030 CALCULUS RD,75244,https://www.dallasisd.org/gooch,ELEMENTARY,PUBLIC,DALLAS INDEPENDENT SCHOOL DISTRICT,32.917023,-96.84507
TOM GREEN EL,BUDA,TX,1301 OLD GOFORTH RD,78610,https://www.hayscisd.net,ELEMENTARY,PUBLIC,HAYS CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,30.063929,-97.81871
TOM HAWKINS ELEMENTARY,TRACY,CA,475 DARLENE LN.,95377,https://www.jeffersonschooldistrict.com/hawkins,ELEMENTARY,PUBLIC,JEFFERSON ELEMENTARY,37.705196,-121.41874
TOM HICKS EL,FRISCO,TX,3651 COMPASS DR,75034,https://www.lisd.net/hicks,ELEMENTARY,PUBLIC,LEWISVILLE INDEPENDENT SCHOOL DISTRICT,33.109783,-96.846214
TOM JOY ELEMENTARY,NASHVILLE,TN,2201 JONES AVE,37207,https://schools.mnps.org/tom-joy-elementary-school,ELEMENTARY,PUBLIC,DAVIDSON COUNTY,36.208664,-86.75578
TOM KITAYAMA ELEMENTARY,UNION CITY,CA,1959 SUNSPRITE DR.,94587,https://kit.mynhusd.org/,ELEMENTARY,PUBLIC,NEW HAVEN UNIFIED,37.59864,-122.05027
TOM LEA JR EL,EL PASO,TX,4851 MARCUS URBINE DR,79934,http://tomlea.episd.org,ELEMENTARY,PUBLIC,EL PASO INDEPENDENT SCHOOL DISTRICT,31.936514,-106.43005
TOM MALONEY ELEMENTARY,FREMONT,CA,38700 LOGAN DR.,94536,https://maloney-fusd-ca.schoolloop.com/,ELEMENTARY,PUBLIC,DEPARTMENT OF CORRECTIONS,37.545963,-121.99797
TOM MATSUMOTO ELEMENTARY,SAN JOSE,CA,4121 MACKIN WOODS LN.,95135,https://matsumoto.eesd.org/,ELEMENTARY,PUBLIC,EVERGREEN ELEMENTARY,37.31181,-121.76616
TOM MCCALL ELEMENTARY SCHOOL,REDMOND,OR,1200 NW UPAS AVE,97756,https://mccall.redmond.k12.or.us,ELEMENTARY,PUBLIC,REDMOND SCHOOL DISTRICT 2J,44.304714,-121.18145
TOM MCCALL UPPER ELEMENTARY,FOREST GROVE,OR,1341 PACIFIC AVE,97116,http://www.tmues.fgsd.k12.or.us/pages/_tom_mccall_upper_es,MIDDLE,PUBLIC,FOREST GROVE SCHOOL DISTRICT 15,45.521893,-123.12562
TOM P HANEY TECHNICAL CENTER,PANAMA CITY,FL,3016 HWY 77 N,32405,www.bayschools.com/htc,COSMETOLOGY AND BARBER SCHOOLS,,,30.203325,-85.64654
TOM P. HANEY TECHNICAL CENTER,PANAMA CITY,FL,3016 HIGHWAY 77,32405,https://www.bay.k12.fl.us/,HIGH,PUBLIC,BAY,30.203424,-85.64663
TOM R ELLISOR EL,MAGNOLIA,TX,33040 EGYPT LN,77354,https://ees.magnoliaisd.org,ELEMENTARY,PUBLIC,MAGNOLIA INDEPENDENT SCHOOL DISTRICT,30.21783,-95.561165
TOM W FIELD EL,DALLAS,TX,2151 ROYAL LN,75229,http://www.dallasisd.org/field,ELEMENTARY,PUBLIC,DALLAS INDEPENDENT SCHOOL DISTRICT,32.896088,-96.905945
TOM WILLIAMS ELEMENTARY SCHOOL,NORTH LAS VEGAS,NV,3000 E. TONOPAH AVE.,89030,https://www.tomwilliamselementary.com/,ELEMENTARY,PUBLIC,CLARK COUNTY SCHOOL DISTRICT,36.192547,-115.10578
TOM WILSON EL,KATY,TX,5200 FALCON LANDING BLVD,77494,https://www.katyisd.org/campus/twe/,ELEMENTARY,PUBLIC,KATY INDEPENDENT SCHOOL DISTRICT,29.78067,-95.831215
TOMAH AREA MONTESSORI SCHOOL,TOMAH,WI,1720 ACADEMY AVE,54660,http://www.tomah.k12.wi.us,ELEMENTARY,PUBLIC,TOMAH AREA SCHOOL DISTRICT,43.969704,-90.46891
TOMAH BAPTIST ACADEMY,TOMAH,WI,1701 HOLLISTER AVE,54660,,K-12,PRIVATE,,43.97106,-90.510086
TOMAH HIGH,TOMAH,WI,901 LINCOLN AVE,54660,http://www.tomah.k12.wi.us,HIGH,PUBLIC,TOMAH AREA SCHOOL DISTRICT,43.97825,-90.51344
TOMAH MIDDLE,TOMAH,WI,612 HOLLISTER AVE,54660,http://www.tomah.k12.wi.us,MIDDLE,PUBLIC,TOMAH AREA SCHOOL DISTRICT,43.981194,-90.50835
TOMAHAWK CREEK MIDDLE,MIDLOTHIAN,VA,1600 LEARNING PLACE LOOP,23114,https://mychesterfieldschools.com/tcms/,MIDDLE,PUBLIC,CHESTERFIELD COUNTY PUBLIC SCHOOLS,37.466858,-77.66964
TOMAHAWK ELEM,OLATHE,KS,13820 S BROUGHAM DR,66062,http://schools.olatheschools.com/tomahawk/,ELEMENTARY,PUBLIC,OLATHE,38.877296,-94.77011
TOMAHAWK ELEM,SHAWNEE MISSION,KS,6301 W 78TH ST,66204,http://www.smsd.org/schools/tomahawk/,ELEMENTARY,PUBLIC,SHAWNEE MISSION PUB SCH,38.986988,-94.65946
TOMAHAWK ELEMENTARY,LYNCHBURG,VA,155 BEE DRIVE,24502,http://tes.campbell.k12.va.us/,ELEMENTARY,PUBLIC,CAMPBELL COUNTY PUBLIC SCHOOLS,37.34385,-79.237366
