Standard Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibra Hospital of Southeastern Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prices Effective July 1, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item/Service/Service Package Description,CPT/HCPCS Code,DRG/CMG,NDC,Other Accounting/ Revenue Codes,Rx Charge Quantity,Inpatient Default Gross Charge,Outpatient Default Gross Charge,Discounted Cash Price,De-identified Minimum Negotiated Payer Specific Charge,De-identified Maximum Negotiated Payer Specific Charge,ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 744,"ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 
Auto 759/ WC 34","ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 
MR  884",Aetna  720,Aetna Medicare Advantage,Affinity Hospice,AHLIC PPO MR  962 (Aetna),BC/BS of Michigan 600,BC/BS of Michigan 600,"Beaumont Health
Formerly OAKWOOD ACO 314",Blue Care Network Michigan   230,Blue Care Network of Michigan Medicare Adv  712,Cofinity/PPOM   500,Consumers Mutual Ins of MI,DMC CARE  747,Ethix 711,Fidelis Secure Med Adv 961,Fidelis Securecare DR 960,Trusted Health Plan (formerly Harbor Health Choice) 734,Trusted Health Plan (formerly Harbor Health Advantage) MR 982,Health Alliance Plan 725 (PHP),Health Alliance Medicare Senior Plus and Medicare PPO,Health Payors Organization  717,HealthPlus of Michigan (HPM) MR,Humana-Choice Care 718,Integrated Health Plan 712,MEDICAID - STATE OF MICHIGAN  171,MEDICAID - STATE OF MICHIGAN  171,MEDICAID - STATE OF MICHIGAN  171,Medicare,MediNcrease,MediNcrease WC,Paradigm Specialty Network (Formerly AdvaNet) WC,"Wellcare DR (previously Meridian Health Plan DR)
*Only Name change*
","Wellcare MR ( Previously Meridian Health Plan MR)
* Only Name change*","Wellcare Health Plan (Previously Meridian Health Plan)
*Name change only*","Wellcare Health Plan MICHILD (Previously Meridian Health Plan MICHILD)
*Name change only*",Midwest Health Plan,Molina MR,Molina DR,Molina Marketplace,"Multiplan Primary 
Network - PHCS, PHCS Savility, HealthEOS Network
 715","Multiplan Complimentary 737
Multiplan, Value point
 737","Multiplan WC 54
Multiplan, Value Point
 617","Multiplan Auto 618
Multiplan, Value Point
 618",National Providers Network (NPN) 719,Preferred Hlth 750,Priority Health Choice,Priority Health Choice,Priority Health Choice MR,"Provider Network of America
Wrap/TPA",Three Rivers Hospital Network,Tricare East -Humana Government Business,Tricare East -Humana Government Business,"Total Healthcare Comm 319, Medicare Adv 727","Total Healthcare Comm 319, Medicare Adv 727",Total Healthcare DR 231,Total Healthcare DR 231,UHC Community Commercial 318,UHC Community MME 905,UHC Community MR 710,UHC Community MR 710,UHC Community DR 904,"VA Administration
(Not contracted)",VA Community Care Network (VA CCN)
PROZAC 20MG PULVULE,,,55150011620,250,GM        ,9.9,,,0,9.41,8,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,8,,,,,,,7,,,7,,,,,9,,,,,,,,,,,,6,,,7,,,,,8,8,8,100% LTAH PPS,,,,,,,,,,5,
PSEUDOEPHEDRINE 30MG,,,338002304,250,          ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
PSEUDOEPHEDRINE 60MG,,,68382054507,250,MG/ML     ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
TRIPROLIDINE/P-EPHED,,,64679096101,250,MG        ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
PULMOZYME 2.5MG/2.5M,,,,250,,551.6,,,0,524.02,441,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,441,,,,,,,386,,,414,,,,,496,,,,,,,,,,,,331,,,386,,,,,441,441,441,100% LTAH PPS,,,,,,,,,,266,
PYRAZINAMIDE 500MG T,,,68001025604,250,MG        ,25.95,,,0,24.65,21,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,21,,,,,,,18,,,19,,,,,23,,,,,,,,,,,,16,,,18,,,,,21,21,21,100% LTAH PPS,,,,,,,,,,13,
PYRIDIUM 100MG TABLE,,,61958100301,250,MG        ,10.75,,,0,10.21,9,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,9,,,,,,,8,,,8,,,,,10,,,,,,,,,,,,6,,,8,,,,,9,9,9,100% LTAH PPS,,,,,,,,,,5,
PYRIDIUM 200MG TABLE,,,XXXXXXX0059,250,ML        ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
PYRIDOSTIGMINE 60MG,,,186077760,250,          ,5.1,,,0,4.85,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
PYRIDOXINE 50MG TABL,,,51079037920,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
PYRIDOXINE 100MG TAB,,,,250,,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
SEROQUEL 25MG TABLET,,,32122401,250,UNIT      ,8.65,,,0,8.22,7,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,7,,,,,,,6,,,6,,,,,8,,,,,,,,,,,,5,,,6,,,,,7,7,7,100% LTAH PPS,,,,,,,,,,4,
SEROQUEL 100MG TABLE,,,60687043701,250,MG        ,14.9,,,0,14.16,12,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,12,,,,,,,10,,,11,,,,,13,,,,,,,,,,,,9,,,10,,,,,12,12,12,100% LTAH PPS,,,,,,,,,,7,
SEROQUEL 200MG TABLE,,,597013560,250,MG        ,27.25,,,0,25.89,22,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,22,,,,,,,19,,,20,,,,,25,,,,,,,,,,,,16,,,19,,,,,22,22,22,100% LTAH PPS,,,,,,,,,,13,
NEPRO 1000ML TF,,,597014954,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
QUININE SULFATE 260M,,,63323049405,250,MG/ML     ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
RAZADYNE 12MG TABLET,,,36000004724,250,MG/100ML  ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
RELAFEN 500MG TABLET,,,143978410,250,MG/5ML    ,6,,,0,5.7,5,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,5,,,,,,,4,,,5,,,,,5,,,,,,,,,,,,4,,,4,,,,,5,5,5,100% LTAH PPS,,,,,,,,,,3,
RELAFEN 750MG TABLET,,,472017956,250,          ,76.9,,,0,73.06,62,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,62,,,,,,,54,,,58,,,,,69,,,,,,,,,,,,46,,,54,,,,,62,62,62,100% LTAH PPS,,,,,,,,,,37,
REMINYL 4MG TABLET,,,63323004401,250,MCG/ML    ,14,,,0,13.3,11,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,11,,,,,,,10,,,11,,,,,13,,,,,,,,,,,,8,,,10,,,,,11,11,11,100% LTAH PPS,,,,,,,,,,7,
REMINYL 8MG TABLET,,,17478071110,250,%         ,15,,,0,14.25,12,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,12,,,,,,,11,,,11,,,,,14,,,,,,,,,,,,9,,,11,,,,,12,12,12,100% LTAH PPS,,,,,,,,,,7,
RENACIDIN IRRIGATION,,,409372001,250,GM        ,124,,,0,117.8,99,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,99,,,,,,,87,,,93,,,,,112,,,,,,,,,,,,74,,,87,,,,,99,99,99,100% LTAH PPS,,,,,,,,,,60,
RENAGEL 800MG TABLET,,,50268014515,250,MG        ,33.85,,,0,32.16,27,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,27,,,,,,,24,,,25,,,,,30,,,,,,,,,,,,20,,,24,,,,,27,27,27,100% LTAH PPS,,,,,,,,,,16,
REQUIP 0.25MG TABLET,,,50383093093,250,MG        ,10,,,0,9.5,8,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,8,,,,,,,7,,,8,,,,,9,,,,,,,,,,,,6,,,7,,,,,8,8,8,100% LTAH PPS,,,,,,,,,,5,
REQUIP 0.5MG TABLET,,,42195055014,250,%         ,10,,,0,9.5,8,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,8,,,,,,,7,,,8,,,,,9,,,,,,,,,,,,6,,,7,,,,,8,8,8,100% LTAH PPS,,,,,,,,,,5,
REQUIP 1MG TABLET,,,713025237,250,%         ,10.05,,,0,9.55,8,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,8,,,,,,,7,,,8,,,,,9,,,,,,,,,,,,6,,,7,,,,,8,8,8,100% LTAH PPS,,,,,,,,,,5,
REQUIP TAB 3MG 100,,,65143141,250,%         ,10.4,,,0,9.88,8,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,8,,,,,,,7,,,8,,,,,9,,,,,,,,,,,,6,,,7,,,,,8,8,8,100% LTAH PPS,,,,,,,,,,5,
AMIODARONE 150MG INJ,,,17478054005,250,MG/5ML    ,17.4,,,0,16.53,14,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,14,,,,,,,12,,,13,,,,,16,,,,,,,,,,,,10,,,12,,,,,14,14,14,100% LTAH PPS,,,,,,,,,,8,
ARANESP 60MCG INJ,,,,250,,542.05,,,0,514.95,434,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,434,,,,,,,379,,,407,,,,,488,,,,,,,,,,,,325,,,379,,,,,434,434,434,100% LTAH PPS,,,,,,,,,,262,
RESOURCE LIQUID,,,597003937,250,MG        ,2.65,,,0,2.52,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,2,,,2,,,,,2,,,,,,,,,,,,2,,,2,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
RETIN-A 0.01% GEL,,,597004137,250,MG        ,176,,,0,167.2,141,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,141,,,,,,,123,,,132,,,,,158,,,,,,,,,,,,106,,,123,,,,,141,141,141,100% LTAH PPS,,,,,,,,,,85,
RETIN-A 0.025% CREAM,,,64764011907,250,MG        ,221,,,0,209.95,177,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,177,,,,,,,155,,,166,,,,,199,,,,,,,,,,,,133,,,155,,,,,177,177,177,100% LTAH PPS,,,,,,,,,,107,
RETIN-A 0.05% CREAM,,,409672923,250,          ,248,,,0,235.6,198,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,198,,,,,,,174,,,186,,,,,223,,,,,,,,,,,,149,,,174,,,,,198,198,198,100% LTAH PPS,,,,,,,,,,120,
RETIN-A 0.05% LIQUID,,,67457018200,250,MG/10ML   ,285,,,0,270.75,228,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,228,,,,,,,200,,,214,,,,,257,,,,,,,,,,,,171,,,200,,,,,228,228,228,100% LTAH PPS,,,,,,,,,,138,
RETIN-A 0.1% CREAM,,,904782236,250,%         ,271,,,0,257.45,217,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,217,,,,,,,190,,,203,,,,,244,,,,,,,,,,,,163,,,190,,,,,217,217,217,100% LTAH PPS,,,,,,,,,,131,
RETROVIR 100MG CAPSU,,,68001025204,250,MG        ,9.05,,,0,8.6,7,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,7,,,,,,,6,,,7,,,,,8,,,,,,,,,,,,5,,,6,,,,,7,7,7,100% LTAH PPS,,,,,,,,,,4,
RIFADIN 300MG CAPSUL,,,24338012213,250,MG        ,8.05,,,0,7.65,6,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,6,,,,,,,6,,,6,,,,,7,,,,,,,,,,,,5,,,6,,,,,6,6,6,100% LTAH PPS,,,,,,,,,,4,
RIFAMPIN 450MG/100ML,,,,250,,312,,,0,296.4,250,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,250,,,,,,,218,,,234,,,,,281,,,,,,,,,,,,187,,,218,,,,,250,250,250,100% LTAH PPS,,,,,,,,,,151,
RILUTEK 50MG TABLET,,,409259605,250,MG/10ML   ,149.3,,,0,141.84,119,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,119,,,,,,,105,,,112,,,,,134,,,,,,,,,,,,90,,,105,,,,,119,119,119,100% LTAH PPS,,,,,,,,,,72,
RISPERDAL 0.5MG TAB,,,456321063,250,MG        ,15.65,,,0,14.87,13,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,13,,,,,,,11,,,12,,,,,14,,,,,,,,,,,,9,,,11,,,,,13,13,13,100% LTAH PPS,,,,,,,,,,8,
RISPERDAL 1MG TABLET,,,338041102,250,MG/ML-%   ,16.4,,,0,15.58,13,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,13,,,,,,,11,,,12,,,,,15,,,,,,,,,,,,10,,,11,,,,,13,13,13,100% LTAH PPS,,,,,,,,,,8,
RISPERDAL 1MG/ML SOL,,,63323039810,250,MG        ,1833.55,,,0,"1,741.87","1,467",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,467",,,,,,,"1,283",,,"1,375",,,,,"1,650",,,,,,,,,,,,"1,100",,,"1,283",,,,,"1,467","1,467","1,467",100% LTAH PPS,,,,,,,,,,886,
RISPERDAL 2MG TABLET,,,36000004824,250,MG/150ML  ,27.05,,,0,25.7,22,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,22,,,,,,,19,,,20,,,,,24,,,,,,,,,,,,16,,,19,,,,,22,22,22,100% LTAH PPS,,,,,,,,,,13,
RISPERDAL 3MG TABLET,,,409678002,250,MG/ML     ,31.75,,,0,30.16,25,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,25,,,,,,,22,,,24,,,,,29,,,,,,,,,,,,19,,,22,,,,,25,25,25,100% LTAH PPS,,,,,,,,,,15,
RISPERDAL 4MG TABLET,,,60505252806,250,MG        ,55,,,0,52.25,44,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,44,,,,,,,39,,,41,,,,,50,,,,,,,,,,,,33,,,39,,,,,44,44,44,100% LTAH PPS,,,,,,,,,,27,
ROBINUL 1MG TABLET,,,65008515,250,%         ,5.25,,,0,4.99,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,3,
ROCALTROL 0.25MCG CA,,,409189101,250,MG/ML     ,4.2,,,0,3.99,3,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,3,,,,,,,3,,,3,,,,,4,,,,,,,,,,,,3,,,3,,,,,3,3,3,100% LTAH PPS,,,,,,,,,,2,
ROCALTROL 0.5MCG CAP,,,,250,,7.7,,,0,7.32,6,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,6,,,,,,,5,,,6,,,,,7,,,,,,,,,,,,5,,,5,,,,,6,6,6,100% LTAH PPS,,,,,,,,,,4,
ROCEPHIN 1GM/100ML I,,,135008969,250,          ,0,,,0, -   , -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
ROCEPHIN 1GM VIAL,,,2323560,250,MG        ,16.45,,,0,15.63,13,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,13,,,,,,,12,,,12,,,,,15,,,,,,,,,,,,10,,,12,,,,,13,13,13,100% LTAH PPS,,,,,,,,,,8,
RYTHMOL 150MG TABLET,,,406839001,250,MG        ,6.7,,,0,6.37,5,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,5,,,,,,,5,,,5,,,,,6,,,,,,,,,,,,4,,,5,,,,,5,5,5,100% LTAH PPS,,,,,,,,,,3,
SAIZEN 8.8MG VIAL,,,78032705,250,MG        ,677,,,0,643.15,542,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,542,,,,,,,474,,,508,,,,,609,,,,,,,,,,,,406,,,474,,,,,542,542,542,100% LTAH PPS,,,,,,,,,,327,
SALIVA SUBSTITUTE SO,,,55513080060,250,MG        ,24,,,0,22.8,19,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,19,,,,,,,17,,,18,,,,,22,,,,,,,,,,,,14,,,17,,,,,19,19,19,100% LTAH PPS,,,,,,,,,,12,
SANDIMMUNE 25MG CAPS,,,63395020113,250,MG        ,18.55,,,0,17.62,15,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,15,,,,,,,13,,,14,,,,,17,,,,,,,,,,,,11,,,13,,,,,15,15,15,100% LTAH PPS,,,,,,,,,,9,
SANDIMMUNE 100MG CAP,,,63323034720,250,GM        ,39,,,0,37.05,31,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,31,,,,,,,27,,,29,,,,,35,,,,,,,,,,,,23,,,27,,,,,31,31,31,100% LTAH PPS,,,,,,,,,,19,
SANDIMMUNE 100MG/ML,,,54038225,250,MG        ,568,,,0,539.6,454,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,454,,,,,,,398,,,426,,,,,511,,,,,,,,,,,,341,,,398,,,,,454,454,454,100% LTAH PPS,,,,,,,,,,274,
SANDOSTATIN DEPO 20M,,,3089431,250,MG        ,3335,,,0,"3,168.25","2,668",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"2,668",,,,,,,"2,335",,,"2,501",,,,,"3,002",,,,,,,,,,,,"2,001",,,"2,335",,,,,"2,668","2,668","2,668",100% LTAH PPS,,,,,,,,,,"1,611",
SANTYL OINTMENT,,,45802006436,250,%         ,260,,,0,247,208,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,208,,,,,,,182,,,195,,,,,234,,,,,,,,,,,,156,,,182,,,,,208,208,208,100% LTAH PPS,,,,,,,,,,126,
SECONAL SODIUM 100MG,,,69046956,250,MG        ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
SECTRAL 200MG CAPSUL,,,60846088201,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
SECTRAL 400MG CAPSUL,,,57664013564,250,MG        ,7,,,0,6.65,6,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,6,,,,,,,5,,,5,,,,,6,,,,,,,,,,,,4,,,5,,,,,6,6,6,100% LTAH PPS,,,,,,,,,,3,
ELDEPRYL 5MG TABLET,,,409433201,250,MG        ,10,,,0,9.5,8,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,8,,,,,,,7,,,8,,,,,9,,,,,,,,,,,,6,,,7,,,,,8,8,8,100% LTAH PPS,,,,,,,,,,5,
SELSUN RX 2.5% SHAMP,,,59011042020,250,MG        ,57,,,0,54.15,46,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,46,,,,,,,40,,,43,,,,,51,,,,,,,,,,,,34,,,40,,,,,46,46,46,100% LTAH PPS,,,,,,,,,,28,
SENSIPAR TAB 30MG 30,,,25152034,250,MG        ,42.2,,,0,40.09,34,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,34,,,,,,,30,,,32,,,,,38,,,,,,,,,,,,25,,,30,,,,,34,34,34,100% LTAH PPS,,,,,,,,,,20,
SEREVENT 50MCG DISKU,,,71101268,250,MG        ,254,,,0,241.3,203,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,203,,,,,,,178,,,191,,,,,229,,,,,,,,,,,,152,,,178,,,,,203,203,203,100% LTAH PPS,,,,,,,,,,123,
SILVER NITRATE APPLI,,,71101568,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
SSD 1% CREAM,,,,250,,16.9,,,0,16.06,14,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,14,,,,,,,12,,,13,,,,,15,,,,,,,,,,,,10,,,12,,,,,14,14,14,100% LTAH PPS,,,,,,,,,,8,
MYLICON SUSDROPS {30,,,,250,,14.35,,,0,13.63,11,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,11,,,,,,,10,,,11,,,,,13,,,,,,,,,,,,9,,,10,,,,,11,11,11,100% LTAH PPS,,,,,,,,,,7,
SINEMET CR 25/100 TA,,,168035755,250,%         ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
SINEMET CR 50/200 TA,,,641601510,250,MG/25ML   ,9,,,0,8.55,7,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,7,,,,,,,6,,,7,,,,,8,,,,,,,,,,,,5,,,6,,,,,7,7,7,100% LTAH PPS,,,,,,,,,,4,
SINGULAIR 10MG TABLE,,,536252525,250,%         ,13.9,,,0,13.21,11,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,11,,,,,,,10,,,10,,,,,13,,,,,,,,,,,,8,,,10,,,,,11,11,11,100% LTAH PPS,,,,,,,,,,7,
SEPTRA,,,,250,,1.82,,,0,1.73,1,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,1,,,,,,,1,,,1,,,,,2,,,,,,,,,,,,1,,,1,,,,,1,1,1,100% LTAH PPS,,,,,,,,,,1,
SEPTRA DS TABLET,,,78035934,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
SOD CITRATE/CITRIC A,,,2327030,250,MG        ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
SODIUM ACETATE 2MEQ/,,,,250,,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
SOD CHL 0.9% 10ML VL,,,4026129,250,MG/ML     ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
NACL 4MEQ/ML VL,,,,250,,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
BACTERIOSTATIC SALIN,,,51672414506,250,%         ,4.7,,,0,4.47,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,3,,,4,,,,,4,,,,,,,,,,,,3,,,3,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
SODIUM PHOSPHATE 3MM,,,310075139,250,MG        ,15.5,,,0,14.73,12,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,12,,,,,,,11,,,12,,,,,14,,,,,,,,,,,,9,,,11,,,,,12,12,12,100% LTAH PPS,,,,,,,,,,7,
SOLU-CORTEF 100MG VI,,,310075239,250,MG        ,12,,,0,11.4,10,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,10,,,,,,,8,,,9,,,,,11,,,,,,,,,,,,7,,,8,,,,,10,10,10,100% LTAH PPS,,,,,,,,,,6,
SOLU-MEDROL 1000MG V,,,23614230,250,MG        ,110,,,0,104.5,88,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,88,,,,,,,77,,,83,,,,,99,,,,,,,,,,,,66,,,77,,,,,88,88,88,100% LTAH PPS,,,,,,,,,,53,
