name,business_type,state_registered,street_physical
FREEMAN'S LAWN SERVICE LLC,LLC,MS,99 SPOKANE RD
"THE HANGOUT GAMERS LOUNGE, LLC",LLC,MS,128 BRADSHAW CROSSING
NOLAN BUILDERS LLC,LLC,MS,2019 BUSE ST
"JHC LAND, LLC",LLC,MS,161 SCARBROUGH STREET
BOONE DOX LLC,LLC,MS,16127 CAROLYN STREET
"3-2-1 STAGE IT, LLC",LLC,MS,114 RED OAK TRAIL
BLACK CLOUD KENNELS LLC,LLC,MS,3524 HWY 471
"MORRISON PROPERTY OF ALASKA, LLC",LLC,MS,130 WILDWOOD DRIVE
"GRANTS UNLIMITED, LLC",LLC,MS,3108 PRINCE GEORGE RD
"MISSISSIPPI PROPERTY GROUP, LLC",LLC,MS,202 POWERS DRIVE
"LIMITLESS LEARNING PRESCHOOL ACADEMY, LLC",LLC,MS,922 CLOVER CIRCLE
"COUNTER CONNECTIONS, LLC",LLC,MS,2085 FIRST COMMERCIAL DRIVE
"KLM LEGACY, LLC",LLC,MS,1207 BB KING RD
"A V W GROUP, LLC",LLC,MS,1049 MEADOW HEIGHTS
"CORNBREAD COSA NOSTRA, LLC",LLC,MS,393 NEW HOPE TRL NW
"APEX CONSULTING AND ENGINEERING, LLC",LLC,MS,1010 PINE RIDGE DRIVE
AMBER'S DANCE COMPANY LLC,LLC,MS,935 WASHINGTON AVE
"KAREN SENSEI, LLC",LLC,MS,240 CULLEY DRIVE
JL PRICE CONSTRUCTION LLC,LLC,MS,124 DELTA DR
BUCKLEW TRUCKING LLC.,LLC,MS,811 TOWER RD
"RELICS, ANTIQUES AND COLLECTIBLES, LLC",LLC,MS,424 HILLSDALE DR
JAMES PROPERTIES LLC,LLC,MS,252 HIGHWAY 588
"THE COTTON PATCH, LLC",LLC,MS,1228 E PASS ROAD
"TWIN SHORES MANAGEMENT, L.L.C.",LLC,IL,1333 13TH STREET
"B & M TIRE SERVICE, LLC",LLC,MS,496 LAUGHLIN ROAD
"LASELLE, LLC",LLC,MS,1000 CEDAR HILL RD
"HOUSE OF RESTORATION, INC",CORPORATION,MS,3993 SAYLES DIXON ROAD
"REEL THERAPY CHARTERS, LLC",LLC,MS,14188 LONGWOOD CIRCLE
EDMOND RISK & COMPLIANCE SERVICES LLC,LLC,MS,1725 DAHLIA DRIVE
WILSHIRE ESTATE PROPERTIES LLC,LLC,MS,417 D. HUGHES RD
"BELITA'S DAYCARE AND LEARNING CENTER, LLC",LLC,MS,1454 MAIN STREET
MLSTOSELL.COM INC,CORPORATION,FL,8908 BRIARWOOD MEADOW LANE
RIDGELAND REALTY LLC,LLC,MS,150 GREAT NECK ROAD- SUITE 304
"THE PUNCH KOLLINS COMPANY, LLC",LLC,MS,937 ARBOR STATION DR
NEWTCO LLC,LLC,TN,11900 MOTT STREET
THE CARLISLE COLLECTIVE AND COMPANY LLC,LLC,MS,511 BEAVERBROOK DR.
HUGHS HOLDING LLC,LLC,MS,417 D. HUGHES RD
MONTROSE HOLDING LLC,LLC,MS,417 D. HUGHES RD
"COURTNEY BAGGETT PHOTOGRAPHY, LLC",LLC,MS,100 OLD STAGECOACH LANE
EBONY BEAUTY SUPPLY CORPORATION,CORPORATION,MS,420 HIGHWAY 6 E
CORE VAPORS LLC,LLC,MS,1023 NORTH ST
"MULTI-SOUTH MANAGEMENT SERVICES, LLC",LLC,TN,6075 POPLAR AVE. SUITE 630
"MCKINLEY CONSTRUCTION,LLC",LLC,MS,4120 SYLVARENA ROAD
"SOUTHERN MADE BRANDS, LLC",LLC,MS,77 BOATWRIGHT CIRCLE
"YASHUA'S FARM, LLC",LLC,MS,270 HOPE ROAD
JUST WINGIN IT LLC,LLC,MS,5175 PARKWAY DR
CFA LLC,LLC,MS,618 BYRAM MEADOWS DR
MOORE HEALTHCARE LLC,LLC,MS,509 STORM AVE
C & C REPAIR SERVICE & SALES INC,CORPORATION,MS,8335 TENNESSEE AVE
COOL STORAGE INC.,CORPORATION,MS,498 LANDEN CIR
HEART AND SOLE LLC,LLC,MS,3104 23RD AVE.
PRESTON PROPERTIES LLC,LLC,MS,416 DECELLE ST
SUPER GREEN LLC,LLC,MS,907 MAIN STREET
TRIPLE C INVESTMENTS LLC,LLC,MS,1219 ROCKINGHAM
BLIZED LLC,LLC,MS,4020 FAIRPORT RD
"H & L CONTRACTORS, LLC",LLC,MS,1007 MISSION PARK DR
"ISH & JAS, LLC",LLC,MS,106 FAIRFAX CT
INSURANCE & FINANCIAL SERVICES LLC,LLC,MS,110 MAIN STREET
ELLIS ANDERSON MEDIA LLC,LLC,MS,300 THIRD STREET
SJP CONSULTING LLC,LLC,MS,245 CALUMET DRIVE
"BRENALUVSU, LLC",LLC,MS,227 BRENHAVEN BLVD
MISSISSIPPI CUSTOM HOMES LLC,LLC,MS,21 MEADOWVIEW LANE
"MAX PROPERTIES, LLC",LLC,MS,106 TURNBERRY LN
"FIRST CHOICE INSURANCE AGENCY, LLC",LLC,MS,1840 LINCOLNSHIRE BLVD.
"FINAL TOUCH WRECKER SERVICE, LLC",LLC,MS,8195 INDUSTRIAL DRIVE
CRN LLC,LLC,MS,3889 ROBERTSON RD
PRC RENTALS LLC,LLC,MS,2201 ADCOX RD
"GORDON SELF STORAGE PROPERTIES, LLC",LLC,MS,12287 HIGHWAY 49
NU BREED TRANSPORT LLC,LLC,MS,1422 LAKE ST
"SANDRA S. HINDSMAN REALTOR , LLC",LLC,MS,633 NEWLAND ST
DONALD PARKER NEWELL JONES LLC,LLC,MS,3108 HALLS FERRY ROAD
"UPPER BEAR CREEK RESTORATION, LLC",LLC,MS,24388 HWY 7 S
"GRT PRODUCTIONS, LLC",LLC,MS,20108 MULLIGAN COVE
DACO CONSULTING LLC,LLC,MS,105 SAINT CHARLES AVE
P&C CONTRACTING LLC,LLC,AL,2721 10TH STREET
"THE COOK'S KITCHEN, LLC",LLC,MS,8661 CEDAR CREST LN
"HORIZON BEHAVIORAL AND SUPPORT SERVICES, LLC",LLC,MS,410 WEBSTER AVE.
LANDSCAPE PERSPECTIVES LLC,LLC,MS,340 SHERBORNE PL
JOHNSON AND JOHNSON RENTALS LLC,LLC,MS,240 FAVA DR
"EXELL WATER AND COFFEE, INC.",CORPORATION,MS,591 HIGHLAND COLONY PARKWAY
"LIA & LIA, LLC",LLC,MS,336 WESTOVER DRIVE
"ROMANO FAMILY CHIROPRACTIC, LLC",LLC,MS,171 EAST OXFORD ST
"JACKSON 1021 PROPERTIES, LLC",LLC,MS,102 LAUDERDALE LANE
"CAROUSEL CREATIONS, INC.",CORPORATION,MS,907B COUNTY ROAD 956
EWT HOLDINGS LLC,LLC,MS,400 FAIRCHILDS ROAD
"WILSON FAMILY PROPERTY 7, LLC",LLC,MS,2146 W MOUNTAIN CREEK RD
AMERIBRIDGE LLC,LLC,IN,5425 POINDEXTER DRIVE
"TBD ACQUISITION II, LLC",LLC,DE,367 SOUTH GULPH ROAD
PONDEROSA RANCH LLC,LLC,MS,2511 OLD BRANDON ROAD
"COLEMAN ANESTHESIA SERVICES, LLC",LLC,MS,80 HORSESHOE DRIVE
"OLE SOUTH PROPERTIES, LLC",LLC,MS,121 OLD 45 WINCHESTER RD.
SNEAKAPEEK TRUCKING LLC,LLC,MS,1050 BUCK REED RD
GOFORTH PROPERTIES LLC,LLC,MS,8712 FELLOWSHIP ROAD
"SOUTH BAY PROPERTIES, LLC",LLC,MS,499 DAN M RUSSELL DR
"BMG HOSPITALITY, LLC-STEVE'S NO. 1",LLC,MS,138 ST REGIS DRIVE
"MS HARDWARE MANAGEMENT, LLC",LLC,MS,400 EAST CAPITOL STREET
HERITAGE CATTLE LLC,LLC,MS,3254 CR 158
ODOMES HERITAGE LLC,LLC,MS,400 STILLWOOD DRIVE
HANDY JACKS ELECTRICAL SERVICES LLC,LLC,MS,1518 LOWER CENTERVILLE RD
"L & G HOLDINGS, LLC",LLC,MS,15059 JULIEANN LANE
"A & A EXPRESS LANE 6, LLC",LLC,MS,1400 24TH AVE
"SPECIALTY POLYMER COATINGS USA, INC.",CORPORATION,TX,2150 SCHUETZ RD.
"MS HARDWARE DEVELOPER, LLC",LLC,MS,400 EAST CAPITOL STREET
"SUPERIOR HOME INVESTMENTS LLC,",LLC,MS,115 WINGTIP CV
WESTGATE EQUITIES LLC,LLC,MS,14 STEUBEN LANE
"LEXIE LAND RESIDENTIAL, LLC",LLC,MS,1108 BEULAH AVE
YERGER MEDIA LLC,LLC,MS,4600 CRESTMONT DRIVE
"FARM AND FIELD SOLUTIONS, LLC",LLC,MS,42 OIL WELL RD
BRATNEY EQUIPMENT CO,CORPORATION,IA,3400 109TH ST
"STATELINE AUTOPLEX, LLC",LLC,MS,2930 US HWY 61 SOUTH
"PATHWAY RENTALS, LLC",LLC,MS,12410 BEAU FOREST DR
BROOKWAY VILLAGE LLC,LLC,MS,964 BROOKWAY
"TAPP AGENCY, LLC",LLC,MS,109 BRIDGE WATER DR
MAY GENERAL & MECHANICAL LLC,LLC,MS,1093 VALENTINE RD
"CNDOER ELECTRICAL COMPANY, LLC",LLC,MS,191 COTTONWOOD COVE
"L.V. WILLIAMS LAW, PLLC",LLC,MS,4748 KINGS HWY
YKNOT'S HIDDEN TREASURES LLC,LLC,MS,5691 BLOCKER STREET
"PW GROVE, LLC",LLC,MS,506 GEORGIA AVE
CABS OVER TUPELO LLC,LLC,MS,101 RANKIN EXT
BIG D CONTRACTORS LLC,LLC,MS,32958 HWY 45N
"HJ TREE FARM, LLC",LLC,MS,805 POPLAR ST
KLJ CRE CORP,CORPORATION,MS,919 2ND STREET
GAUTIER YACHT CLUB LLC,LLC,MS,996 N. HALSTEAD RD
GAUTIER YACHT CLUB LLC,LLC,MS,996 N. HALSTEAD RD
4T LLC,LLC,MS,442 BROCKDALE RD.
"ONEDIAMONDHEAD, LLC",LLC,MS,5352 RED CREEK RD
LEAF RIVER MOBILE II LLC,LLC,MS,125 WOODLAND CIRCLE
"WINDY HILLS ENTERPRISES, LLC",LLC,MS,290 BERRY RD.
"BJK PROPERTIES, LLC",LLC,MS,265 LAKE CIRCLE 
E AND L HOT SPOT LLC,LLC,MS,41 SUNSET DRIVE
"STAIR DEPOT OF MISSISSIPPI, INC.",CORPORATION,MS,1711 S 2ND ST
TASHLEY LLC,LLC,MS,324 ANDERSON LANE
SOUTHERN WIND INVESTMENTS LLC,LLC,MS,38 PREACHER SONES ROAD
"INNOVATIVE WORKS OF MISSISSIPPI, LLC",LLC,MS,332 ROYAL POND CIRCLE
"KEY CITY BREWING COMPANY, LLC",LLC,MS,1311 WASHINGTON ST.
"ELISE'S PLACE ADULT DAY CARE, LLC",LLC,MS,924 BROADMOOR DR
TLI MERIDIAN LLC,LLC,MS,172 WOODLANDS GREEN DR
D & T PROPERTY MANAGEMENT LLC,LLC,MS,531 WYATT CIRCLE
"BRIGHT HORIZONS ACADEMY, LLC",LLC,MS,4630 TERRY ROAD
HIDDEN PLANET PRODUCTIONS LLC,LLC,MS,505 BRADFORD DR
BENT TREE COFFEE LLC,LLC,MS,5236 HWY 51 NORTH
"J & T TRANSPORT, LLC",LLC,MS,4270 HWY 4 W
"D & J RENTALS & CONSTRUCTION , LLC",LLC,MS,50322 SOUTH HARMONY RD
"PROCONSTRUCTION, LLC.",LLC,FL,511 WYNNEHURST STREET 
MISSISSIPPI SWEET TEA TOURS LLC,LLC,MS,128 SHERWOOD DRIVE
FULL MOON EXPRESS LLC,LLC,MS,110 CARTER THOMAS ROAD
"DAY ONE, LLC",LLC,MS,201 WEST MAIN
LAKE BRUIN HOUSE LLC,LLC,MS,4719 I-55 SOUTH
449 JO ANN CIRCLE LLC,LLC,MS,2001 AUDUBON
"WHIT RESTAURANT GROUP, LLC",LLC,MS,110 EAST MAIN ST
LEARNING WITH LIESL LLC,LLC,MS,2901 DRUMMOND STREET
HGS HAULING LLC,LLC,MS,136 SAYRE CIR
"GRIFF CONSTRUCTION AND PROPERTY MANAGEMENT, LLC",LLC,MS,529 BRIGHTON CIRCLE
B & B ACHIEVE LLC,LLC,MS,103 MONTAIGNE WAY
JOHNNY'S PIZZA LLC,LLC,MS,104 MLK ST
"HOPKINS CATTLE COMPANY, LLC",LLC,MS,2701 24TH AVENUE
THE LITTLE ANGELS SPA LLC,LLC,MS,1503 COLONY PARK DR
BROFIT LLC,LLC,MS,1250A LEO LOCKHART RD
"WILLIAM L. DILLARD LANDS, LLC",LLC,MS,487 BLUE RUIN ROAD
"CB TECHNICAL SERVICES, LLC",LLC,MS,32 BRADFORD LN.
"RIDER RENTS ONE, LLC",LLC,MS,915 HWY 45 SOUTH
"RIDER RENTS THREE, LLC",LLC,MS,915 HWY 45 SOUTH
"RIDER RENTS FOUR, LLC",LLC,MS,915 HWY 45 SOUTH
"RIDER RENTS FIVE, LLC",LLC,MS,915 HWY 45 SOUTH
"RIDER RENTS SIX, LLC",LLC,MS,915 HWY 45 SOUTH
"SEW FABULOUS BY LESLIE, LLC",LLC,MS,102 COUNTY ROAD 371
"BMG REAL ESTATE, LLC",LLC,MS,138 ST REGIS DRIVE
"R & S HOLDINGS, LLC",LLC,MS,1554 WEST PEACE STREET
"FAIR PARK COUNSELING, PLLC",LLC,MS,210 E MAIN ST-STE 2C
VERTICAL SOLUTIONS LLC,LLC,MS,1372 E NORTHSIDE DR
PATRIOT MOTORSPORTS LLC,LLC,MS,1029 HIGHWAY 61 N
VEASLEY TRUCKING LLC,LLC,MS,3848 ATTALA ROAD 3034
"RANKIN PROPERTY ADVANTAGE, LLC",LLC,MS,501 EAST GOVERNMENT STREET
NEW BOOTS,CORPORATION,MS,6210 COLLEGE RD
D & D TILE AND HARDWOOD LLC,LLC,MS,785 CONFEDERATE RIDGE RD
"CANTON SQUARE CHRISTIAN SERVICES, LLC",LLC,MS,3352 NORTH LIBERTY STREET
"UNIVERSITY HOLDINGS BROKERAGE, LLC",LLC,GA,257 HILL ST
PERPETUAL PROPERTIES LLC,LLC,MS,2205 JOHN HILL BOULEVARD
MAXFLY INC.,CORPORATION,MS,7108 ROSCOE TURNER
HEAD HUNTERS HEADS LLC,LLC,MS,226 LAKE STEPHENS ROAD
SLEEPIN WITH PEARLS LLC,LLC,MS,2703 PLEASANT STREET
"ASHREDLENS,LLC",LLC,MS,707 ELM AVE
"2B CONSTRUCTION, LLC",LLC,MS,1469 HWY 469S
A & A FARMS OF MS LLC,LLC,MS,1007 MISSION PARK DR
"AVENT'S TRUCKING AND REPAIR SERVICES, LLC",LLC,MS,1163 COUNTY ROAD 170
"ROBB LAW OFFICES, PLLC",LLC,MS,445 JOHNSTONE DR
"MANN & EGH JV, PLLC",LLC,MS,1091 TOMMY MUNRO DR
"CONNECTION FREIGHT, INC",CORPORATION,MS,9083 HUNTERS RIDGE DR
"JERRYPORTILLO, LLC",LLC,MS,26 SOUTH FIRST STREET
"CDRY TOURING AND CAB SERVICES, LLC",LLC,MS,445 BARNES AVENUE
"PAINTMARK CONTRACTORS, LLC.",LLC,MS,7128 HIGHWAY 178
MARDY INVESIGATIONS LLC,LLC,MS,603 SPANISH ACRES DRIVE
SC LANDEVENTS LLC,LLC,MS,149 WOODLAND WAY
"TULIP CREEK PROPERTIES, LLC",LLC,MS,281 MCNEECE STREET
MCCARTY-BEAVER CREEK REALTY LLC,LLC,MS,126 BREAKERS LANE
"MINDFUL MEDIA, LLC",LLC,MS,1670 TREELINE DR
"BEAR CREEK GUN DOG, LLC",LLC,MS,1220 HIGHWAY 51
NEW VISION STRATEGIES. LLC,LLC,MS,5117 ROMANY DRIVE
ROYALTY LOUNGE & BISTRO LLC,LLC,MS,908 BROADWAY DRIVE
PROSPERITY BUSINESS MANGEMENT & PROMOTIONS LLC,LLC,MS,4341 GAUTIER VANCLEAVE RD STE 3
CARING HEARTS SENIOR HOME CARE LLC,LLC,MS,313 MEADOWOOD DR
"AG BARN MANAGEMENT AZ, LLC",LLC,KY,98 US HWY 95
WORLDWIDE TRUCKING LLC,LLC,MS,3267 CRAIGMONT CIRCLE
"FELISCREATIVEDESIGNS, LLC",LLC,MS,3450 LICK SKILLET ROAD
AGAPE COUNSELING CENTER LLC,LLC,MS,221 CHURCH ST
SMITH'S MOBILE WELDING & FABRICATION L.L.C.,LLC,MS,63 SANDY SMITH ROAD
"SOOTO, LLC",LLC,MS,2210 CHAPEL HILL ROAD
ESA TECHNOLOGIES LLC,LLC,MS,502 CHARLES STR.
"NEXT LEVEL ATHLETICS, LLC",LLC,MS,698 WHITE ST
"DDJ ONE, LLC",LLC,MS,12287 HIGHWAY 49
VAL BAILEY DESIGNS LLC,LLC,MS,237 HAWKINS HILL PLACE
"LOST BRAKE, LLC",LLC,MS,825 RIDGEWOOD RD
"BIG O PROPERTIES, LLC",LLC,MS,9274 HWY 49
WILSON FIREWORKS LLC,LLC,FL,20467 HWY 49
"DAC HOLDINGS, LLC",LLC,MS,12334 FERNWOOD COVE
"SPH MANAGEMENT, LLC",LLC,MS,3309 HIGHWAY 371 N
COUNTY LUMBER LLC,LLC,MS,24679 HWY 4E
GOKNAPPING LLC,LLC,MS,212 BUNTON ROAD
"JMT MANAGEMENT GROUP, LLC",LLC,MS,1712 READY DRIVE
"ATH TRUCKING, LLC",LLC,MS,4870 DAVIS GROVE BLVD
"SOPHRON CLOUD, LLC",LLC,MS,3777 MARION LN
"SUPERIOR TRAFFIC CONTROL, LLC",LLC,TN,114 CAPITAL WAY
"SULLIVAN TRUCK EQUIPMENT, INC.",CORPORATION,MS,301 LONDON CV.
"P. JENKINS LONG HAUL, LLC",LLC,MS,12931 ROCKY RIDGE RD
TARGETED MEDIA SOLUTIONS LLC,LLC,MS,5 LAKELAND CIRCLE
"HOME TEAM BIZ, LLC",LLC,MS,94 HAZELS LOOP
CIPP CONSULTING LLC,LLC,MS,12021 WATER RIDGE DR
CONSOCIATIONS LLC,LLC,MS,771 DESTINY PLANTATION BLVD
"NICOLE'S TRANSPORT, LLC",LLC,MS,3304 69TH AVE
COLEMAN LEASING LLC,LLC,MS,2635 PLEASANT HILL RD
NESBIT LEASING LLC,LLC,MS,2635 PLEASANT HILL RD
LOCO LLC,LLC,MS,57 COUNTY ROAD 426
THE MESSER'S LLC,LLC,MS,108 RUSS ROAD
"BLAIR FAMILY DENTISTRY, LLC",LLC,MS,3127 N. SHILOH RD
209 HUNTER DRIVE LLC,LLC,MS,605 RUE MAUPESANT
"K2 COLLEGE CONSULTING, LLC",LLC,MS,205 BELLEWETHER PASS
HOME MEDIA MISSISSIPPI LLC,LLC,MS,112 PINE RIDGE COVE
CULLEYWOOD CAPITAL LLC,LLC,MS,2253 WILD VALLEY DRIVE
SULLIVAN INS SOLUTIONS LLC,LLC,MS,2531 S PRESIDENT EXT
SPI HOLDINGS LLC,LLC,FL,8424 S FEDERAL HWY
"CIMA NETWORK, INC.",CORPORATION,PA,121 NEW BRITAIN BLVD.
HARKINS RESELLERS LLC,LLC,MS,202 COMMONWEALTH AVE
"EFTERUNDERSIKER, LLC",LLC,MS,6782 JESSIE HOYT DR
COTTON MOUTH ENDEAVORS LLC,LLC,MS,4798HWY8W
"DLDS, LLC",LLC,MS,74 OAK ALLEY BLVD
"MUDDY RIVER BUILDERS, LLC",LLC,MS,1014 POPLAR ST
FIELDS INVESTMENTS LLC,LLC,MS,905 BURLINGTON DRIVE
"PROFESSOR TECH, LLC",LLC,MS,93 CREPE MYRTLE DR
"LALEE TRUCKING, LLC",LLC,MS,465 LOTTVILLE RD
CROWN FINANCIAL ADVISORS LLC,LLC,MS,915 3RD AVE NORTH
GOODNESS & GRACE BEAUTY BAR LLC,LLC,MS,250 WEST BEACTON STE 5
LOGAN'S CONCRETE FINISHING LLC,LLC,MS,10258 HWY 22
"KWBS VENTURES, LLC",LLC,TN,7266 OAK RUN DR
SEVEN HILLS LLC,LLC,MS,536 DENHAM COVE
S AND A STATION INC,CORPORATION,MS,9176 BELLE FLEURS CV
CARBON OFFICE LLC,LLC,MS,133 COMMERCE PARK DR
"RAGONA ARCHITECTURE & DESIGN, PLLC",LLC,NC,5210 ROUNDING RUN ROAD
R & L DEER PROCESSING LLC,LLC,MS,1901 HWY 11 & 80
"ENGLE TRUCKING, LLC",LLC,MS,43A COUNTY ROAD 329
"LANGLEY FARMS, LLC",LLC,MS,135 TOBY LANDRUM ROAD
MISSISSIPPI WORKZ & DECOR LLC,LLC,MS,143 PACKING PLANT RD
"BNB2, LLC",LLC,MS,14300 HATTEN LANE
"HT, LLC",LLC,MS,119 CYPRESS CV
"CHAPIN PROPERTIES, LLC",LLC,MS,700 WELLINGTON WAY
"AMANDA LAYNE FINE ART PORTRAITS, LLC",LLC,MS,2054 MARTIN ROAD
"BBQ WORLD, LLC",LLC,MS,19488 HWY 63
"MCCOOL THORPE REAL ESTATE, LLC",LLC,MS,105 SOUTH NATCHEZ STREET
"LAFAYE SERVICES, LLC",LLC,MS,23463 BENVILLE RD.
KLEENTECH AUTO AND MARINE CARE LLC,LLC,MS,8386 COUNTY FARM RD
IMAGEWORX OF MISSISSIPPI LLC,LLC,MS,144 BURNE RUN
ITTY BITTY BEES LLC,LLC,MS,51 FOX RUN S
"SOUTH MARKET BOUTIQUE, LLC",LLC,MS,201 OAKVILLE CIR
"INNOVATIVE AUDITS, LLC",LLC,MS,115 WAGNER WAY
"RICHARDSON SANDYLAND FARMS, LLC",LLC,MS,1606 SOUTH MONTGOMERY
"SOUTHERN PRECISION COATINGS, INC.",CORPORATION,MS,1766 MILL CREEK RD.
RAPER RV SHOP LLC,LLC,MS,176B RED BAY RD
A ONE SERVICES LLC,LLC,MS,238 CLARK ST
MISSISSIPPI BREWING COMPANY LLC,LLC,MS,13247 SEAWAY ROAD
"LWTM REAL ESTATE INVESTMENTS, LLC",LLC,MS,204 VINCA CIRCLE
"GILL FAMILY MATTERS, LLC",LLC,MS,15 MOLLY LANE
"PREMIUM INSULATION SERVICES, LLC",LLC,MS,108 WALLEYWOOD CIRCLE
"TKB MANAGEMENT, LLC",LLC,MS,214 DRAPERTON DRIVE
POUR LIFE COMPANY LLC,LLC,MS,5314 CASTLEWOOD CIRCLE
"WESTWOOD PROPERTIES, LLC",LLC,MS,4558 LONGVIEW ADATON RD
KJT INVESTMENT COMPANY LLC,LLC,MS,202 JEFFERIES ST SUITE B
"PENN LAND SERVICES, LLC",LLC,MS,151 W PEACE STREET
"ERIC'S AUTOMOTIVE REPAIR, LLC",LLC,MS,3006 CHICOT ST
"HERNDON RENTALS, LLC",LLC,MS,535 LINCOLN DRIVE
C KEYS PROPERTIES LLC,LLC,MS,520 MAGNOLIA DRIVE
"ALL AMERICAN ENTERPRISE, LLC",LLC,MS,12504 HIGHWAY 57
"COURAGEOUS BEGINNINGS, LLC",LLC,MS,4077 LOUDEN DRIVE
"MOLLYMERLE, INC",CORPORATION,MS,120 BYRAM BUSINESS CENTER
A KEY TO YOUR HEART BOUTIQUE AND GIFTS LLC,LLC,MS,2901 OLD BRANDON RD
KING TRANSPORTATION SERVICES LLC,LLC,MS,107 WILLOWOOD COVE
BAYOU CLAIMS SERVICE LLC,LLC,MS,11560 BAYOU VIEW DR
EXECUTIVE RESOURCING INTL. LLC,LLC,MS,113 RANKIN ROAD
"BLEU, LLC",LLC,MS,1117 OLD HWY 49 EAST
"OLD PRO LAND SERVICES, LLC",LLC,MS,587 BROOKSTONE DRIVE
LANGENBACHER LOGISTICS COMPANY LLC,LLC,MS,16065 MORAN RD
CURANTIS UNLIMITED LLC,LLC,MS,616 HIGHLAND DR.
"NEW MERIDIAN APARTMENTS, LLC",LLC,MO,1209 MISSOURI AVENUE
"BALANCE HEALTH AND MOVEMENT, LLC",LLC,MS,5353 REDDOCH DRIVE
ROBERT AND LUCY PHILLIPS LLC,LLC,MS,206 WOODLAWN ROAD
CREATIVE TIE'S LEARNING CENTER LLC,LLC,MS,107 CLINTON BLVD APT E1
ROX LOVE REALTY PLLC,LLC,MS,5375 RED FOX ROAD
"PROFESSIONAL FIELD SURVEYS, LLC",LLC,MS,869 MORRIS TULLOS DR
VANDERHOOK PAINTING AND CONSTRUCTION LLC,LLC,TN,9291 FOREST WIND DR
"MAHINDRA VEHICLE SALES AND SERVICE, INC.",CORPORATION,DE,275 REX BLVD
"HEALTHY PATH DOC , LLC",LLC,MS,5358 CAROLWOOD DRIVE
"THE SMOKEY CORNER, LLC",LLC,MS,1112 HERNANDO RD.
THE TRIPLET CONNECTION LLC,LLC,MS,1534 EPHESUS RD
"DABBS CREEK, LLC",LLC,MS,106 MULLICAN CV
TQE TRANSPORTATION LLC,LLC,MS,1035 COLE THOMAS RD
BUCKPOINT LLC,LLC,MS,8868 CR 436
"RHITER, LLC",LLC,MS,366 RED EAGLE CIRCLE
STUD'S FORMAL WEAR INC.,CORPORATION,MS,1030 GOODMAN ROAD E
PEPJZ TRUCKING LLC,LLC,MS,85 COAHOMA MOON LAKE RD
INVICTUS RE LLC,LLC,MS,11809 EMERALD GREEN
"FUN IN THE SUN, LLC",LLC,MS,1229 CENTURY OAKS DR UNIT B
"AGAPE HOLDINGS, LLC",LLC,MS,7004 BLUFF LANE
"BAKER ENTERPRISES, LLC",LLC,MS,3825 PLUM POINT DR E
AMEE WAYTON LLC,LLC,MS,195 WALKER HILL RD.
BONNIE BLUE DESIGNS LLC,LLC,MS,2374 FAIRCHILD ROAD
"KJ BOARDING KENNELS, LLC",LLC,MS,102 LAUDERDALE LANE
"O C L TRANSPORTATION, LLC",LLC,MS,2144 CARTER RD
MAGNOLIA FIELD SERVICES LLC,LLC,MS,41 COUNTY ROAD 527
ADELLE PROPERTIES LLC,LLC,MS,120 PINEHAVEN DR
"FUDU INVESTMENTS, LLC",LLC,MS,102 FOX RUN LN
MCCARTY-SYCAMORE REALTY LLC,LLC,MS,126 BREAKERS LANE
"LT INVESTMENTS, LLC",LLC,MS,142 SCOTT DRIVE
MILESTONE TRADING INC,CORPORATION,MS,1125 WEEMS ST
"JZS CUSTOM CLEANING, LLC",LLC,MS,287 DILLARD ROAD
CROWLEY & MILES ENTERPRISES LLC,LLC,MS,535 LINCOLN DRIVE
HAYNES SERVICES LLC,LLC,MS,584 TEN MILE CREEK RD
"EBONYE' DEBOSE-MOORE, LPC, NCC, LLC",LLC,MS,802 FAIRFAX CIRCLE
"GET INSPIRED WITH DEANISHA, LLC",LLC,MS,715 RICE ROAD APT. 33C
PEACHTREE APARTMENTS LLC,LLC,MS,128 B S CHURCH ST
"SOCIAL SERVICES GROUP, LLC",LLC,MS,3928 ALLEN DRIVE
"MORTIMER ENTERPRISES, LLC",LLC,MS,1504 BELLE GLADE ST.
MITCHELL'S PRESSURE WASHING AND PAINTING LLC,LLC,MS,612 ROYAL OAK DR
"CENICO MUSIC, LLC",LLC,MS,3106 KAREN COVE
"HARLEY RAE BOUTIQUE, LLC",LLC,MS,967 MADISON AVENUE
"OXFORD SWAG, LLC",LLC,MS,2 CR 224
KEEN CONSTRUCTION CO LLC,LLC,MS,14277 GLYNN VALLEY S
MAKE OR BREAK LLC,LLC,MS,10637 KRISTEN DR
"T&N TRANSPORTATION, LLC",LLC,MS,303 PINE ST
"GULF SOUTH ENTERPRISES, LLC",LLC,MS,259 PENNY LANE
"3D SURVEYING, INC",CORPORATION,MS,1039 EDWIN LANE
FLOODGATE CONSTRUCTION MANAGEMENT INC.,CORPORATION,MS,7114 OLD CANTON ROAD
TYLER TRANSPORTATION LLC,LLC,MS,77 COUNTY ROAD 1717
"BAILEY MEDICAL SUPPLIES, LLC",LLC,MS,449 WALNUT ROAD
"ROCK RIDGE ROYALTY, LLC",LLC,MS,5417 SUFFOLK DRIVE
"DREM-K ENTERPRISE, LLC",LLC,MS,305 CARR MEADOW DR.
"TRAK TRADERS PROPERTIES, LLC",LLC,MS,7370 I-55 SOUTH
