Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna,Exchange_-Common_Ground,Health_EOS,Humana_WVN,Humana_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"BAY AREA","CHARGE","10000876","DHEA","82626","237.00","215.67","78.32","84.59","121.31","127.98","204.06","163.53","215.67","142.20","180.12","201.45","213.30","94.28","201.45","165.19","103.52","117.71","130.35","78.32","215.67"
"BAY AREA","CHARGE","10000877","DHEA SULFATE","82627","237.00","215.67","41.11","41.11","41.11","127.98","204.06","163.53","215.67","142.20","180.12","201.45","213.30","16.17","201.45","165.19","52.77","62.47","130.35","16.17","215.67"
"BAY AREA","CHARGE","10000878","DEOXYCORTISOL 11","82634","146.00","132.86","48.25","52.11","74.73","78.84","125.71","100.74","132.86","87.60","110.96","124.10","131.40","58.08","124.10","101.76","63.77","72.51","80.30","48.25","132.86"
"BAY AREA","CHARGE","10000879","ANABOLIC STEROIDS, 1-2","80327","107.00","97.37","35.36","38.19","54.77","57.78","92.13","73.83","97.37","64.20","81.32","90.95","96.30","42.56","90.95","74.58","46.74","53.14","58.85","35.36","97.37"
"BAY AREA","CHARGE","10000880","VITAMIN D, 1, 25-DIHYDROXY","82652","271.00","246.61","61.85","63.98","105.00","146.34","233.33","186.99","246.61","162.60","205.96","230.35","243.90","70.04","230.35","188.89","85.23","99.64","149.05","61.85","246.61"
"BAY AREA","CHARGE","10000881","DISACCHARIDASES ACT TISSUE","82657","374.00","340.34","123.59","133.49","191.43","201.96","322.01","258.06","340.34","224.40","284.24","317.90","336.60","148.77","317.90","260.68","163.36","185.75","205.70","123.59","340.34"
"BAY AREA","CHARGE","10000882","THIOPURINE METHYLTRANSFERASE","82657","374.00","340.34","57.58","57.58","57.58","201.96","322.01","258.06","340.34","224.40","284.24","317.90","336.60","27.37","317.90","260.68","89.30","105.73","205.70","27.37","340.34"
"BAY AREA","CHARGE","10000883","LIPO ELECTROPHORETIC TEST","82664","251.00","228.41","82.95","89.59","128.47","135.54","216.11","173.19","228.41","150.60","190.76","213.35","225.90","99.85","213.35","174.95","109.63","124.66","138.05","82.95","228.41"
"BAY AREA","CHARGE","10000884","ERYTHROPOIETIN","82668","150.00","136.50","40.24","42.44","46.47","81.00","129.15","103.50","136.50","90.00","114.00","127.50","135.00","19.96","127.50","104.55","41.22","48.72","82.50","19.96","136.50"
"BAY AREA","CHARGE","10000885","ESTRADIOL","82670","214.00","194.74","42.84","42.84","42.84","115.56","184.25","147.66","194.74","128.40","162.64","181.90","192.60","16.49","181.90","149.16","53.78","63.68","117.70","16.49","194.74"
"BAY AREA","CHARGE","10000886","ESTROGENS, FRACTIONATED","82671","110.00","100.10","36.35","39.26","56.30","59.40","94.71","75.90","100.10","66.00","83.60","93.50","99.00","43.76","93.50","76.67","48.05","54.63","60.50","36.35","100.10"
"BAY AREA","CHARGE","10000887","ESTRIOL","82677","96.00","87.36","27.17","27.17","27.17","51.84","82.66","66.24","87.36","57.60","72.96","81.60","86.40","10.33","81.60","66.91","33.69","39.89","52.80","10.33","87.36"
"BAY AREA","CHARGE","10000888","ESTRONE","82679","149.00","135.59","49.24","53.18","76.27","80.46","128.29","102.81","135.59","89.40","113.24","126.65","134.10","59.27","126.65","103.85","65.08","74.00","81.95","49.24","135.59"
"BAY AREA","CHARGE","10000889","ETHYLENE GLYCOL","82693","197.00","179.27","65.10","70.31","100.83","106.38","169.62","135.93","179.27","118.20","149.72","167.45","177.30","78.36","167.45","137.31","86.05","97.84","108.35","65.10","179.27"
"BAY AREA","CHARGE","10000890","FAT, FECAL QUANTITATIVE","82710","229.00","208.39","75.68","81.74","117.21","123.66","197.17","158.01","208.39","137.40","174.04","194.65","206.10","91.09","194.65","159.61","100.03","113.73","125.95","75.68","208.39"
"BAY AREA","CHARGE","10000891","VERY LONG CHAIN FATTY ACIDS","82726","309.00","281.19","102.11","110.29","158.16","166.86","266.05","213.21","281.19","185.40","234.84","262.65","278.10","122.92","262.65","215.37","134.97","153.46","169.95","102.11","281.19"
"BAY AREA","CHARGE","10000892","FERRITIN","82728","157.00","142.87","37.70","39.59","45.44","84.78","135.18","108.33","142.87","94.20","119.32","133.45","141.30","34.18","133.45","109.43","52.18","59.55","86.35","34.18","142.87"
"BAY AREA","CHARGE","10000893","FETAL FIBRONECTIN","82731","554.00","504.14","183.07","197.73","283.56","299.16","476.99","382.26","504.14","332.40","421.04","470.90","498.60","220.38","470.90","386.14","241.98","275.14","304.70","183.07","504.14"
"BAY AREA","CHARGE","10000894","FOLIC ACID, SERUM","82746","236.00","214.76","57.08","59.79","88.73","127.44","203.20","162.84","214.76","141.60","179.36","200.60","212.40","50.23","200.60","164.49","79.88","92.12","129.80","50.23","214.76"
"BAY AREA","CHARGE","10000895","FOLIC ACID, RBC","82747","211.00","192.01","38.55","40.17","96.83","113.94","181.67","145.59","192.01","126.60","160.36","179.35","189.90","24.90","179.35","147.07","47.83","56.34","116.05","24.90","192.01"
"BAY AREA","CHARGE","10000896","NEWBORN GALACTOSE TRANSERASE","82775","20.00","18.20","7.90","8.73","13.80","10.80","17.22","13.80","18.20","12.00","15.20","17.00","18.00","13.05","17.00","13.94","10.74","12.06","11.00","7.90","18.20"
"BAY AREA","CHARGE","10000897","GAMMAGLOBULIN, IGA","82784","65.00","59.15","16.18","16.71","18.13","35.10","55.97","44.85","59.15","39.00","49.40","55.25","58.50","12.47","55.25","45.31","21.69","24.57","35.75","12.47","59.15"
"BAY AREA","CHARGE","10000898","GAMMAGLOBULIN, IGD","82784","65.00","59.15","10.85","10.85","10.85","35.10","55.97","44.85","59.15","39.00","49.40","55.25","58.50","4.27","55.25","45.31","13.94","16.51","35.75","4.27","59.15"
"BAY AREA","CHARGE","10000899","GAMMAGLOBULIN, IGG","82784","65.00","59.15","18.50","18.84","19.29","35.10","55.97","44.85","59.15","39.00","49.40","55.25","58.50","14.39","55.25","45.31","23.11","26.00","35.75","14.39","59.15"
"BAY AREA","CHARGE","10000900","GAMMAGLOBULIN, IGM","82784","65.00","59.15","15.88","16.26","18.02","35.10","55.97","44.85","59.15","39.00","49.40","55.25","58.50","10.80","55.25","45.31","20.82","23.88","35.75","10.80","59.15"
"BAY AREA","CHARGE","10000901","IMMUNOGLOBULIN IGE","82785","188.00","171.08","19.65","19.65","19.65","101.52","161.87","129.72","171.08","112.80","142.88","159.80","169.20","11.58","159.80","131.04","37.79","44.74","103.40","11.58","171.08"
"BAY AREA","CHARGE","10000902","IMMUNOGLOBULIN SUBCLASSES EA","82787","46.00","41.86","46.00","46.00","31.74","24.84","39.61","31.74","41.86","27.60","34.96","39.10","41.40","46.00","39.10","32.06","46.00","46.00","25.30","24.84","46.00"
"BAY AREA","CHARGE","10000903","PH BLOOD","82800","90.00","81.90","62.81","69.82","62.10","48.60","77.49","62.10","81.90","54.00","68.40","76.50","81.00","67.45","76.50","62.73","75.54","88.21","49.50","48.60","88.21"
"BAY AREA","CHARGE","10000904","BLOOD GASES","82803","151.00","137.41","49.90","53.90","77.29","81.54","130.01","104.19","137.41","90.60","114.76","128.35","135.90","60.07","128.35","105.25","65.96","74.99","83.05","49.90","137.41"
"BAY AREA","CHARGE","10000906","POC BLOOD GASES","82803","151.00","137.41","49.90","53.90","77.29","81.54","130.01","104.19","137.41","90.60","114.76","128.35","135.90","60.07","128.35","105.25","65.96","74.99","83.05","49.90","137.41"
"BAY AREA","CHARGE","10000907","CYTOGENETIC INTERP & REPORT","88291","315.00","286.65","112.06","114.02","166.04","170.10","271.22","217.35","286.65","189.00","239.40","267.75","283.50","136.11","267.75","219.56","144.54","166.76","173.25","112.06","286.65"
"BAY AREA","CHARGE","10000908","BLOOD GAS PROFILE","82805","191.00","173.81","100.06","104.04","126.37","103.14","164.45","131.79","173.81","114.60","145.16","162.35","171.90","122.39","162.35","133.13","124.15","133.74","105.05","100.06","173.81"
"BAY AREA","CHARGE","10000911","GASES, O2 SATURATION","82810","137.00","124.67","45.27","48.90","70.12","73.98","117.96","94.53","124.67","82.20","104.12","116.45","123.30","54.50","116.45","95.49","59.84","68.04","75.35","45.27","124.67"
"BAY AREA","CHARGE","10000913","GASTRIN","82941","151.00","137.41","49.90","53.90","77.29","81.54","130.01","104.19","137.41","90.60","114.76","128.35","135.90","60.07","128.35","105.25","65.96","74.99","83.05","49.90","137.41"
"BAY AREA","CHARGE","10000914","GLUCAGON","82943","187.00","170.17","61.80","66.74","95.72","100.98","161.01","129.03","170.17","112.20","142.12","158.95","168.30","74.39","158.95","130.34","81.68","92.87","102.85","61.80","170.17"
"BAY AREA","CHARGE","10000915","GLUCOSE, BODY FLUID","82945","80.00","72.80","23.07","25.07","49.20","43.20","68.88","55.20","72.80","48.00","60.80","68.00","72.00","28.97","68.00","55.76","26.31","27.37","44.00","23.07","72.80"
"BAY AREA","CHARGE","10000916","GLUCOSE, BLOOD","82947","80.00","72.80","12.33","12.50","11.79","43.20","68.88","55.20","72.80","48.00","60.80","68.00","72.00","7.01","68.00","55.76","15.06","17.39","44.00","7.01","72.80"
"BAY AREA","CHARGE","10000918","GLUCOSE, POST GLUCOSE DOSE","82950","89.00","80.99","10.26","10.26","10.26","48.06","76.63","61.41","80.99","53.40","67.64","75.65","80.10","5.20","75.65","62.03","13.26","15.69","48.95","5.20","80.99"
"BAY AREA","CHARGE","10000919","GTT, 3 SPECIMENS","82951","186.00","169.26","27.48","27.48","27.48","100.44","160.15","128.34","169.26","111.60","141.36","158.10","167.40","10.65","158.10","129.64","34.75","41.14","102.30","10.65","169.26"
"BAY AREA","CHARGE","10000920","GTT, EACH ADDL SPECIMEN","82952","62.00","56.42","9.16","9.16","9.16","33.48","53.38","42.78","56.42","37.20","47.12","52.70","55.80","3.55","52.70","43.21","11.58","13.71","34.10","3.55","56.42"
"BAY AREA","CHARGE","10000921","G6PD, QUANTITATIVE","82955","112.00","101.92","30.05","31.69","34.70","60.48","96.43","77.28","101.92","67.20","85.12","95.20","100.80","14.90","95.20","78.06","30.78","36.38","61.60","14.90","101.92"
"BAY AREA","CHARGE","10000923","POC GLUCOSE - METER METHOD","82962","25.00","22.75","11.11","12.05","16.81","13.50","21.53","17.25","22.75","15.00","19.00","21.25","22.50","16.13","21.25","17.43","15.28","16.84","13.75","11.11","22.75"
"BAY AREA","CHARGE","10000924","GGT","82977","129.00","117.39","16.38","16.38","16.38","69.66","111.07","89.01","117.39","77.40","98.04","109.65","116.10","6.33","109.65","89.91","20.65","24.45","70.95","6.33","117.39"
"BAY AREA","CHARGE","10000925","GLYCATED PROTEIN","82985","117.00","106.47","38.66","41.76","59.89","63.18","100.74","80.73","106.47","70.20","88.92","99.45","105.30","46.54","99.45","81.55","51.10","58.11","64.35","38.66","106.47"
"BAY AREA","CHARGE","10000925","GLYCATED PROTEIN","82985","117.00","106.47","38.66","41.76","59.89","63.18","100.74","80.73","106.47","70.20","88.92","99.45","105.30","46.54","99.45","81.55","51.10","58.11","64.35","38.66","106.47"
"BAY AREA","CHARGE","10000926","FSH","83001","235.00","213.85","48.24","48.24","48.24","126.90","202.34","162.15","213.85","141.00","178.60","199.75","211.50","18.60","199.75","163.80","60.70","71.86","129.25","18.60","213.85"
"BAY AREA","CHARGE","10000927","LUTEINIZING HORMONE","83002","243.00","221.13","50.35","50.35","50.35","131.22","209.22","167.67","221.13","145.80","184.68","206.55","218.70","18.98","206.55","169.37","61.92","73.30","133.65","18.98","221.13"
"BAY AREA","CHARGE","10000928","HUMAN GROWTH HORMONE","83003","140.00","127.40","33.86","33.86","33.86","75.60","120.54","96.60","127.40","84.00","106.40","119.00","126.00","12.68","119.00","97.58","41.36","48.96","77.00","12.68","127.40"
"BAY AREA","CHARGE","10000929","HAPTOGLOBIN","83010","118.00","107.38","25.87","28.74","81.42","63.72","101.60","81.42","107.38","70.80","89.68","100.30","106.20","45.54","100.30","82.25","40.82","47.65","64.90","25.87","107.38"
"BAY AREA","CHARGE","10000930","H PYLORI BREATH TEST","83013","381.00","346.71","125.90","135.99","195.01","205.74","328.04","262.89","346.71","228.60","289.56","323.85","342.90","151.56","323.85","265.56","166.42","189.22","209.55","125.90","346.71"
"BAY AREA","CHARGE","10000931","H PYLORI BREATH DRUG ADMIN","83014","92.00","83.72","30.40","32.84","47.09","49.68","79.21","63.48","83.72","55.20","69.92","78.20","82.80","36.60","78.20","64.12","40.18","45.69","50.60","30.40","83.72"
"BAY AREA","CHARGE","10000932","THALLIUM","83018","216.00","196.56","37.46","37.46","37.46","116.64","185.98","149.04","196.56","129.60","164.16","183.60","194.40","14.74","183.60","150.55","48.09","56.94","118.80","14.74","196.56"
"BAY AREA","CHARGE","10000933","HEMOGLOBIN ELECTRO, ALKALINE","83020","168.00","152.88","55.52","59.96","85.99","90.72","144.65","115.92","152.88","100.80","127.68","142.80","151.20","66.83","142.80","117.10","73.38","83.44","92.40","55.52","152.88"
"BAY AREA","CHARGE","10000934","HEMOGLOBIN ELECTROPH QUANT","83020","204.00","185.64","67.41","72.81","104.42","110.16","175.64","140.76","185.64","122.40","155.04","173.40","183.60","81.15","173.40","142.19","89.11","101.32","112.20","67.41","185.64"
"BAY AREA","CHARGE","10000935","HEMOGLOBIN ELECTROPHORESIS","83020","204.00","185.64","67.41","72.81","104.42","110.16","175.64","140.76","185.64","122.40","155.04","173.40","183.60","81.15","173.40","142.19","89.11","101.32","112.20","67.41","185.64"
"BAY AREA","CHARGE","10000936","NEWBORN HEMOGLOBINOPATHY","83020","20.00","18.20","7.90","8.73","13.80","10.80","17.22","13.80","18.20","12.00","15.20","17.00","18.00","13.05","17.00","13.94","10.74","12.06","11.00","7.90","18.20"
"BAY AREA","CHARGE","10000937","HEMOGLOBIN F, QUALITATIVE","83033","36.00","32.76","11.90","12.85","18.43","19.44","31.00","24.84","32.76","21.60","27.36","30.60","32.40","14.32","30.60","25.09","15.72","17.88","19.80","11.90","32.76"
"BAY AREA","CHARGE","10000938","HEMOGLOBIN A1C","83036","149.00","135.59","24.81","25.78","36.70","80.46","128.29","102.81","135.59","89.40","113.24","126.65","134.10","23.11","126.65","103.85","34.26","40.18","81.95","23.11","135.59"
"BAY AREA","CHARGE","10000938","HEMOGLOBIN A1C","83036","149.00","135.59","24.81","25.78","36.70","80.46","128.29","102.81","135.59","89.40","113.24","126.65","134.10","23.11","126.65","103.85","34.26","40.18","81.95","23.11","135.59"
"BAY AREA","CHARGE","10000939","METHEMOGLOBIN QUANTITATIVE","83050","68.00","61.88","22.47","24.27","34.81","36.72","58.55","46.92","61.88","40.80","51.68","57.80","61.20","27.05","57.80","47.40","29.70","33.77","37.40","22.47","61.88"
"BAY AREA","CHARGE","10000941","HEMOGLOBIN PLASMA","83051","100.00","91.00","33.05","35.69","51.18","54.00","86.10","69.00","91.00","60.00","76.00","85.00","90.00","39.78","85.00","69.70","43.68","49.66","55.00","33.05","91.00"
"BAY AREA","CHARGE","10000942","HEMOSIDERIN QUALITATIVE","83070","75.00","68.25","24.78","26.77","38.39","40.50","64.58","51.75","68.25","45.00","57.00","63.75","67.50","29.83","63.75","52.28","32.76","37.25","41.25","24.78","68.25"
"BAY AREA","CHARGE","10000943","HEMOSAMINIDASE, EACH ASSAY","83080","180.00","163.80","59.48","64.25","92.13","97.20","154.98","124.20","163.80","108.00","136.80","153.00","162.00","71.60","153.00","125.46","78.62","89.40","99.00","59.48","163.80"
"BAY AREA","CHARGE","10000944","HISTAMINE","83088","202.00","183.82","66.75","72.10","103.39","109.08","173.92","139.38","183.82","121.20","153.52","171.70","181.80","80.35","171.70","140.79","88.23","100.32","111.10","66.75","183.82"
"BAY AREA","CHARGE","10000945","HISTAMINE, URINE","83088","202.00","183.82","66.75","72.10","103.39","109.08","173.92","139.38","183.82","121.20","153.52","171.70","181.80","80.35","171.70","140.79","88.23","100.32","111.10","66.75","183.82"
"BAY AREA","CHARGE","10000946","HOMOCYSTEINE","83090","277.00","252.07","76.47","82.99","124.74","149.58","238.50","191.13","252.07","166.20","210.52","235.45","249.30","93.02","235.45","193.07","117.97","133.73","152.35","76.47","252.07"
"BAY AREA","CHARGE","10000948","HYDROXYINDOLACETIC ACID, 5","83497","146.00","132.86","48.25","52.11","74.73","78.84","125.71","100.74","132.86","87.60","110.96","124.10","131.40","58.08","124.10","101.76","63.77","72.51","80.30","48.25","132.86"
"BAY AREA","CHARGE","10000949","HYDROXYPROGESTERONE, 17D","83498","199.00","181.09","42.98","42.98","42.98","107.46","171.34","137.31","181.09","119.40","151.24","169.15","179.10","15.86","169.15","138.70","51.74","61.26","109.45","15.86","181.09"
"BAY AREA","CHARGE","10000950","NEWBORN OH-PROGESTRONE, 17D","83498","20.00","18.20","7.90","8.73","13.80","10.80","17.22","13.80","18.20","12.00","15.20","17.00","18.00","13.05","17.00","13.94","10.74","12.06","11.00","7.90","18.20"
"BAY AREA","CHARGE","10000951","HYDROXYPROLINE, TOTAL","83505","479.00","435.89","158.29","170.97","245.17","258.66","412.42","330.51","435.89","287.40","364.04","407.15","431.10","190.54","407.15","333.86","209.22","237.89","263.45","158.29","435.89"
"BAY AREA","CHARGE","10000952","ANNA BY IMMUNOBLOT","83516","181.00","164.71","59.81","64.60","92.64","97.74","155.84","124.89","164.71","108.60","137.56","153.85","162.90","72.00","153.85","126.16","79.06","89.89","99.55","59.81","164.71"
"BAY AREA","CHARGE","10000953","ANTI-GLIADIN IGA","83516","148.00","134.68","24.04","24.04","24.04","79.92","127.43","102.12","134.68","88.80","112.48","125.80","133.20","9.48","125.80","103.16","30.92","36.61","81.40","9.48","134.68"
"BAY AREA","CHARGE","10000954","ANTI-GLIADIN IGG","83516","148.00","134.68","24.04","24.04","24.04","79.92","127.43","102.12","134.68","88.80","112.48","125.80","133.20","9.48","125.80","103.16","30.92","36.61","81.40","9.48","134.68"
"BAY AREA","CHARGE","10000958","GLUTAMIC ACID DECARB, ELISA","86341","231.00","210.21","76.34","82.45","118.24","124.74","198.89","159.39","210.21","138.60","175.56","196.35","207.90","91.89","196.35","161.01","100.90","114.73","127.05","76.34","210.21"
"BAY AREA","CHARGE","10000960","GM1, IGG ANTIBODY","83516","88.00","80.08","29.08","31.41","45.04","47.52","75.77","60.72","80.08","52.80","66.88","74.80","79.20","35.01","74.80","61.34","38.44","43.71","48.40","29.08","80.08"
"BAY AREA","CHARGE","10000961","GM1, IGM ANTIBODY","83516","88.00","80.08","29.08","31.41","45.04","47.52","75.77","60.72","80.08","52.80","66.88","74.80","79.20","35.01","74.80","61.34","38.44","43.71","48.40","29.08","80.08"
"BAY AREA","CHARGE","10000962","HISTONE ANTIBODY IGG","86235","156.00","141.96","51.55","55.68","79.85","84.24","134.32","107.64","141.96","93.60","118.56","132.60","140.40","62.06","132.60","108.73","68.14","77.48","85.80","51.55","141.96"
"BAY AREA","CHARGE","10000963","MAG AB, IGM","83516","119.00","108.29","39.32","42.47","60.91","64.26","102.46","82.11","108.29","71.40","90.44","101.15","107.10","47.34","101.15","82.94","51.98","59.10","65.45","39.32","108.29"
