CHARGE_DESCRIPTION,ACTIVITY_TYPE,MRKS_CPT,MRKS_HCPCS,DRG_CODE,NDC,CHARGEMASTER_PRICE,AVERAGE CHARGES_INPATIENT DRGS,DISCOUNTED CASH PRICE,MEDICARE,BCBS,SUNFLOWER_HEALTH,SUNFLOWER_HEALTH_COM_EXCHANGE,AETNA_BETTER_HEALTH_OF_KANSAS,AETNA,PROVIDRS CARE NETWORK,UHC_MEDICARE_ADVANTAGE,HUMANA_MEDICARE ADVANTAGE,UNITED HEALTHCARE_UHC,CHRISTIAN HEALTH AID_CHA,MINIMUM_COMMERCIAL PRICE,MAXIMUM_COMMERCIAL PRICE
citalopram 10. mg Tab,Pharmacy,,A9270,,00904-6084-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
citalopram 20. mg Tab,Pharmacy,,A9270,,00904-6085-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
citric acid-sodium citrate 334 mg-500 mg/5 mL Soln,Pharmacy,,A9270,,00121-0595-30,7.18,,7.18,0,0,0,0,0,0,0,0,0,6.462,7.18,0,7.18
citric acid-sodium citrate 640 mg-490 mg/5 mL Sol [MRKS],Pharmacy,,A9270,,46287-0014-30,9.75,,9.75,0,0,0,0,0,0,0,0,0,8.775,9.75,0,9.75
CK-MB,General Lab,82553,,,,84.7,,84.7,11.55,53.49,11.55,12.705000000000002,11.55,16.54,17.325000000000003,11.55,9.8175,76.23,84.7,9.8175,84.7
clarithromycin 250 mg Tab [MRKS],Pharmacy,,A9270,,00781-1961-60,3.35,,3.35,0,0,0,0,0,0,0,0,0,3.015,3.35,0,3.35
clarithromycin 250. mg Tab,Pharmacy,,A9270,,00054-0036-21,2.99,,2.99,0,0,0,0,0,0,0,0,0,2.6910000000000003,2.99,0,2.99
clarithromycin 500 mg Tab,Pharmacy,,A9270,,00781-1962-60,3.12,,3.12,0,0,0,0,0,0,0,0,0,2.8080000000000003,3.12,0,3.12
clarithromycin 500. mg Tab,Pharmacy,,A9270,,65862-0226-60,2.79,,2.79,0,0,0,0,0,0,0,0,0,2.511,2.79,0,2.79
clindamycin 150 mg Cap [MRKS],Pharmacy,,A9270,,63304-0692-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
clindamycin 150 mg/mL Sol,Pharmacy,,,,67457-0815-04,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
clindamycin 150 mg/mL Sol,Pharmacy,,,,00009-4073-04,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
clindamycin 150. mg Cap,Pharmacy,,A9270,,63739-0059-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
clindamycin 600 mg/50 mL-D5% 600. Soln,Pharmacy,,,,00781-3289-09,12.28,,12.28,0,0,0,0,0,0,0,0,0,11.052,12.28,0,12.28
cloBAZam 20 mg oral tablet *NON-FORM* [MRKS],Pharmacy,,A9270,,00832-0581-11,9.29,,9.29,0,0,0,0,0,0,0,0,0,8.360999999999999,9.29,0,9.29
clonazePAM 0.25 mg Tab-DIS [MRKS],Pharmacy,,A9270,,49884-0307-02,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
clonazePAM 0.5 mg Tab,Pharmacy,,A9270,,63739-0263-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
clonazePAM 0.5 mg Tab-DIS [MRKS],Pharmacy,,A9270,,00555-0096-96,2.86,,2.86,0,0,0,0,0,0,0,0,0,2.574,2.86,0,2.86
cloNIDine 0.1 mg Tab,Pharmacy,,A9270,,00228-2127-50,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
cloNIDine 0.1 mg Tab [MRKS],Pharmacy,,A9270,,63739-0060-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
cloNIDine 0.2 mg Tab [MRKS],Pharmacy,,A9270,,00904-5657-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
clopidogrel 75 mg Tab,Pharmacy,,A9270,,65862-0357-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
clopidogrel 75. mg Tab,Pharmacy,,A9270,,33342-0060-15,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
clotrimazole topical 1% Cream,Pharmacy,,A9270,,00904-7822-31,11.38,,11.38,0,0,0,0,0,0,0,0,0,10.242,11.38,0,11.38
clotrimazole topical 1% Soln,Pharmacy,,A9270,,00093-0248-31,12.19,,12.19,0,0,0,0,0,0,0,0,0,10.971,12.19,0,12.19
codeine-guaiFENesin 10 mg-100 mg/5 mL Syrup,Pharmacy,,A9270,,00603-1075-56,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
codeine-promethazine 10 mg-6.25 mg/5 mL Syr [MRKS],Pharmacy,,A9270,,00603-1585-58,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
codeine-promethazine 10 mg-6.25 mg/5 mL Syrup,Pharmacy,,A9270,,00603-1585-54,10.27,,10.27,0,0,0,0,0,0,0,0,0,9.243,10.27,0,10.27
colchicine Cap,Pharmacy,,A9270,,00143-3018-01,14.76,,14.76,0,0,0,0,0,0,0,0,0,13.284,14.76,0,14.76
Cold Agglutinin Titer AMS,General Lab,86157,,,,94.6,,94.6,8.06,30.57,8.06,8.866000000000001,8.06,11.55,12.09,8.06,6.851,85.14,94.6,6.851,94.6
COLLECTION: Venous Draw,General Lab,36415,,,,17,,17,3,11.93,3,3.3000000000000003,3,4.8,4.5,3,2.55,15.3,17,2.55,17
Complete Blood Count w/o Diff,General Lab,85027,,,,28.7,,28.7,6.47,13.76,6.47,7.117,6.47,9.27,9.705,6.47,5.499499999999999,25.83,28.7,5.499499999999999,28.7
Complete Blood Count with Manual Differential,General Lab,85027,,,,28.7,,28.7,6.47,13.76,6.47,7.117,6.47,9.27,9.705,6.47,5.499499999999999,25.83,28.7,5.499499999999999,28.7
COMPLICATED PEPTIC ULCER W CC,Inpatient DRG,,,381,,,5608.5,5608.5,7494.050042,6788.27,,8243.4550462,7494.050042,,,7494.050042,5995.2400336,5047.650000000001,5608.5,5047.650000000001,8243.4550462
Comprehensive Metabolic Panel,General Lab,80053,,,,31.2,,31.2,10.56,22.46,10.56,11.616000000000001,10.56,15.14,15.84,10.56,8.976,28.08,31.2,8.976,31.2
conjugated estrogens 0.625 mg Tab,Pharmacy,,A9270,,00046-1102-81,15.03,,15.03,0,0,0,0,0,0,0,0,0,13.527,15.03,0,15.03
conjugated estrogens-medroxyPROGESTERone 0.625 mg-2.5 mg Tab,Pharmacy,,A9270,,00046-1107-11,13.64,,13.64,0,0,0,0,0,0,0,0,0,12.276000000000002,13.64,0,13.64
Cortisol AM AMS,General Lab,82533,,,,94.9,,94.9,16.3,59.94,16.3,17.930000000000003,16.3,23.35,24.450000000000003,16.3,13.855,85.41000000000001,94.9,13.855,94.9
Cortisol PM AMS,General Lab,82533,,,,94.9,,94.9,16.3,59.94,16.3,17.930000000000003,16.3,23.35,24.450000000000003,16.3,13.855,85.41000000000001,94.9,13.855,94.9
"Cortisol, Free - AMS",General Lab,82530,,,,163.3,,163.3,16.71,65.85,16.71,18.381000000000004,16.71,23.94,25.065,16.71,14.2035,146.97000000000003,163.3,14.2035,163.3
cosyntropin 0.25 mg Powder-Inj,Pharmacy,,J0834,,00548-5900-00,136.9,,136.9,39.216,56.97,39.216,43.137600000000006,39.216,0,58.824,39.216,33.3336,123.21000000000001,136.9,0,136.9
COVID-19 - GL,General Lab,,U0002,,,0,,0,0,88.82,0,0,0,51.31,0,0,0,0,0,0,88.82
C-Peptide AMS,General Lab,84681,,,,137.3,,137.3,20.81,65.97,20.81,22.891000000000002,20.81,20.15,31.214999999999996,20.81,17.688499999999998,123.57000000000001,137.3,17.688499999999998,137.3
CR Cardiac Stress Test (treadmill) 93017,Cardiac Tx/Procedures,93017,,,,325,,325,33.94,352.84,33.94,37.334,33.94,75.78,50.91,33.94,28.848999999999997,292.5,325,28.848999999999997,352.84
CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,Inpatient DRG,,,74,,,10373.7,10373.7,7201.982223999999,5522.38,7201.982223999999,7922.1804464,7201.982223999999,,,7201.982223999999,5761.5857792,9336.330000000002,10373.7,5522.38,10373.7
C-Reactive Protein,General Lab,86140,,,,41,,41,5.18,25.88,5.18,5.698,5.18,7.41,7.77,5.18,4.403,36.9,41,4.403,41
C-Reactive Protein AMS,General Lab,86140,,,,41,,41,5.18,25.88,5.18,5.698,5.18,7.41,7.77,5.18,4.403,36.9,41,4.403,41
Creatine Kinase,General Lab,82550,,,,34.3,,34.3,6.51,22.88,6.51,7.1610000000000005,6.51,9.33,9.765,6.51,5.5335,30.869999999999997,34.3,5.5335,34.3
Creatinine,General Lab,82565,,,,28.8,,28.8,5.12,10.89,5.12,5.632000000000001,5.12,7.34,7.68,5.12,4.352,25.92,28.8,4.352,28.8
Creatinine 24 Hour Urine,General Lab,82570,,,,33.7,,33.7,5.18,21.32,5.18,5.698,5.18,7.41,7.77,5.18,4.403,30.330000000000002,33.7,4.403,33.7
Creatinine Clearance - AMS,General Lab,82570,,,,33.7,,33.7,5.18,21.32,5.18,5.698,5.18,7.41,7.77,5.18,4.403,30.330000000000002,33.7,4.403,33.7
Creatinine Clearance 1,General Lab,82575,,,,55,,55,9.46,34.76,9.46,10.406000000000002,9.46,13.53,14.190000000000001,9.46,8.041,49.5,55,8.041,55
Creatinine Clearance 2,General Lab,82575,,,,55,,55,9.46,34.76,9.46,10.406000000000002,9.46,13.53,14.190000000000001,9.46,8.041,49.5,55,8.041,55
Creatinine Timed Urine - AMS,General Lab,82570,,,,33.7,,33.7,5.18,21.32,5.18,5.698,5.18,7.41,7.77,5.18,4.403,30.330000000000002,33.7,4.403,33.7
Creatinine Urine,General Lab,82570,,,,33.7,,33.7,5.18,21.32,5.18,5.698,5.18,7.41,7.77,5.18,4.403,30.330000000000002,33.7,4.403,33.7
Creatinine with eGFR,General Lab,82565,,,,28.8,,28.8,5.12,10.89,5.12,5.632000000000001,5.12,7.34,7.68,5.12,4.352,25.92,28.8,4.352,28.8
Crossmatch,Blood Bank,86920,,,,65.3,,65.3,0,45.87,0,0,0,0,39.18,0,0,58.769999999999996,65.3,0,65.3
CRP High Sensitivity AMS,General Lab,86141,,,,96,,96,12.95,60.66,12.95,14.245000000000001,12.95,18.54,19.424999999999997,12.95,11.007499999999999,86.4,96,11.007499999999999,96
Cryptosporidium,General Lab,87328,,,,67,,67,13.82,54.3,13.82,15.202000000000002,13.82,17.18,20.73,13.82,11.747,60.300000000000004,67,11.747,67
"Crystal Exam, Synovial Fluid AMS",General Lab,89060,,,,111.8,,111.8,20.03,72.74,20.03,22.033000000000005,20.03,10.24,30.045,20.03,17.0255,100.62,111.8,10.24,111.8
CT Abdomen + Pelvis w/ + w/o Contrast,Radiology,74178,,,,2050,,2050,269.16,453,269.16,296.0760000000001,269.16,530.74,403.74,269.16,228.786,1845,2050,228.786,2050
CT Abdomen + Pelvis w/o Contrast,Radiology,74176,,,,1800,,1800,113.23,453,113.23,124.55300000000001,113.23,268.42,169.845,113.23,96.2455,1620,1800,96.2455,1800
"CT Abdomen + Pelvis wo Contrast, Stone Protocol",Radiology,74176,,,,1800,,1800,113.23,453,113.23,124.55300000000001,113.23,268.42,169.845,113.23,96.2455,1620,1800,96.2455,1800
CT Abdomen w + w/o Contrast + Chest/Pelvis w/ Contrast,Radiology,74170,,,,1125,,1125,209.96,453,209.96,230.95600000000002,209.96,492.53,314.94,209.96,178.466,1012.5,1125,178.466,1125
CT Abdomen w/ + w/o Contrast,Radiology,74170,,,,1125,,1125,209.96,453,209.96,230.95600000000002,209.96,492.53,314.94,209.96,178.466,1012.5,1125,178.466,1125
CT Abdomen w/ Contrast,Radiology,74160,,,,1145,,1145,184.63,453,184.63,203.09300000000002,184.63,374.95,276.945,184.63,156.9355,1030.5,1145,156.9355,1145
CT Abdomen w/o Contrast,Radiology,74150,,,,900,,900,89.91,453,89.91,98.90100000000001,89.91,281.05,134.865,89.91,76.42349999999999,810,900,76.42349999999999,900
CT Angiography Abdomen,Radiology,74175,,,,1050,,1050,234,1174.84,234,257.40000000000003,234,588.26,351,234,198.9,945,1050,198.9,1174.84
CT Angiography Chest for PE,Radiology,71275,,,,1050,,1050,213.19,1132.52,213.19,234.50900000000001,213.19,574.74,319.78499999999997,213.19,181.2115,945,1050,181.2115,1132.52
CT Angiography Chest w/ + w/o Contrast,Radiology,71275,,,,1050,,1050,213.19,1132.52,213.19,234.50900000000001,213.19,574.74,319.78499999999997,213.19,181.2115,945,1050,181.2115,1132.52
CT Ankle w/o Contrast Left,Radiology,73700,,,,850,,850,105.34,453,105.34,115.87400000000001,105.34,280.79,158.01,105.34,89.539,765,850,89.539,850
CT Ankle w/o Contrast Right,Radiology,73700,,,,850,,850,105.34,453,105.34,115.87400000000001,105.34,280.79,158.01,105.34,89.539,765,850,89.539,850
CT Chest w/ + w/o Contrast,Radiology,71270,,,,1455,,1455,164.18,453,164.18,180.598,164.18,431.86,246.27,164.18,139.553,1309.5,1455,139.553,1455
CT Chest w/ Contrast,Radiology,71260,,,,1200,,1200,134.4,453,134.4,147.84000000000003,134.4,351.13,201.60000000000002,134.4,114.24,1080,1200,114.24,1200
CT Chest w/o Contrast,Radiology,71250,,,,900,,900,100.67,453,100.67,110.73700000000001,100.67,293.05,151.005,100.67,85.5695,810,900,85.5695,900
CT Chest/Abdomen/Pelvis w + w/o Contrast,Radiology,74177,,,,2465,,2465,237.23,453,237.23,260.95300000000003,237.23,419.87,355.84499999999997,237.23,201.6455,2218.5,2465,201.6455,2465
CT Chest/Abdomen/Pelvis w/ Contrast,Radiology,74177,,,,1865,,1865,237.23,453,237.23,260.95300000000003,237.23,419.87,355.84499999999997,237.23,201.6455,1678.5,1865,201.6455,1865
CT Chest/Abdomen/Pelvis wo/ Contrast,Radiology,74177,,,,1805,,1805,237.23,453,237.23,260.95300000000003,237.23,419.87,355.84499999999997,237.23,201.6455,1624.5,1805,201.6455,1805
CT Elbow w/o Contrast Left,Radiology,73200,,,,850,,850,129.38,453,129.38,142.318,129.38,280.38,194.07,129.38,109.973,765,850,109.973,850
CT Elbow w/o Contrast Right,Radiology,73200,,,,850,,850,129.38,453,129.38,142.318,129.38,280.38,194.07,129.38,109.973,765,850,109.973,850
CT Head or Brain w/ + w/o Contrast,Radiology,70470,,,,750,,750,128.3,453,128.3,141.13000000000002,128.3,350.8,192.45000000000002,128.3,109.055,675,750,109.055,750
CT Head or Brain w/o Contrast,Radiology,70450,,,,750,,750,73.05,453,73.05,80.355,73.05,223.46,109.57499999999999,73.05,62.092499999999994,675,750,62.092499999999994,750
CT IAC w/o Contrast,Radiology,70480,,,,725,,725,137.27,453,137.27,150.997,137.27,349.15,205.90500000000003,137.27,116.6795,652.5,725,116.6795,725
CT Knee w/o Contrast Left,Radiology,73700,,,,850,,850,105.34,453,105.34,115.87400000000001,105.34,280.79,158.01,105.34,89.539,765,850,89.539,850
CT Knee w/o Contrast Right,Radiology,73700,,,,850,,850,105.34,453,105.34,115.87400000000001,105.34,280.79,158.01,105.34,89.539,765,850,89.539,850
CT Lower Extremity w/ Contrast Bilat,Radiology,73701,,,,1000,,1000,136.55,453,136.55,150.205,136.55,0,204.82500000000002,136.55,116.06750000000001,900,1000,0,1000
CT Lower Extremity w/ Contrast Left,Radiology,73701,,,,950,,950,136.55,453,136.55,150.205,136.55,0,204.82500000000002,136.55,116.06750000000001,855,950,0,950
CT Lower Extremity w/ Contrast Right,Radiology,73701,,,,950,,950,136.55,453,136.55,150.205,136.55,0,204.82500000000002,136.55,116.06750000000001,855,950,0,950
CT Lower Extremity w/+w/o Contrast Bilat,Radiology,73702,,,,1350,,1350,173.51,453,173.51,190.86100000000002,173.51,429.36,260.265,173.51,147.4835,1215,1350,147.4835,1350
CT Lower Extremity w/+w/o Contrast Left,Radiology,73702,,,,1250,,1250,173.51,453,173.51,190.86100000000002,173.51,429.36,260.265,173.51,147.4835,1125,1250,147.4835,1250
CT Lower Extremity w/+w/o Contrast Right,Radiology,73702,,,,1250,,1250,173.51,453,173.51,190.86100000000002,173.51,429.36,260.265,173.51,147.4835,1125,1250,147.4835,1250
CT Lower Extremity w/o Contrast Bilat,Radiology,73700,,,,925,,925,105.34,453,105.34,115.87400000000001,105.34,280.79,158.01,105.34,89.539,832.5,925,89.539,925
CT Lower Extremity w/o Contrast Left,Radiology,73700,,,,850,,850,105.34,453,105.34,115.87400000000001,105.34,280.79,158.01,105.34,89.539,765,850,89.539,850
CT Lower Extremity w/o Contrast Right,Radiology,73700,,,,850,,850,105.34,453,105.34,115.87400000000001,105.34,280.79,158.01,105.34,89.539,765,850,89.539,850
CT Maxillofacial w/ + w/o Contrast,Radiology,70488,,,,1050,,1050,140.86,453,140.86,154.94600000000003,140.86,429.3,211.29000000000002,140.86,119.73100000000001,945,1050,119.73100000000001,1050
CT Maxillofacial w/o Contrast,Radiology,70486,,,,850,,850,96.73,453,96.73,106.40300000000002,96.73,293.17,145.095,96.73,82.2205,765,850,82.2205,850
CT Neck + Chest + Abdomen + Pelvis w/ + w/o Contrast,Radiology,70492,,,,1050,,1050,164.18,453,164.18,180.598,164.18,420.22,246.27,164.18,139.553,945,1050,139.553,1050
CT Neck + Chest + Abdomen w + wo,Radiology,70492,,,,1050,,1050,164.18,453,164.18,180.598,164.18,420.22,246.27,164.18,139.553,945,1050,139.553,1050
CT Orbit Sella etc. w/ + w/o Contrast,Radiology,70482,,,,1050,,1050,185.56,453,185.56,204.116,185.56,461.02,278.34000000000003,185.56,157.726,945,1050,157.726,1050
CT Orbit Sella etc. w/o Contrast,Radiology,70480,,,,725,,725,137.27,453,137.27,150.997,137.27,349.15,205.90500000000003,137.27,116.6795,652.5,725,116.6795,725
CT Pelvis w/ + w/o Contrast,Radiology,72194,,,,1250,,1250,212.47,453,212.47,233.717,212.47,423.53,318.705,212.47,180.5995,1125,1250,180.5995,1250
CT Pelvis w/ Contrast,Radiology,72193,,,,1050,,1050,185.35,453,185.35,203.88500000000002,185.35,332.6,278.025,185.35,157.54749999999999,945,1050,157.54749999999999,1050
CT Pelvis w/o Contrast,Radiology,72192,,,,875,,875,91.34,453,91.34,100.47400000000002,91.34,277.21,137.01,91.34,77.639,787.5,875,77.639,875
CT Shoulder w/o Contrast Left,Radiology,73200,,,,850,,850,129.38,453,129.38,142.318,129.38,280.38,194.07,129.38,109.973,765,850,109.973,850
CT Shoulder w/o Contrast Right,Radiology,73200,,,,850,,850,129.38,453,129.38,142.318,129.38,280.38,194.07,129.38,109.973,765,850,109.973,850
CT Sinus w/o Contrast,Radiology,70486,,,,850,,850,96.73,453,96.73,106.40300000000002,96.73,293.17,145.095,96.73,82.2205,765,850,82.2205,850
CT Soft Tissue Neck w/ + w/o Contrast,Radiology,70492,,,,1050,,1050,164.18,453,164.18,180.598,164.18,420.22,246.27,164.18,139.553,945,1050,139.553,1050
CT Soft Tissue Neck w/o Contrast,Radiology,70490,,,,800,,800,100.67,453,100.67,110.73700000000001,100.67,290.45,151.005,100.67,85.5695,720,800,85.5695,800
CT Spine Cervical w/ + w/o Contrast,Radiology,72127,,,,1250,,1250,167.77,453,167.77,184.54700000000003,167.77,424.49,251.65500000000003,167.77,142.6045,1125,1250,142.6045,1250
CT Spine Cervical w/o Contrast,Radiology,72125,,,,900,,900,106.06,453,106.06,116.66600000000001,106.06,293.88,159.09,106.06,90.151,810,900,90.151,900
CT Spine Lumbar w/ + w/o Contrast,Radiology,72133,,,,1250,,1250,167.05,453,167.05,183.75500000000002,167.05,425.33,250.57500000000002,167.05,141.9925,1125,1250,141.9925,1250
CT Spine Lumbar w/o Contrast,Radiology,72131,,,,865,,865,105.34,453,105.34,115.87400000000001,105.34,292.63,158.01,105.34,89.539,778.5,865,89.539,865
CT Spine Thoracic w/ + w/o Contrast,Radiology,72130,,,,1250,,1250,168.13,453,168.13,184.943,168.13,426.16,252.195,168.13,142.91049999999998,1125,1250,142.91049999999998,1250
CT Spine Thoracic w/o Contrast,Radiology,72128,,,,835,,835,106.06,453,106.06,116.66600000000001,106.06,293.05,159.09,106.06,90.151,751.5,835,90.151,835
CT Thorax w/ + w/o Contrast,Radiology,71270,,,,1455,,1455,164.18,453,164.18,180.598,164.18,431.86,246.27,164.18,139.553,1309.5,1455,139.553,1455
CT Thorax w/ Contrast,Radiology,71260,,,,1200,,1200,134.4,453,134.4,147.84000000000003,134.4,351.13,201.60000000000002,134.4,114.24,1080,1200,114.24,1200
CT Thorax w/o Contrast,Radiology,71250,,,,900,,900,100.67,453,100.67,110.73700000000001,100.67,293.05,151.005,100.67,85.5695,810,900,85.5695,900
CT Upper Extremity w/+w/o Contrast Left,Radiology,73202,,,,1250,,1250,218.21,453,218.21,240.03100000000003,218.21,428.53,327.315,218.21,185.4785,1125,1250,185.4785,1250
CT Upper Extremity w/+w/o Contrast Right,Radiology,73202,,,,1250,,1250,218.21,453,218.21,240.03100000000003,218.21,428.53,327.315,218.21,185.4785,1125,1250,185.4785,1250
CT Upper Extremity w/o Contrast Left,Radiology,73200,,,,850,,850,129.38,453,129.38,142.318,129.38,280.38,194.07,129.38,109.973,765,850,109.973,850
CT Upper Extremity w/o Contrast Right,Radiology,73200,,,,850,,850,129.38,453,129.38,142.318,129.38,280.38,194.07,129.38,109.973,765,850,109.973,850
CT Wrist w/o Contrast Left,Radiology,73200,,,,850,,850,129.38,453,129.38,142.318,129.38,280.38,194.07,129.38,109.973,765,850,109.973,850
CT Wrist w/o Contrast Right,Radiology,73200,,,,850,,850,129.38,453,129.38,142.318,129.38,280.38,194.07,129.38,109.973,765,850,109.973,850
Culture ID,General Lab,87076,,,,35.49,,35.49,8.08,30.35,8.08,8.888000000000002,8.08,11.57,12.120000000000001,8.08,6.867999999999999,31.941000000000003,35.49,6.867999999999999,35.49
cyanocobalamin 1000 mcg/mL Sol [MRKS],Pharmacy,,J3420,,69680-0112-10,13.84,,13.84,1.835,2.9,1.835,2.0185,1.835,0,2.7525,1.835,1.55975,12.456,13.84,0,13.84
cyanocobalamin 1000. Soln[MRKS],Pharmacy,,J3420,,63323-0044-01,12,,12,1.835,2.9,1.835,2.0185,1.835,0,2.7525,1.835,1.55975,10.8,12,0,12
cyanocobalamin 500. mcg Tab[MRKS],Pharmacy,,A9270,,77333-0937-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
cyclobenzaprine 10 mg Tab [MRKS],Pharmacy,,A9270,,43547-0400-11,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
cyclobenzaprine 10. mg Tab [MRKS],Pharmacy,,A9270,,00378-0751-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
cyclobenzaprine 5 mg Tab [MRKS],Pharmacy,,A9270,,43547-0399-50,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
cycloSPORINE ophthalmic 0.05% Emulsion,Pharmacy,,A9270,,00023-9163-30,296.87,,296.87,0,0,0,0,0,0,0,0,0,267.183,296.87,0,296.87
dabigatran 150 mg Cap [MRKS],Pharmacy,,A9270,,00597-0360-82,17.96,,17.96,0,0,0,0,0,0,0,0,0,16.164,17.96,0,17.96
dabigatran Cap,Pharmacy,,A9270,,00597-0135-60,15.5,,15.5,0,0,0,0,0,0,0,0,0,13.950000000000001,15.5,0,15.5
dantrolene 20 mg IV Inj Vial [MRKS],Pharmacy,,,,42023-0123-06,105,,105,0,0,0,0,0,0,0,0,0,94.5,105,0,105
dantrolene 20 mg Pow [MRKS],Pharmacy,,A9270,,27505-0003-67,105,,105,0,0,0,0,0,0,0,0,0,94.5,105,0,105
dapsone 100. mg Tab,Pharmacy,,A9270,,49938-0101-30,8.64,,8.64,0,0,0,0,0,0,0,0,0,7.776000000000001,8.64,0,8.64
DAPTOmycin 350 mg Pow [MRKS],Pharmacy,,J0878,,25021-0179-16,56.82,,56.82,56.35,161,56.35,61.98500000000001,56.35,0,84.525,56.35,47.8975,51.138,56.82,0,161
DAPTOmycin 500 mg Pow,Pharmacy,,J0878,,67457-0813-50,198.18,,198.18,80.5,230,80.5,88.55000000000001,80.5,0,120.75,80.5,68.425,178.36200000000002,198.18,0,230
DAPTOmycin 500 mg Pow [MRKS],Pharmacy,,J0878,,63323-0371-19,88.45,,88.45,80.5,230,80.5,88.55000000000001,80.5,0,120.75,80.5,68.425,79.605,88.45,0,230
DAPTOmycin 500. mg Powder-Inj,Pharmacy,,J0878,,67919-0011-01,572.24,,572.24,80.5,230,80.5,88.55000000000001,80.5,0,120.75,80.5,68.425,515.0160000000001,572.24,0,572.24
darbepoetin alfa 100. Soln,Pharmacy,,J0881,,55513-0025-01,250.76,,250.76,371.6,497,371.6,408.76000000000005,371.6,0,557.4000000000001,371.6,315.86,225.684,250.76,0,557.4000000000001
darbepoetin alfa 200. Soln,Pharmacy,,J0881,,55513-0028-01,1908.91,,1908.91,743.2,994,743.2,817.5200000000001,743.2,0,1114.8000000000002,743.2,631.72,1718.019,1908.91,0,1908.91
darbepoetin alfa 24.99966 Soln,Pharmacy,,J0881,,55513-0057-01,69.66,,69.66,92.9,124.25,92.9,102.19000000000001,92.9,0,139.35000000000002,92.9,78.965,62.693999999999996,69.66,0,139.35000000000002
darbepoetin alfa 40. Soln,Pharmacy,,J0881,,55513-0021-04,381.78,,381.78,148.64000000000001,198.79999999999998,148.64000000000001,163.50400000000002,148.64000000000001,0,222.96000000000004,148.64000000000001,126.34400000000001,343.602,381.78,0,381.78
darbepoetin alfa 60. Soln,Pharmacy,,J0881,,55513-0023-01,150.47,,150.47,222.96,298.2,222.96,245.25600000000003,222.96,0,334.44,222.96,189.516,135.423,150.47,0,334.44
darifenacin 15. mg Tab-ER,Pharmacy,,A9270,,00430-0171-23,25.57,,25.57,0,0,0,0,0,0,0,0,0,23.013,25.57,0,25.57
darifenacin 7.5 mg Tab-ER,Pharmacy,,A9270,,00430-0170-15,25.88,,25.88,0,0,0,0,0,0,0,0,0,23.291999999999998,25.88,0,25.88
DAT GL,General Lab,86880,,,,36.4,,36.4,5.39,23.01,5.39,5.929,5.39,7.7,8.084999999999999,5.39,4.581499999999999,32.76,36.4,4.581499999999999,36.4
D-Dimer,General Lab,85379,,,,120,,120,10.18,72.89,10.18,11.198,10.18,14.57,15.27,10.18,8.652999999999999,108,120,8.652999999999999,120
D-Dimer AMS,General Lab,85379,,,,120,,120,10.18,72.89,10.18,11.198,10.18,14.57,15.27,10.18,8.652999999999999,108,120,8.652999999999999,120
DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,Inpatient DRG,,,56,,,20836.15,20836.15,15468.279378,10995.44,15468.279378,17015.1073158,15468.279378,,,15468.279378,12374.6235024,18752.535000000003,20836.15,10995.44,20836.15
DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,Inpatient DRG,,,57,,,11213.7,11213.7,8940.245412,6873.56,8940.245412,9834.2699532,8940.245412,,,8940.245412,7152.1963296,10092.330000000002,11213.7,6873.56,11213.7
DENTAL & ORAL DISEASES W CC,Inpatient DRG,,,158,,,8905.6,8905.6,6287.590725999999,5583.51,,6916.3497986,6287.590725999999,,,6287.590725999999,5030.0725808,8015.040000000001,8905.6,5030.0725808,8905.6
desmopressin 0.1 mg Tab[MRKS],Pharmacy,,A9270,,68001-0325-00,3.8,,3.8,0,0,0,0,0,0,0,0,0,3.42,3.8,0,3.8
