street_registered,state_registered,count(1)
600 DRIVEWAY ST,AK,4
3042 S BIG LAKE RD,AK,5
1253 IVERLEIGH TRAIL,NC,3
6028 LIBERTY ROAD,NC,3
7926 OLD SEWARD HWY #B4,AK,19
1500 POST ROAD,AK,5
8328 S PETERSON DR,AK,3
3414 WEE CT.,AK,3
218 CENTER AVE STE B,AK,8
1520 OLD VANDER ROAD,NC,5
1 DOYON PL STE 300,AK,5
17053 ARIES COURT,AK,3
1335 GAMBELL ST,AK,5
439 S STRAND DRIVE,NC,3
670 GRIFFITH ROAD,NC,3
1335 GAMBELL STREET,AK,4
2820 E SCHACHLE DR,AK,3
1881 LIVENGOOD,AK,8
2135 RICHARDSON HWY,AK,3
101 CHRISTENSEN DRIVE,AK,5
302 GOLD ST,AK,5
7551 E SOUTHSHORE DR,AK,3
3800 CENTERPOINT DR STE 1100,AK,7
916 DELANEY STREET,AK,4
3203 PEGER RD,AK,4
414 FORD ST,NC,3
606 COLLEGE AVE SW,NC,7
61 EAST MAIN STREET,NC,26
4300 B ST STE 501,AK,3
51518 YLMAKI WAY,AK,6
10351 KEW CT,AK,9
33600 ECHO LAKE RD,AK,5
8201 HEAVENLY CIR,AK,3
302 CAMDEN BRANCH DRIVE,NC,6
14301 ELMORE RD,AK,6
1574 MONSTER BUCK ESTATES,NC,3
9520 VICTOR ROAD,AK,4
217 PARAGON PARKWAY SUITE 235,NC,3
718 BAYSHORE DRIVE,NC,3
158 MCLEAN ROAD,NC,3
718 IRVIN FARM ROAD,NC,4
64 CLINGMAN AVE  SUITE 101,NC,8
150 FAYETTEVILLE STREET BOX 1011,NC,12
3518 WESTGATE DR STE 350,NC,4
1701 OLD VILLAGE ROAD,NC,3
80 PEACHTREE ROAD  SUITE 210,NC,10
1727 8A SARDIS RD N,NC,9
ROUTE 3,NC,38
1133 OFFSHORE DR,NC,5
10126 PAXTON RUN RD,NC,7
2106 COLEMAN PLACE,NC,3
206 NEW EDITION COURT,NC,5
112 S. TRYON ST.  #1415,NC,3
109 TEABERRY TRAIL,NC,3
2901 FALLING MAPLE DR,NC,3
259 S MCCALLISTER DR,AK,3
2621 NICHOLS RD,NC,3
209 VAN BUREN ST,AK,3
917 ARDMORE DRIVE,NC,3
110 JOHN WESLEY WAY,NC,21
2820 SELWYN AVE STE 425,NC,11
8305 FALLS OF NEUSE RD  #200,NC,5
1243 RESTORATION DR,NC,3
408 1/2 STATE ST,NC,4
1076 W 4TH ST,NC,5
"101 E. 9TH AVE, SUITE 12-B",AK,8
1008 LINN COVE,NC,4
575 DAVIDSON GATEWAY DRIVE SUITE 200,NC,26
5350 SEVENTY-SEVEN CENTER DRIVE  SUITE 100,NC,3
110 S. STRATFORD ROAD  SUITE 500,NC,13
919 NORLAND RD,NC,16
451 NORTH MAIN STREET,NC,7
4521 SHARON ROAD  SUITE 100,NC,3
MAIN ST.,NC,14
463 FENTON PLACE,NC,4
2516 SELWYN AVENUE,NC,3
302 S CENTRAL AVE,NC,6
MEDICAL CENTER BOULEVARD,NC,30
5950 FAIRVIEW ROAD  SUITE 402,NC,13
5950 FAIRVIEW ROAD SUITE 402,NC,4
5950 FAIRVIEW RD STE 402,NC,6
5950 FAIRVIEW RD SUITE 402,NC,3
20 SOUTH MAIN STREET,NC,4
971 RIDGE ROAD,NC,3
PO BOX 159,NC,3
2145 MCCLINTOCK ROAD  #112,NC,7
17031 ISLAND VIEW DRIVE,NC,3
192 SOUTH STREET,NC,7
8540 COLONNADE CENTER DRIVE  SUITE 105,NC,3
149 S. LEXINGTON AVE.,NC,5
511 S ELM ST,NC,3
8831 GOODWILL CHURCH ROAD,NC,6
8410 FALLS OF NEUSE RD SUITE E,NC,6
137 CENTER SQUARE DR STE C,NC,3
4136 LANDOVER LANE,NC,5
5838 BRADFORD LAKE LANE,NC,3
5000 TULIP LN,NC,3
1892 TROX STREET,NC,4
7926 OLD SEWARD HWY STE B4,AK,5
8050 RESURRECTION DR,AK,9
2104 NIXONTON ROAD,NC,9
153 PROSPECT AVE,NC,3
4301 HORSESHOE BEND,NC,11
301 E JOHN ST #3491,NC,3
100 WESTON ESTATES WAY,NC,5
1101 OBERLIN ROAD  SUITE 102,NC,3
8638 CASTLE CLIFF DR,NC,3
700 SPRING FOREST ROAD  SUITE 400,NC,11
3501 CAMP MANGUM WYND,NC,4
1131-B MILITARY CUTOFF ROAD,NC,14
200 OLD OAK LANE,NC,3
5103 MCMURRAY CIRCLE,NC,3
724 S. MORGAN ST.,NC,7
2501 BLUE RIDGE ROAD  SUITE 250,NC,3
2300 E 7TH ST STE 101-A,NC,12
222 AIRPORT ROAD,NC,4
555 FAYETTEVILLE ST. STE. 201,NC,3
113 WHITESIDE ROAD,NC,10
141 FLINT RIDGE TRAIL,NC,6
220 SOUTH MAIN STREET,NC,4
42 3RD ST NW,NC,4
389 RABBIT FARM TRAIL,NC,3
3705 A WEST MARKET ST,NC,3
607 BUFFALOE ROAD,NC,4
571 FIREFLY LANE,NC,3
3737 GLENWOOD AVENUE  SUITE 100,NC,6
2701 COLTSGATE ROAD SUITE 102,NC,10
130 BUILDERS BLVD.,NC,5
130 BUILDERS BLVD,NC,20
8480 HONEYCUTT RD STE 200 V295,NC,6
1698 EAST ARLINGTON BLVD,NC,4
12 E. MAIN ST.,NC,3
1708 TRAWICK ROAD  SUITE 111,NC,5
203 SW GREENVILLE BLVD  SUITE 140,NC,4
20 TOWN MOUNTAIN ROAD SUITE 100,NC,5
6700 FAIRVIEW ROAD SUITE 200,NC,8
6700 FAIRVIEW ROAD  SUITE 300,NC,4
349 RUIN CREEK ROAD,NC,11
1902 EASTWOOD ROAD,NC,9
129 CREEKSIDE DRIVE,NC,3
8310 RUE CASSINI COURT,NC,3
5000 FALLS OF NEUSE ROAD #100,NC,7
105 AZALEA DRIVE,NC,4
6622 GORDON ROAD  SUITE K,NC,7
53 WHITE OAK DRIVE,NC,3
13000 S TRYON ST STE F-302,NC,9
3107 EVANS ST  STE B,NC,4
68 T. W. ALEXANDER DRIVE,NC,3
4673 PLANTATION DRIVE,NC,4
9 HAYCOX COURT,NC,3
3715 RAMSEY STREET,NC,7
3737 GLENWOOD AVENUE  SUITE 260,NC,37
1137 SALEM DRIVE STE D,NC,34
1978 HENDERSONVILLE ROAD SUITE 130,NC,3
5736 N TRYON ST UNIT 303,NC,3
2509 HUNTERS MEADOW LANE,NC,5
336 DEERFIELD RD,NC,3
421 WATSON STREET,NC,11
55 BOWEN TERRA DR,NC,4
308 ARCHIBALD ROAD,NC,3
4467 CARATOKE HIGHWAY,NC,4
126 CAMP MOREHEAD DRIVE,NC,3
156 KINGS WAY,NC,3
2150 FAYETTEVILLE ROAD,NC,10
3806 WALDENBROOK ROAD,NC,8
4137 LANDOVER LANE,NC,3
4400 SILAS CREEK PARKWAY  SUITE 200,NC,5
4400 BUFFALOE RD,NC,3
21235 CATAWBA AVENUE,NC,23
1353 S MAIN ST,NC,3
1169 TIMBERLANE DR,NC,3
2543 RAVENHILL DRIVE SUITE C,NC,19
610 E. MOREHEAD STREET SUITE 100,NC,4
650 PAGE STREET  UNIT C,NC,4
620 S ELM ST STE 363,NC,4
401 HARRISON OAKS BOULEVARD STE 135,NC,12
4101 LAKE BOONE TRAIL SUITE 300,NC,49
7208 FALLS OF NEUSE ROAD  SUITE 101,NC,4
340 COVERLY SQUARE,NC,6
2308 WAKE FOREST ROAD,NC,5
105 APPALACHIAN VILLAGE ROAD,NC,6
5113 PIPER STATION DRIVE  SUITE 102,NC,3
9724 CAPELLA AVE NW,NC,4
1111 METROPOLITAN AVENUE  SUITE 600,NC,17
11216 BRASS KETTLE RD,NC,5
8200 BROWNLEIGH DRIVE,NC,3
300 SOUTHTOWN CIRCLE,NC,14
3207 RENA LANE,NC,3
2203 EASTCHESTER DRIVE SUITE 101,NC,10
16615 RIVERSTONE WAY  SUITE 100,NC,4
1356 US HWY 1 SOUTH,NC,3
"101 E. 9TH AVE, STE 12-B",AK,15
2133 HENDERSONVILLE RD,NC,5
9 GROUSE TERRACE,NC,3
615 ST GEORGE SQUARE COURT SUITE 300,NC,5
831 E MOREHEAD ST STE 445,NC,17
301 FAYETTEVILLE STREET  SUITE 1400,NC,8
4720 KESTER MILL ROAD,NC,4
300 MCGILL AVENUE NW,NC,17
105 GRACE STREET  SUITE 101,NC,4
3802-A CLEMMONS ROAD,NC,3
350 WAGONER DR.,NC,4
46 HAYWOOD ST.  STE 210,NC,4
12619 PROVINCETOWNE DR,NC,5
2131 S GLENBURNIE RD STE 8,NC,9
19401 OLD JETTON ROAD  SUITE 101,NC,11
2138 SHERWOOD AVE.,NC,3
200 CHAMPION DRIVE,NC,7
338 N ELM ST,NC,3
800 E DIMOND BLVD STE 3-550,AK,10
417-D CARATOKE HWY,NC,7
2131 S. GLENBURNIE ROAD  SUITE 8,NC,3
301 N MAIN ST STE 801,NC,4
10629 NC 125,NC,3
2626 GLENWOOD AVENUE,NC,16
10125 BERKELEY PLACE DR.,NC,4
2512 RED BIRCH DR,NC,3
19401 OLD JETTON ROAD STE 101,NC,3
6420 ALBEMARLE RD,NC,3
806 GREEN VALLEY RD SUITE 200,NC,7
11516 TURNING HAWK RD,NC,4
2418 CENTRAL AVE,NC,5
540 LAKE LYNN ROAD,NC,4
644 ROANOKE AVENUE,NC,13
115 REGENCY BLVD.,NC,8
200 N WATER ST STE 2A,NC,4
821 WAKE FOREST RD,NC,5
1291 HWY 258 NORTH,NC,8
288 DALE BLEVINS ROAD,NC,4
288 DALE BLEVINS RD,NC,3
135 BAYBERRY TRAIL,NC,6
1940 WEDDINGTON ROAD,NC,5
1777 FOREST PARK DRIVE,AK,7
7920 STATESVILLE BLVD,NC,3
58 SOUTH GRAYSON ST,NC,3
2604 FORT BRAGG RD,NC,6
4716 TREADSTONE COURT,NC,3
2604 FORT BRAGG ROAD,NC,10
2500 GATEWAY CENTRE BLVD SUITE 100,NC,4
5408 BEARDALL STREET,NC,4
709 PENINSULA DRIVE,NC,6
5404 GRANADA HILLS DRIVE,NC,5
1502 S YORK RD,NC,4
11821 EASTFIELD RD,NC,4
302 RIVER DRIVE,NC,17
"9360 GLACIER HWY., SUITE 202",AK,6
209 COMMERCE ST,NC,3
15913 WHITE BARN COURT,NC,4
230 SOUTH MAIN STREET,NC,9
321 S MAIN ST,NC,3
219 CHATHAM SQUARE,NC,4
175 SUNNYNOLL COURT,NC,4
920 PECAN AVENUE SUITE 100,NC,3
5000 FALLS OF NEUSE ROAD SUITE 100,NC,5
4523 PARK RD  STE 201A,NC,41
2455 EMERALD PLACE,NC,3
106 REGENCY BLVD.,NC,8
418 EAST KING STREET,NC,3
70 GIBBS ROAD,NC,3
151 YOUNG DRIVE,NC,6
2000 SOMMERSETT RD SW,NC,3
4020 WESTCHASE BLVD  STE 530,NC,3
23 WATRUS DR,NC,3
2209 HAMRICK DRIVE,NC,7
200 STRATFORD RD,NC,3
7203 GREAT LAUREL DR,NC,3
320 FLATROCK LN,NC,5
4913 PROFESSIONAL COURT,NC,10
10612-D PROVIDENCE RD SUITE 330,NC,3
200 HORVATH RD,NC,3
2311 BINFORD STREET,NC,3
13209-F CAROWINDS BLVD,NC,5
4007-A COUNTRY CLUB ROAD,NC,4
112 NEWTON COURT,NC,3
500 WESTOVER DR,NC,4
6207 GLYNMOOR LAKES DR,NC,3
619 NORTH MAIN STREET,NC,20
8023 WADE GREEN PL,NC,3
4721 YADKIN DRIVE,NC,5
4200 JEFFREY LANE POINT,NC,4
38 SALEM STREET,NC,13
304 N MAIN ST,NC,3
1801 OATLANDS COURT,NC,7
3050 SENNA DR  SUITE A,NC,5
811 NINTH ST.  SUITE 120-129,NC,4
15720 BRIXHAM HILL AVE STE 300,NC,26
131 OVERHILL DRIVE SUITE 116,NC,5
7424 CHAPEL HILL ROAD SUITE 204,NC,3
3318 ANTLER DRIVE,NC,3
7962 HARPER HOUSE ROAD,NC,3
7830 CARELOCK CIR,NC,3
4801 GLENWOOD AVENUE  SUITE 200,NC,16
4801 GLENWOOD AVENUE SUITE 200,NC,30
204 LOYD ROAD,NC,3
236 NORTH BROAD STREET,NC,4
16602 FLYING JIB ROAD,NC,4
125 FOY DRIVE,NC,4
1137 SALEM DRIVE SUITE D,NC,6
251 W. MAIN AVENUE,NC,3
710 ARENDELL STREET,NC,14
4530 PARK RD  SUITE 201,NC,4
6719-C FAIRVIEW RD,NC,3
310 W KIRKFIELD DR,NC,3
6810 OLD PROVIDENCE ROAD,NC,9
1232 SHILOH CHURCH ROAD,NC,6
561 ASHTON LAKE ROAD,NC,4
5203 MAWOOD ST,NC,3
230 E PARK DR,NC,3
4608 CARRIKER ROAD,NC,8
140 AQUA SHED COURT,NC,6
2612 FORTROSE LN,NC,4
2909 ROCKBROOK DR,NC,3
401 E FRANKLIN BLVD,NC,30
405-D PARKWAY DRIVE,NC,5
2208 RETANA DR,NC,11
970 US 70 W,NC,4
102 W 3RD ST STE 200B,NC,4
425 BRIGGS ROAD,NC,3
2709 THORNGROVE COURT SUITE 2,NC,3
4711 TRUSCOTT RD,NC,10
159 WHITE PINE DR,NC,6
3408 SECRETARIAT WAY,NC,4
7009 COPPERLEAF PLACE,NC,3
1959 PEACE HAVEN RD STE 370,NC,3
3541 WINGATE CIRCLE,AK,3
430 JAKE ALEXANDER BLVD W,NC,6
1471 GATEWAY DRIVE,AK,6
5405 CALEB KNOLLS DRIVE,NC,3
216 SEACREST DR,NC,3
9606 BAILEY RD.  SUITE 240,NC,17
3505 WILLOW GROVE COURT,NC,3
902 BERKSHIRE ROAD,NC,3
501 SHEPHERD STREET,NC,4
124 HIGHCLERE LANE,NC,5
3620 LEGION RD,NC,6
2004 SOUTH MIAMI BOULEVARD,NC,7
10191 RAMSEY ST,NC,3
4701 KIA DRIVE,NC,4
1601 WALNUT ST STE 201,NC,10
104 S. RICHARDSHON BLVD. #1416,NC,6
104 S. RICHARDSON BLVD #1416,NC,6
304 EAST JONES STREET,NC,7
55 MIDLAND RD,NC,3
5823 W. GATE CITY BLVD.,NC,8
3808 SMITH FARM RD,NC,3
1024 BROMLEY DRIVE,NC,3
10836 FOX HEDGE RD,NC,3
3503 COUNTRY CLUB ROAD,NC,4
1671 TIMBER RUN DR,NC,3
141 SECRETARIAT DRIVE,NC,4
1300 TUNNEL ROAD,NC,27
60 OLD CLYDE RD #283,NC,4
513 N POLK ST,NC,6
15 JANE JACOBS ROAD  SUITE 102,NC,3
2207 WHITE OAK RD,NC,4
9575 CHAPEL HILL RD,NC,7
2207 WHITE OAK ROAD,NC,12
14628 PROVENCE LANE,NC,5
7 ORCHARD STREET STE 202,NC,4
9720 CARLSON RD,AK,5
PO BOX 582,NC,3
3313 W MAIN ST EXT,NC,3
5855 LUND ST,AK,5
225 EAST FIREWEED LANESUITE 200,AK,3
951 E BOGARD ROADSUITE 101,AK,3
7242 N. PALMER-FISHHOOK RD.,AK,3
7670 RAEFORD ROAD,NC,4
3600 JERDEN THICKET ROAD,NC,3
13 WRIGHT STREET,NC,4
221 HAY STREET,NC,3
2242 CRESCENT AVENUE,NC,7
5400-2 PORTREE PLACE,NC,3
8030 RAEFORD RD,NC,3
911 PAVERSTONE DRIVE  SUITE F,NC,4
4219 CAMP BURTON RD.,NC,9
4601 SIX FORKS ROAD  SUITE 350,NC,3
13521 WILLOW FALLS RD,NC,3
201 NORTH ELM STREET SUITE 201,NC,8
123 LOWERY LANE,NC,3
5842 FARINGDON PLACE SUITE 2,NC,10
2061 E PALMER WASILLA HWY,AK,3
1508 REMOUNT ROAD,NC,9
555 FAYETTEVILLE ST,NC,5
1500 DOUNE STREET,NC,3
1801 FAYETTEVILLE ST,NC,3
400 GILEAD RD #293,NC,5
120 N FRANKLIN ST  SUITE E,NC,8
110-C CINEMA DRIVE,NC,4
2600 CHARLOTTE PLAZA,NC,7
5842 FARINGDON PLACE  SUITE 2,NC,3
7318 NEAL RD,NC,4
4839 BELMAR PLACE RD,NC,3
1207 VERANDAH WAY,NC,4
8512 ROSEDALE DRIVE,NC,6
4321 LASSITER AT NORTH HILLS AVENUE  SUITE 250,NC,14
114 ANNA LEWIS DRIVE,NC,4
100 SILVER BLUFF DRIVE,NC,3
619 HIGHWAY 107 SOUTH,NC,6
522 SOUTH LEXINGTON AVE,NC,6
9809 SADDLE AVE,NC,4
323 RIVERBEND DR,NC,7
371 FARMINGTON ROAD,NC,4
741 DEEP CREEK ROAD,NC,5
3590 GEORGIA ROAD,NC,5
183 CLEMENTS WAY,NC,3
10045 METROMONT INDUSTRIAL BLVD,NC,3
102 EAST QUEEN STREET,NC,7
2 CONSULTANT PLACE,NC,3
642 W KING ST,NC,28
1320 AIRLIE ROAD,NC,6
5009 CINNAMON DRIVE,NC,4
3637 BASON ROAD,NC,3
4942 WINDY HILL DR,NC,7
4601 PARK ROAD SUITE 250,NC,10
2907 PROVIDENCE ROAD  SUITE A303,NC,6
1341 E. MOREHEAD STREET  SUITE 201,NC,5
138 MAYAPPLE TRAIL,NC,3
121 WEST TRADE STREET  SUITE 2550,NC,19
1013 AARON DR,NC,4
121 WEST TRADE STREET SUITE 2550,NC,13
400 EAST BOULEVARD,NC,50
1115 E MOREHEAD ST STE 200,NC,3
401 SOUTH TRYON STREET  SUITE 3000,NC,20
1181 S WESLEYAN BLVD,NC,5
832 ARROWMONT TRAIL,NC,4
7311 WINDALIERE DRIVE,NC,6
3011 HUNTINGTON RIDGE COURT,NC,4
122 E. STONEWALL ST.,NC,7
1435 W MOREHEAD STREET SUITE 125,NC,4
110 SOUTH STRATFORD ROAD,NC,12
2104 SUMMER AZURE WAY,NC,3
1014 WAXHAW INDIAN TRAIL RD,NC,8
3333 DURHAM CHAPEL HILL BLVD SUITE C,NC,4
8203 HENDERSON ROAD,NC,3
212 S TRYON STREET SUITE 1000,NC,3
308 WEST A STREET,NC,6
327 E 4TH STREET,NC,3
1524 CANTERBURY RD,NC,4
1661 CASH ROAD,NC,4
1524 CANTERBURY ROAD,NC,7
4223 FERNCREEK DR,NC,3
5928 OAKWIELDE COURT,NC,3
308 MARTIN LUTHER KING JR. BLVD,NC,3
9700 SOUTHERN PINE BLVD,NC,7
3517 BRIDGEFORD LANE,NC,4
831 ARSENAL AVENUE,NC,3
16507 NORTHCROSS DRIVE SUITE F,NC,3
1001 MILITARY CUTOFF RD STE 204,NC,3
735 BIG TWIG LANE,NC,3
2632 WILLOWDALE LANE,NC,3
3733 NATIONAL DRIVE  SUITE 215,NC,11
4333 TRIPLE CROWN DRIVE,NC,3
1316 LOVINGSTON LANE,NC,4
150 FAYETTEVILLE STREET  SUITE 1400,NC,3
920 SHAWNEEHAW AVE,NC,3
5243 KACHEMAK DRIVE,AK,3
6208 TECHNOLOGY DR,NC,5
601 S. COLLEGE ROAD,NC,5
8601 SIX FORKS RD.  SUITE 400,NC,4
880 N ST STE 202,AK,3
103 TRENT SHORES DRIVE,NC,7
1615 STONESHIRE COURT,NC,3
7 ORCHARD STREET  SUITE 202,NC,7
945 ALPHIN ROAD,NC,7
111 OLD WILLIAMSON ROAD  SUITE 101,NC,5
2510 STAFFORD AVENUE,NC,4
10130 MALLARD CREEK RD STE 300,NC,28
200 FRANCONIA WAY,NC,4
12202 SWEETWATER CIRCLE,AK,4
9360 GLACIER HWY SUITE 202,AK,18
5601 CAPITAL BLVD,NC,29
6203 WESCOTT DRIVE,NC,8
4050 LAKE OTIS PKWY STE 210,AK,3
86 HIGH COUNTRY SQUARE,NC,9
15 WOODLAND RD W,NC,4
101 STEVENS MEMORIAL PLACE,NC,11
1360 PATTON AVE,NC,4
167 E PARK AVE STE 2,AK,20
105 INDEPENDENCE BLVD.,NC,10
211 EAST BOULEVARD,NC,9
2 MILE ZIMOVIA HIGHWAY,AK,3
514 S STRATFORD RD STE 220,NC,4
3820 GARMON MILL ROAD,NC,8
2547 JULIA MAY CIRCLE,AK,5
2303 W MOREHEAD ST SUITE 200,NC,5
4900 OLD SEWARD HWY,AK,5
13424 ALPWEG,AK,3
52 CHURCH STREET,NC,9
4151 DONNELLY LANE,NC,5
1323 SPRUCE STREET,NC,4
4837 CAROLINA BEACH ROAD - SUITE 110,NC,7
4801 E INDEPENDENCE BLVD STE 1000,NC,5
11035 GOLF LINKS DRIVE #78602,NC,4
116 N PERSON STREET,NC,7
7157 BOBBY JEAN ROAD,NC,5
8 BRIERWOOD ROAD,NC,3
11523 GELDING DRIVE,NC,3
28 N ANN STREET,NC,5
111 COMMONWEALTH COURT STE 101,NC,14
3722 BENSON DRIVE,NC,5
81 SAKONNET TRAIL,NC,3
401 SOUTH TRYON ST.  STE. 3000,NC,3
3633 HARDEN RD  STE 102,NC,16
400 PRESCOTT ST,NC,4
214 S MAIN ST,NC,3
8631 SAVANNAH RD,NC,7
2837 SILAS RIDGE RD,NC,3
333 NORTH GREENE STREET SUITE 406,NC,4
4014 OLEANDER DRIVE #102,NC,12
1517 ROCK DOVE WAY,NC,3
790 CARDINAL ROAD,NC,4
8832 BLAKENEY PROFESSIONAL DR SUITE 301,NC,5
420 E LONG AVE,NC,4
3610-B SOUTH COLLEGE RD.,NC,6
6700 FAIRVIEW RD STE 300,NC,6
1350 ENVIRON WAY,NC,47
1418 SQUIRE RIDGE DR,NC,5
205 W WILSON ST,NC,4
400 BELLEMEADE STREET SUITE 800,NC,14
1300 N ARENDELL AVE,NC,3
8378 SIX FORKS RD SUITE 202,NC,3
100 COXE AVE,NC,5
227 W 4TH ST,NC,8
43 DON FELMET ROAD,NC,3
1 PAGE AVENUE SUITE 270,NC,11
151 RED BUG RD,NC,3
7301 CARMEL EXECUTIVE PRK DR SUITE 320,NC,3
3409 UNION GROVE RD,NC,9
202 E. MAIN ST.,NC,4
112 ST CLAIR ROAD,NC,4
230 NORTH ELM STREET SUITE 1500,NC,9
5031 CENTURY DRIVE,NC,3
235 E PENNSYLVANIA AVE,NC,4
9648 CHAPEL HILL ROAD SUITE 100,NC,4
4821 CHARLESTON DR,NC,3
920 DURHAM STREET,NC,24
12900 TROY ST,AK,5
3500 LATROBE DR,NC,3
101 N COLUMBIA ST,NC,10
1115 LAKE WHEELER RD,NC,5
2928 HYBART STREET,NC,11
188 BLACK ANGUS DRIVE,NC,3
1000 NORTHGATE CT,NC,4
190 BROADWAY ST #201,NC,6
2216 GRAHAM PARK DRIVE,NC,4
357 CONCRESCERE PARKWAY,NC,8
102 EAST MAIN STREET,NC,6
2832 ROUNDLEAF CT,NC,5
7804C FAIRVIEW ROAD  STE 142,NC,3
200 RED ANGUS DRIVE,NC,3
3607 RUTH STREET,NC,3
87 GAFFNEY STREET,NC,4
6027 STITT STREET,NC,7
"711 GAFFNEY ROAD, SUITE 202",AK,3
444 TOMAHAWK DR,NC,3
19918 NORTH COVE ROAD,NC,3
1223 WALNUT ST,NC,4
629 L STREETSUITE 101,AK,3
2412 ARTY AVENUE,NC,4
309 S LAUREL AVE,NC,6
701 MANASSAS GAP PL,NC,4
1313 COZY OAK AVENUE,NC,3
104 LOCHBERRY LANE,NC,4
2319 CRESCENT AVE,NC,20
1312 MATTHEWS MINT HILL RD STE 204,NC,8
1012 SHIPPON LANE,NC,5
10955 WINDS CROSSING DRIVE #100,NC,7
710 3RD ST,AK,3
630 N BLOUNT STREET,NC,3
804 KEITHS RD,NC,4
1017 MAIN CAMPUS DRIVE  SUITE 2300,NC,3
1307 PERSON STREET,NC,3
4162 PARKSIDE DR #A,AK,4
314 N GREEN MEADOWS DR STE 100,NC,3
503 WEST MAIN STREET,NC,4
115 N. 3RD STREET  SUITE 301,NC,4
318 MONTELENA PLACE,NC,3
4534 OLD PINEVILLE RD,NC,5
2251 OLD LEXINGTON RD.,NC,3
1590 WESTBROOK PLAZA DRIVE STE 203,NC,42
8406 CRIPPLEGATE TRACE,NC,3
60082 CLARICE WAY,AK,4
73 KENNEDY ROAD ANNEX,NC,3
301 WEST BARBEE CHAPEL ROAD  SUITE 200,NC,11
2530 MIDWAY RD SE,NC,3
701 S. MAIN STREET,NC,4
4701 RIDGEFALL ROAD,NC,3
205 FRASIER STREET,NC,3
525 N TRYON STREET SUITE 1600,NC,7
8322 PINEVILLE MATTHEWS RD STE 602,NC,3
3300 PENINSULA DRIVE,NC,4
3613 GOLFVIEW DR,NC,3
2124 DAUFUSKIE DR,NC,3
1979 EASTWOOD ROAD SUITE 101,NC,3
3175 COLLEGE ROAD SUITE 1,AK,5
230 N ELM ST STE 2000,NC,14
3605 GLENWOOD AVENUE  SUITE 445,NC,31
613 MISTY ISLE PLACE,NC,3
212 S. TRYON ST. STE. 800,NC,5
522 SOUTH LEXINGTON AVENUE,NC,14
123 HOLBROOK ST,NC,4
1511 BRENTWOOD PL,NC,4
2804 W 35TH AVE.,AK,3
5556 BRAXTON ROAD,NC,4
1400 W. BENSON BLVD STE 370,AK,6
1102 CELANDINE DRIVE,NC,3
2314 S. MIAMI BLVD  STE 151,NC,11
5420 WINDING VIEW LANE,NC,5
3705 ARCTIC BLVD,AK,3
6012 BAYFIELD PARKWAY #102,NC,3
910 W. KING STREET,NC,21
177 HOUSTON CIRCLE,NC,3
81 SAKONNET TR,NC,3
10801 MONROE ROAD SUITE #100,NC,3
15416 BARNSBURY DR,NC,8
2100 STALLINGS DRIVE,NC,4
3012 HIGHWOODS BLVD SUITE 201,NC,4
110 SOUTH STRATFORD ROAD  5TH FLOOR,NC,11
144 TWIN SISTERS LN.,NC,3
401 HARRISON OAKS BLVD STE 135,NC,15
324 PINE STREET,NC,5
1202 COLTON CREEK RD,NC,3
1241 PRINCETON AVE,NC,3
144 TWIN SISTERS LANE,NC,11
5700 SIX FORKS ROAD  SUITE 201,NC,5
1914 E US 70 HWY,NC,7
907 DOMINION HILL DR,NC,4
13832 ARBORETUM ST,AK,15
1811 SARDIS ROAD NORTH SUITE 207,NC,9
2145 MCCLINTOCK RD #112,NC,46
4959 HOME ROAD,NC,4
107 DUNCROFT CT,NC,11
2208 1ST AVE SW,NC,5
126 SOUTH MAIN STREET,NC,3
3215 GUESS RD  STE 207,NC,3
13300 DURANT ROAD,NC,3
4761 NC HWY 33 E  SUITE A,NC,13
3129 SPRINGBANK LANE  SUITE 201,NC,9
7412 CHAPEL HILL RD,NC,4
3749 TEA OLIVE RD,NC,3
5221 PATUXENT DRIVE,NC,5
201 N. ELM STREET  SUITE 201,NC,3
2557 RAVENHILL DRIVE STE 1-C,NC,7
12225 SUTTERS HILL COURT,NC,3
224 EAST HOLDING AVE #2177,NC,3
4740 DWIGHT EVANS RD STE I & J,NC,5
1998 HENDERSONVILLE RD  UNIT 25,NC,3
2717 GROSS AVE,NC,3
615 S COLLEGE ST,NC,4
6100 HOLLOW VIEW COURT,NC,3
2695 BROOKE MEADOWS DR,NC,3
20 WRIGHTS ALLEY,NC,5
301 N ELM STREET  STE 800,NC,4
7006 ERIN COURT,NC,4
3447 ROBINHOOD ROAD,NC,7
3107 S EVANS ST STE B,NC,3
113 RAPHAEL DRIVE,NC,4
508 SAINT LUCIA CT,NC,18
"9309 GLACIER HWY, STE A201",AK,3
10 RIDGE RD UNIT 1018,NC,5
10000 BERKELEY FOREST LANE,NC,3
261 HEDRICK DRIVE,NC,4
122 LONG COVE LANE,NC,3
4203 BAHAMA ROAD,NC,3
13001 GENERAL DRIVE,NC,5
4709 W AMANDA DR,AK,3
1109 7TH ST NE,NC,3
4530 JADE DR,AK,3
9216 CORNWELL DRIVE,NC,3
3015 MAPLEWOOD AVE,NC,4
1100 PERIMETER PARK DRIVE SUITE 112,NC,4
701 EAST BROAD STREET,NC,5
144 SOUTH ST,NC,4
722 NEW BRIDGE ST,NC,3
301 E MAIN STREET,NC,19
4000 WESTCHASE BLVD STE 400,NC,3
401 S TRYON ST STE 3000,NC,4
345 WINDSOR RD,NC,4
