name,ccn,homepage_url,state_code,street,city,state,zip,beds,telephone
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,https://www.texashealth.org/locations/texas-health-cleburne,TX,201 Walls Drive,Cleburne,TX,76033,75,(817) 641-2551
SUMNER REGIONAL MEDICAL CENTER,440003,https://www.mysumnermedical.com/sumner-regional-medical-center,TN,555 Hartsville Pike,Gallatin,TN,37066,167,(615) 328-8888
OCHSNER MEDICAL CENTER-HANCOCK,250162,https://www.ochsner.org/locations/ochsner-medical-center-hancock,MS,149 Drinkwater Boulevard,Bay Saint Louis,MS,39520,49,(228) 220-5200
ADVENTIST HEALTH MENDOCINO COAST,051325,https://www.adventisthealth.org/mendocino-coast/,CA,700 River Drive,Fort Bragg,CA,95437,25,(707) 961-1234
SALEM TOWNSHIP HOSPITAL,141345,https://salemtownhosp.com/,IL,1201 Ricker Drive,Salem,IL,62881,25,(618) 548-3194
RELIANT REHABILITATION HOSPITAL OF CENTRAL TEXAS,673032,https://www.encompasshealth.com/roundrockrehab,TX,1400 Hesters Crossing,Round Rock,TX,78681,75,(512) 244-4400
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FRANKL,443035,https://www.encompasshealth.com/franklinrehab,TN,1000 Physicians Way,Franklin,TN,37067,40,(615) 721-4000
PHYSICIANS' MEDICAL CENTER LLC,150172,https://www.pmcindiana.com,IN,4023 Reas Lane,New Albany,IN,47150,10,(812) 206-7660
SAGEWEST HEALTH CARE,530008,https://www.sagewesthealthcare.com/riverton,WY,2100 West Sunset Drive,Riverton,WY,82501,141,(307) 856-4161
ADVENTHEALTH CARROLLWOOD,100069,https://www.adventhealth.com/hospital/adventhealth-carrollwood,FL,7171 North Dale Mabry Highway,Tampa,FL,33614,103,(813) 932-2222
COMMUNITY REGIONAL MEDICAL CENTER,050060,https://www.communitymedical.org/CMC/Community-Regional-Medical-Center/,CA,2823 Fresno Street,Fresno,CA,93721,851,(559) 459-6000
ST JOSEPH MEDICAL CENTER,500108,https://www.chifranciscan.org/st-joseph-medical-center.html,WA,1717 South J Street,Tacoma,WA,98405,328,(253) 426-4101
COOPERSTOWN MEDICAL CENTER,351306,https://coopermc.com/,ND,1200 Roberts Avenue Northeast,Cooperstown,ND,58425,18,(701) 797-2221
PARADISE VALLEY HOSPITAL,050024,https://www.paradisevalleyhospital.net,CA,2400 East Fourth Street,National City,CA,91950,291,(619) 470-4321
MULTICARE DEACONESS HOSPITAL,500044,https://www.multicare.org/location/deaconess-hospital/,WA,800 West Fifth Avenue,Spokane,WA,99204,279,(509) 458-5800
MERCY HEALTH - CLERMONT HOSPITAL,360236,https://www.mercy.com/locations/hospitals/cincinnati/mercy-health-clermont-hospital,OH,3000 Hospital Drive,Batavia,OH,45103,165,(513) 732-8200
JORDAN VALLEY MEDICAL CENTER,460051,https://www.jordanvalleymc.org,UT,3580 West 9000 South,West Jordan,UT,84088,303,(801) 561-8888
HARLINGEN MEDICAL CENTER,450855,https://www.harlingenmedicalcenter.com/,TX,5501 South Expressway 77,Harlingen,TX,78550,112,(956) 365-1000
MALVERN BEHAVIORAL HEALTH,394057,https://www.malvernbh.com/,PA,1930 South Broad Street 4th Floor,Philadelphia,PA,19145,0,(610) 480-8919
BAYLOR SCOTT & WHITE MEDICAL  CENTER - TEMPLE,450054,https://www.bswhealth.com/locations/temple/,TX,2401 South Thirty First Street,Temple,TX,76508,634,(254) 724-2111
BAPTIST HEALTH PADUCAH,180104,https://www.baptisthealth.com/paducah/,KY,2501 Kentucky Avenue,Paducah,KY,42003,227,(270) 575-2100
"SUMMIT SURGICAL, LLC",170198,https://summitks.com,KS,1818 East 23rd Avenue,Hutchinson,KS,67502,10,(620) 662-6000
SOLARA SPECIALTY HOSPITAL MCALLEN,452095,https://www.chghospitals.com/location/solara-specialty-hospitals-mcallen/,TX,"301 West Expressway 83, 8th Floor",McAllen,TX,78503,53,(956) 632-4880
JOHN DEMPSEY HOSPITAL,070036,https://health.uconn.edu/plan-your-visit/locations-and-directions/uconn-john-dempsey-hospital,CT,100 Hospital Drive,Farmington,CT,06030,156,(860) 679-2000
PRISMA HEALTH LAURENS COUNTY HOSPITAL,420038,https://prismahealth.org/locations/hospitals/laurens-county-hospital,SC,"22725 Hwy. 76 East,",Clinton,SC,29325,38,(864) 833-9100
MON HEALTH MARION,510093,https://www.monhealthmarion.com,WV,140 Middletown Loop,Whitehall,WV,26554,0,(304) 333-1150
PENN HIGHLANDS CLEARFIELD,390052,https://www.phhealthcare.org/location/hospitals/penn-highlands-clearfield-2,PA,809 Turnpike Avenue,Clearfield,PA,16830,50,(814) 765-5341
BROUGHTON HOSPITAL,344025,https://www.ncdhhs.gov/divisions/state-operated-healthcare-facilities/facilities/broughton-hospital,NC,1000 South Sterling Street,Morganton,NC,28655,382,(828) 608-4000
PRESENCE MERCY MEDICAL CENTER,140174,https://healthcare.ascension.org/locations/illinois/ilchi/aurora-ascension-mercy,IL,1325 North Highland Avenue,Aurora,IL,60506,258,(630) 859-2222
VA HOSP,33016F,https://www.va.gov/bronx-health-care/locations/james-j-peters-department-of-veterans-affairs-medical-center/,NY,130 West Kingsbridge Road,Bronx,NY,10468,0,(718) 584-9000
BUCKTAIL MEDICAL CENTER,391304,https://bucktailmedicalcenter.org/,PA,1001 Pine Street,Renovo,PA,17764,59,(570) 923-1000
OSS ORTHOPAEDIC HOSPITAL,390325,https://osshealth.com/locations/oss-orthopaedic-hospital,PA,1861 Powder Mill Road,York,PA,17402,30,(717) 718-2000
FAXTON-ST LUKE'S HEALTHCARE,330044,https://mvhealthsystem.org/location/st-lukes-campus,NY,1656 Champlin Avenue,Utica,NY,13502,288,(315) 624-8600
WILLIAM W BACKUS HOSPITAL,070024,https://backushospital.org/,CT,326 Washington Street,Norwich,CT,06360,183,(860) 889-8331
SULLIVAN COUNTY COMMUNITY HOSPITAL,151327,https://www.schosp.com/,IN,2200 North Section Street,Sullivan,IN,47882,25,(812) 268-4311
CACHE VALLEY  HOSPITAL,460054,https://mountainstar.com/locations/cache-valley-hospital/,UT,2380 North 400 East,North Logan,UT,84341,28,(435) 713-9700
WALKER BAPTIST MEDICAL CENTER,010089,https://www.brookwoodbaptisthealth.com/location/detail/walker-baptist-medical-center,AL,3400 US Highway 78 East,Jasper,AL,35501,259,(205) 387-4000
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,https://www.ihs.gov/greatplains/healthcarefacilities/cheyenneriver/,SD,24276 166th Street Airport Road,Eagle Butte,SD,57625,8,(605) 964-7724
ANDREW MCFARLAND MENTAL HLTH CTR,144021,https://www.dhs.state.il.us/page.aspx?item=36242,IL,901 Southwind Drive,Springfield,IL,62703,142,(217) 786-6994
FORT LOUDON MEDICAL CENTER,440110,https://www.ftloudoun.com/fort-loudoun-medical-center/,TN,550 Fort Loudoun Medical Center Drive,Lenoir City,TN,37772,30,(865) 271-6000
ATRIUM HEALTH NAVICENT REHABILITATION HOSPITAL,113029,https://www.navicenthealth.org/service-centers,GA,3351 Northside Drive,Macon,GA,31210,58,(478) 201-6500
MUSC HEALTH COLUMBIA MEDICAL CENTER DOWNTOWN,420026,https://muschealth.org/columbia-medical-center-downtown,SC,2435 Forest Drive,Columbia,SC,29204,332,(843) 792-1414
GREAT FALLS CLINIC HOSPITAL,270086,https://www.gfclinic.com/location/great-falls-clinic-hospital/,MT,3010 15th Avenue south,Great Falls,MT,59405,20,(406) 216-8000
HCA FLORIDA NORTH FLORIDA HOSPITAL,100204,https://www.hcafloridahealthcare.com/locations/north-florida-hospital,FL,6500 Newberry Road,Gainesville,FL,32605,441,(352) 333-4000
RAPPAHANNOCK GENERAL HOSPITAL,491308,https://bonsecours.com/richmond/find-a-facility/rappahannock-general-hospital,VA,101 Harris Road,Kilmarnock,VA,22482-1449,35,(804) 435-8000
FRANKFORT REGIONAL MEDICAL CENTER,180127,https://frankfortregional.com/,KY,299 Kings Daughters Drive,Frankfort,KY,40601,124,(502) 875-5240
KINGWOOD EMERGENCY HOSPITAL,670285,https://kingwood247er.com/,TX,23330 US-59,Kingwood,TX,77339,6,(832) 777-6165
ELECTRA MEMORIAL HOSPITAL,451343,https://www.electrahospital.com,TX,1207 South Bailey Street,Electra,TX,76360,19,(940) 495-3981
SPRINGFIELD HOSPITAL,471306,https://www.springfieldhospital.org,VT,25 Ridgewood Road,Springfield,VT,05156,35,(802) 885-2151
MERCY HEALTH-ANDERSON HOSPITAL,360001,https://www.mercy.com/locations/hospitals/cincinnati/mercy-health-anderson-hospital,OH,7500 State Road,Cincinnati,OH,45255,230,(513) 624-4500
MELROSEWAKEFIELD HEALTHCARE,220070,https://www.melrosewakefield.org/locations/lawrence-memorial-hospital-medford/,MA,170 Governors Avenue,Medford,MA,02155,216,(781) 306-6000
NICKLAUS CHILDREN'S HOSPITAL,103301,https://www.nicklauschildrens.org/home,FL,3100 Southwest 62nd Avenue,Miami,FL,33155,277,(305) 666-6511
PUNXSUTAWNEY AREA HOSPITAL,390199,https://www.pah.org,PA,81 Hillcrest Drive,Punxsutawney,PA,15767,46,(814) 938-1800
THE CARLE FOUNDATION HOSPITAL,140091,https://carle.org/locations/carle-foundation-hospital,IL,611 West Park Street,Urbana,IL,61801,453,(217) 383-3311
MEMPHIS MENTAL HEALTH INSTITUTE,444001,https://www.tn.gov/behavioral-health/hospitals/memphis.html,TN,951 Court Avenue,Memphis,TN,38103,55,(901) 577-1800
ASPEN VALLEY HOSPITAL,061324,https://www.aspenhospital.org/,CO,401 Castle Creek Road,Aspen,CO,81611,25,(970) 925-1120
MEDSTAR SAINT MARY'S HOSPITAL,210028,https://www.medstarhealth.org/locations/medstar-st-marys-hospital,MD,25500 Point Lookout Road,Leonardtown,MD,20650,93,(301) 475-8981
FLOWERS HOSPITAL,010055,https://www.flowershospital.com/hospitals,AL,4370 West Main Street,Dothan,AL,36305,204,(334) 793-5000
CENTRA SPECIALTY HOSPITAL,492010,https://www.centraspecialtyhospital.com,VA,"3300 Rivermont Avenue, 5th Floor",Lynchburg,VA,24503,36,(434) 200-1960
DECATUR COUNTY HOSPITAL,171352,https://www.decaturhealth.org/,KS,810 West Columbia Street,Oberlin,KS,67749,18,(785) 475-2208
WYOMING COUNTY COMMUNITY HOSPITAL,330008,https://www.wcchs.net/,NY,400 North Main Street,Warsaw,NY,14569,197,(585) 786-2233
ASCENSION SETON WILLIAMSON,670041,https://healthcare.ascension.org/locations/texas/txaus/round-rock-ascension-seton-williamson,TX,201 Seton Parkway,Round Rock,TX,78665,143,(512) 324-4000
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,050770,https://murrieta.lluh.org/,CA,28062 Baxter Road,Murrieta,CA,92563,111,(951) 290-4000
PHILADELPHIA VA MEDICAL CENTER,39009F,https://www.va.gov/philadelphia-health-care/locations/corporal-michael-j-crescenz-department-of-veterans-affairs/,PA,3900 Woodland Avenue,Philadelphia,PA,19104,0,(215) 823-5800
MONUMENT HEALTH RAPID CITY HOSPITAL,430077,https://directory.monument.health/facility/sd/rapid-city/353-fairmont-boulevard-6671503,SD,353 Fairmont Boulevard,Rapid City,SD,57701,401,(605) 755-1000
UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL,363039,https://www.uhhospitals.org/locations/uh-avon-rehabilitation-hospital,OH,37900 Chester Road,Avon,OH,44011,50,(440) 695-7100
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,https://www.goodsamhosp.org/,NY,255 Lafayette Avenue,Suffern,NY,10901,286,(845) 368-5000
CHI HEALTH SCHUYLER,281323,https://www.chihealth.com/en/location-search/schuyler.html,NE,104 West 17th Street,Schuyler,NE,68661,25,(402) 352-2441
MITCHELL COUNTY HOSPITAL DISTRICT,451342,https://www.mitchellcountyhospital.com/,TX,997 West Interstate 20,Colorado City,TX,79512,25,(325) 728-3431
TWIN CITY MEDICAL CENTER,361302,https://www.trinitytwincity.org/,OH,819 North First Street,Dennison,OH,44621,25,(740) 922-2800
BLECKLEY MEMORIAL HOSPITAL,111302,https://bleckleymemorial.com/,GA,145 East Peacock Street,Cochran,GA,31014,15,(478) 934-6211
NORTHERN REGIONAL HOSPITAL,340003,https://wearenorthern.org/,NC,830 Rockford Street,Mount Airy,NC,27030,133,(336) 719-7000
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,https://lovelace.com/location/lovelace-regional-hospital,NM,117 East 19th Street,Roswell,NM,88201,27,(575) 627-7000
PROHEALTH WAUKESHA MEMORIAL HOSPITAL,520008,https://www.prohealthcare.org/locations/profile/hospital-waukesha-memorial/,WI,725 American Avenue,Waukesha,WI,53188,262,(262) 928-1000
HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,330004,https://www.hahv.org/broadway-campus-visitor-information,NY,396 Broadway,Kingston,NY,12401,147,(845) 331-3131
HARRY S TRUMAN MEMORIAL VETERANS HOSPITAL,26023F,https://www.va.gov/columbia-missouri-health-care/locations/harry-s-truman-memorial-veterans-hospital/,MO,800 Hospital Drive,Columbia,MO,65201,0,(573) 814-6000
MORRILL COUNTY COMMUNITY HOSPITAL,281318,https://www.morrillcountyhospital.com/,NE,1313 S Street,Bridgeport,NE,69336,20,(308) 262-1616
ADVENTHEALTH MURRAY,110050,https://www.adventhealth.com/hospital/adventhealth-murray,GA,707 Old Dalton Ellijay Road,Chatsworth,GA,30705,29,(706) 695-4564
CORNERSTONE SPECIALTY HOSPITALS SOUTHWEST LOUISIAN,192013,https://www.chghospitals.com/location/cornerstone-specialty-hospitals-southwest-louisiana/,LA,524 Doctor Michael Debakey Drive 3rd Floor,Lake Charles,LA,70601,28,(337) 310-6000
MEADE DISTRICT HOSPITAL,171321,https://avhealthsystem.com/facilities/meadedistricthospital/,KS,510 East Carthage Street,Meade,KS,67864,20,(620) 873-2141
UPMC KANE,390104,https://www.kanecommunityhospital.com,PA,4372 Route 6,Kane,PA,16735,31,(814) 837-8585
IRAAN GENERAL HOSPITAL,451307,https://www.igh-hospital.com/getpage.php?name=index,TX,600 Hwy 349 North,Iraan,TX,79744,14,(432) 639-2575
PELHAM MEDICAL CENTER,420103,https://www.spartanburgregional.com/locations/pelham-medical-center/,SC,250 Westmoreland Road,Greer,SC,29651,48,(864) 530-6000
HELEN KELLER MEMORIAL HOSPITAL,010019,https://www.helenkeller.com/,AL,1300 South Montgomery Avenue,Sheffield,AL,35660,172,(256) 386-4196
WAKEMED,340173,https://www.wakemed.org/location/cary-hospital,NC,1900 Kildaire Farm Road,Cary,NC,27518,203,(919) 350-8000
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,670044,https://www.texashealth.org/Locations/texas-health-rockwall,TX,3150 Horizon Road,Rockwall,TX,75032,53,(469) 698-1000
PARRISH MEDICAL CENTER,100028,https://www.parrishhealthcare.com/about-us/,FL,951 North Washington Avenue,Titusville,FL,32796,210,(321) 268-6111
COPLEY HOSPITAL,471305,https://www.copleyvt.org,VT,528 Washington Highway,Morrisville,VT,05661,25,(802) 888-8888
MISSISSIPPI METHODIST REHAB CTR,250152,https://www.methodistonline.org,MS,1350 East Woodrow Wilson,Jackson,MS,39216,124,(601) 981-2611
PLATEAU MEDICAL CENTER,511317,https://www.plateauhealth.com,WV,430 Main Street,Oak Hill,WV,25901,25,(304) 469-8600
BAYLOR REGIONAL MEDICAL CENTER AT PLANO,450890,https://www.bswhealth.com/locations/plano-hospital,TX,4700 Alliance Boulevard,Plano,TX,75093,160,(469) 814-2000
SANFORD JACKSON MEDICAL CENTER,241315,https://www.sanfordhealth.org/locations/sanford-jackson-medical-center,MN,1430 North Highway,Jackson,MN,56143,14,(507) 847-2420
MT EDGECUMBE HOSPITAL,021314,https://searhc.org/service/hospital-services/,AK,222 Tongass Drive,Sitka,AK,99835,27,(907) 966-2411
NORTH ARKANSAS REGIONAL MEDICAL CENTER,040017,https://www.narmc.com/,AR,620 North Main,Harrison,AR,72601,134,(870) 414-4000
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,https://healthlocations.ucsd.edu/san-diego/200-w.-arbor-drive-7000-02002,CA,200 West Arbor Drive,San Diego,CA,92103,751,(858) 657-7000
DESOTO REGIONAL HEALTH SYSTEM,190118,https://www.desotoregional.com,LA,207 Jefferson Street,Mansfield,LA,71052,34,(318) 872-4610
GEISINGER JERSEY SHORE HOSPITAL,391300,https://www.geisinger.org/patient-care/find-a-location/geisinger-jersey-shore-hospital,PA,1020 Thompson Street,Jersey Shore,PA,17740,25,(570) 398-0100
KAUAI VETERANS MEMORIAL HOSPITAL,121300,https://kauai.hhsc.org/facilities/kauai-veterans-memorial-hospital-kvmh/,HI,4643 Waimea Canyon Road,Waimea,HI,96796,45,(808) 338-9431
BAY PARK COMMUNITY HOSPITAL,360259,https://www.promedica.org/location/promedica-bay-park-hospital,OH,2801 Bay Park Drive,Oregon,OH,43616,77,(419) 690-7900
HOLLAND COMMUNITY HOSPITAL,230072,https://www.hollandhospital.org/hh/home.aspx,MI,602 Michigan Avenue,Holland,MI,49423,189,(616) 392-5141
MERIT HEALTH WESLEY,250094,https://www.merithealthwesley.com,MS,5001 Hardy Street,Hattiesburg,MS,39402,165,(601) 268-8000
GENOA COMMUNITY HOSPITAL,281312,https://www.genoamedical.org/getpage.php?name=mission&sub=About%20Us,NE,706 Ewing Avenue,Genoa,NE,68640,19,(402) 993-2283
THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,450002,https://www.thehospitalsofprovidence.com/locations/detail/memorial-campus,TX,2001 North Oregon Street,El Paso,TX,79902,318,(915) 577-6011
LAKE CHELAN COMMUNITY HOSPITAL,501334,https://lakechelanhealth.org/,WA,503 East Highland Avenue,Chelan,WA,98816,25,(509) 682-3300
RIVERWOODS BEHAVIORAL HEALTH SYSTEM,114035,https://www.riverwoodsbehavioral.com/,GA,223 Medical Center Drive,Riverdale,GA,30274,203,(770) 991-8500
SPECTRUM HEALTH KELSEY HOSPITAL,231317,https://www.spectrumhealth.org/locations/kelsey-hospital,MI,418 Washington Avenue,Lakeview,MI,48850,43,(989) 352-7211
CHRISTUS SANTA ROSA MEDICAL CENTER,450237,https://www.christushealth.org/locations/santa-rosa-hospital-medical-center,TX,2827 Babcock Road,San Antonio,TX,78229,367,(210) 705-6300
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,240166,https://mayoclinichealthsystem.org/locations/fairmont,MN,800 Medical Center Drive,Fairmont,MN,56031,55,(507) 618-5833
CEDAR RIDGE BEHAVIORAL HOSPITAL,374023,https://www.cedarridgebhs.com,OK,6501 Northeast 50th Street,Oklahoma City,OK,73141,116,(405) 605-6111
"POTOMAC VALLEY HOSPITAL OF WV, INC",511315,https://wvumedicine.org/potomac-valley-hospital/,WV,100 Pin Oak Lane,Keyser,WV,26726,25,(304) 597-3500
KAISER FOUNDATION HOSPITAL,050510,https://thrive.kaiserpermanente.org/care-near-you/northern-california/sanrafael/locations/san-rafael-medical-offices/,CA,99 Montecillo Road,San Rafael,CA,94903,116,(415) 444-2000
EMANUEL MEDICAL CENTER,050179,https://www.emanuelmedicalcenter.org,CA,825 Delbon Avenue,Turlock,CA,95382,209,(209) 664-2790
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,053034,https://www.encompasshealth.com/tustinrehab,CA,14851 Yorba Street,Tustin,CA,92780,48,(714) 832-9200
NOVANT HEALTH NEW HANOVER REGIONAL MEDICAL CENTER,340141,https://www.nhrmc.org/locations/novant-health-new-hanover-regional-medical-center,NC,2131 South 17th Street,Wilmington,NC,28401,800,(910) 667-7000
LANE COUNTY HOSPITAL,171303,https://www.lanecountyhospital.com/?sub=Home,KS,235 West Vine,Dighton,KS,67839,25,(620) 397-5321
ST CLAIR HOSPITAL,390228,https://www.stclair.org,PA,1000 Bower Hill Road,Pittsburgh,PA,15243,322,(412) 942-4000
ARIZONA SPINE AND JOINT HOSPITAL,030107,https://www.azspineandjoint.com,AZ,4620 East Baseline Road,Mesa,AZ,85206,23,(480) 832-4770
WHITE RIVER MEDICAL CENTER,040119,https://www.whiteriverhealthsystem.com/,AR,1710 Harrison Street,Batesville,AR,72501,201,(870) 262-1200
LEHIGH VALLEY HOSPITAL - HAZLETON,390185,https://www.lvhn.org/locations/lehigh-valley-hospital-hazleton,PA,700 East Broad Street,Hazleton,PA,18201,150,(570) 501-4000
RIO GRANDE REGIONAL HOSPITAL,450711,https://riohealth.com/,TX,101 East Ridge Road,McAllen,TX,78503,320,(956) 632-6000
SAME DAY SURGERY CENTER LLC,430093,https://www.samedaysurgerycenter.org/,SD,651 Cathedral Drive,Rapid City,SD,57701,6,(605) 755-9900
BANNER CASA GRANDE MEDICAL CENTER,030016,https://www.bannerhealth.com/locations/casa-grande/banner-casa-grande-medical-center,AZ,1800 East Florence Boulevard,Casa Grande,AZ,85122,141,(520) 381-6300
CENTURA ST ANTHONY HOSPITAL,060015,https://www.centura.org/location/st-anthony-hospital,CO,11600 West Second Place,Lakewood,CO,80228,237,(720) 321-0000
STEWARD REGIONAL MEDICAL CENTER,100291,https://melbourneregional.org/,FL,250 North Wickham Road,Melbourne,FL,32935,96,(321) 752-1200
PLAINS REGIONAL MEDICAL CENTER,320022,https://plains-regional-medical-center.phs.org/Pages/default.aspx,NM,"2100 Dr. Martin Luther King, Jr. Boulevard",Clovis,NM,88101,106,(575) 769-2141
"MATHENY SCHOOL & HOSPITAL, THE",312014,https://matheny.org/hospital/,NJ,65 Highland Avenue,Peapack,NJ,07977,101,(908) 234-0011
SAMARITAN ALBANY GENERAL HOSPITAL,380022,https://www.samhealth.org/find-a-location/s/samaritan-albany-general-hospital,OR,1046 Southwest Sixth Avenue,Albany,OR,97321,67,(541) 812-4000
"COMMUNITY MEMORIAL HOSPITAL, INC",331316,https://www.communitymemorial.org,NY,150 Broad Street,Hamilton,NY,13346,25,(315) 824-1100
GUTHRIE COUNTY HOSPITAL,161314,https://guthriecountyhospital.org,IA,710 North 12th Street,Guthrie Center,IA,50115,25,(641) 332-2201
ST FRANCIS MEDICAL CENTER,310021,https://www.stfrancismedical.org,NJ,601 Hamilton Avenue,Trenton,NJ,08629,134,(609) 599-5000
CUMBERLAND MEDICAL CENTER,440009,https://www.cmchealthcare.org,TN,421 South Main Street,Crossville,TN,38555,86,(931) 484-9511
SAUK PRAIRIE HOSPITAL,520095,https://www.saukprairiehealthcare.org/,WI,260 26th Street,Prairie du Sac,WI,53578,36,(608) 643-3311
BILLINGS CLINIC HOSPITAL,270004,https://www.billingsclinic.com,MT,2800 Tenth Avenue North,Billings,MT,59107,333,(406) 238-2500
AULTMAN HOSPITAL,360084,https://aultman.org/#/,OH,2600 Sixth Street Southwest,Canton,OH,44710,476,(330) 452-9911
SKY RIDGE MEDICAL CENTER,060112,https://healthonecares.com/locations/sky-ridge/,CO,10101 RidgeGate Parkway,Lone Tree,CO,80124,274,(720) 225-1000
