Department Description,ChargeID,ChargeDesc,RevCode,Price,CPT_CODE,De-Identified Minimum Outpatient Allowable Rate,De-Identified Maximum Outpatient Allowable Rate,Medicare Outpatient Allowable Rate,Blue Cross Outpatient Allowable Rate,United Healthcare Outpatient Allowable Rate,Corizon Outpatient Allowable Rate,WPPA Outpatient Allowable Rate,Coventry Outpatient Allowable Rate
Purchasing,3250150,PCA PUMP PER MONTH,270,$543.50,E0781   ,$0.00,$516.33,$293.49,$0.00,$516.33,$277.19,$380.45,$516.33
Emergency Dept Pro-Fees,367938,"PF REMOVE FB EYELID, EMBEDDED",982,$0.00,67938,$0.00,$343.00,$0.00,$343.00,$0.00,$0.00,$180.58,$0.00
Emergency Dept Pro-Fees,377080,PF DEXA BONE DENSITY SCAN AXIAL,982,$0.00,77080,$0.00,$196.00,$0.00,$196.00,$0.00,$0.00,$11.28,$0.00
Purchasing,3250145,NEO PUFF CIRCUIT,270,$18.00,,$0.00,$17.10,$9.72,$0.00,$17.10,$9.18,$12.60,$17.10
Purchasing,3259244,"""NUGAUZE PLAIN 2""""""",270,$9.00,,$0.00,$8.55,$4.86,$0.00,$8.55,$4.59,$6.30,$8.55
Pharmacy,4800578,PO LANSOPRAZOLE CAP 15 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Radiology,3701270,ISOTOPE - RENAL FUNCTION (MAG3),343,$0.00,A9562   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3552672,RL TC SURGICAL PATH LEVEL 1,310,$126.00,88300,$0.00,$119.70,$68.04,$0.00,$119.70,$64.26,$37.01,$119.70
Treatment Room,3320600,"TR INCISION & REMOVAL FB, SIMPLE",761,"$1,566.00",10120,$518.76,"$1,487.70",$845.64,"$1,065.00","$1,487.70",$798.66,$518.76,"$1,487.70"
Physical Therapy,3950688,PT EVALUATION HIGH COMPLEXITY 45 MIN,424,$0.00,97163,$0.00,$119.41,$0.00,$119.41,$0.00,$0.00,$0.00,$0.00
Medical Clinic,12035,INTERMED REPAIR TRUNK 12.6-20CM,521,$891.00,12035,$454.41,"$1,806.00",$481.14,"$1,806.00",$846.45,$454.41,$518.76,$846.45
Purchasing,3251928,TAB-TOP CONTAINER,270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Medical Clinic,19120,EXCISION CYST BREAST,521,"$1,330.00",19120,$678.30,"$4,736.61",$718.20,"$2,355.00","$1,263.50",$678.30,"$4,736.61","$1,263.50"
Treatment Room,3320062,TR EXC BENIGN LESION TRUNK 1.1-2.0CM,761,"$1,293.00",11402,$659.43,"$1,228.35",$698.22,$879.00,"$1,228.35",$659.43,$932.96,"$1,228.35"
Emergency Room,3300197,APPLICATION LONG LEG SPLINT,450,$243.00,29505,$123.93,$230.85,$131.22,$228.00,$230.85,$123.93,$211.77,$230.85
Pharmacy,4810008,INFLUENZA VAC HIGH DOSE INJ 0.5 ML > 65,636,$0.00,90662,$0.00,$70.15,$0.00,$70.15,$0.00,$0.00,$0.00,$0.00
Ultrasound,37376820,US UMBILICAL ARTERY DOPPLER,402,$0.00,76820,$0.00,$163.46,$0.00,$0.00,$0.00,$0.00,$163.46,$0.00
Pharmacy,4800239,PO DOXAZOSIN MESYLATE TAB 4 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3553340,"RL CULTURE, PRESUMPTIVE ID",300,$64.00,87088,$0.00,$60.80,$34.56,$0.00,$60.80,$32.64,$0.00,$60.80
Pharmacy,4801207,INJ HYDROXYPROGESTERONE 250MG PER ML,636,$0.00,J1729   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800982,INJ DAPTOMYCIN IV 500 MG,636,$0.00,J0878   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,46250,"HEMORRHOIDECTOMY, EXT 2+ COLUMNS",521,$0.00,46250,$0.00,"$3,665.09",$0.00,"$3,188.00",$0.00,$0.00,"$3,665.09",$0.00
Laboratory,3552581,LB RENAL FUNCTION PANEL,300,$139.00,80069,$0.00,$132.05,$75.06,$0.00,$132.05,$70.89,$0.00,$132.05
Pharmacy,4801218,PROCARDIA 10MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,23650,SHOULDER DISLOCATION W/O ANESTHESIA,521,"$1,137.00",23650,$309.29,"$1,080.15",$613.98,$889.00,"$1,080.15",$579.87,$309.29,"$1,080.15"
Treatment Room,3320330,TR IV HYDRATION SUBSEQUENT EA ADD 60MIN,761,$194.00,96361,$60.00,$184.30,$104.76,$132.00,$184.30,$98.94,$60.00,$184.30
Surgery,3064633,Destroy cerv/thor facet jnt,982,$464.39,64633,$0.00,$441.17,$250.77,$0.00,$441.17,$236.84,$344.82,$441.17
Pharmacy,4800255,PO HYDROMORPHONE TAB 2 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558767,RL HLA B27,300,$0.00,86812,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Radiology,3700730,XR SINUSES - MINIMUM 3 VIEWS,320,$0.00,70220,$0.00,$192.28,$0.00,$192.28,$0.00,$0.00,$121.35,$0.00
Emergency Dept Pro-Fees,319125,PF EXCISION BREAST LESION W/PREOP MARKER,975,"$1,492.00",19125,$706.52,"$2,692.00",$805.68,"$2,692.00","$1,417.40",$760.92,$706.52,"$1,417.40"
Pharmacy,4800545,PO PHENOBARBITAL TAB 32.4 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3254632,KANGAROO PUMP SET/FEEDBAG,270,$8.00,B4035   ,$0.00,$7.60,$4.32,$0.00,$7.60,$4.08,$5.60,$7.60
Pharmacy,3362103,PO ACETAMINOPHEN ELIXIR 160MG PER 5ML UD,250,$6.00,,$0.00,$5.70,$3.24,$0.00,$5.70,$3.06,$4.20,$5.70
Emergency Dept Pro-Fees,345330,"PF SIGMOIDOSCOPY, FLEXIBLE, DIAGNOSTIC",982,"$1,176.00",45330,$85.14,"$1,117.20",$635.04,$800.00,"$1,117.20",$599.76,$85.14,"$1,117.20"
Emergency Dept Pro-Fees,349587,"PF REPAIR UMB HERNIA, INCARC > 5YR",975,"$1,665.00",49587,$733.05,"$3,021.00",$899.10,"$3,021.00","$1,581.75",$849.15,$733.05,"$1,581.75"
Speech Therapy,4050124,ST SPKN LANG EXP D/C STAT,440,$0.00,G9164   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3250702,DERMAL CURETTE 7.0MM,270,$6.00,,$0.00,$5.70,$3.24,$0.00,$5.70,$3.06,$4.20,$5.70
Laboratory,3559155,SUBERYLGLYCINE 8CREATININE,300,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3250407,BACTERIA FILTER,270,$5.00,,$0.00,$4.75,$2.70,$0.00,$4.75,$2.55,$3.50,$4.75
Ultrasound,3730207,"US ULTRASOUND, PELVIC (NON-OB); COMPLETE",402,$0.00,76856,$0.00,$163.46,$0.00,$122.00,$0.00,$0.00,$163.46,$0.00
Pharmacy,4810025,SANDOSTATIN LAR DEP INT KIT 20 MG,636,$0.00,J2353   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3258544,SURGICAL CLIPPER BLADE,270,$7.00,,$0.00,$6.65,$3.78,$0.00,$6.65,$3.57,$4.90,$6.65
Pharmacy,4810009,INFLUENZA VAC QUAD INJ 0.5 ML > 3 YRS,636,$0.00,90686,$0.00,$23.84,$0.00,$23.84,$0.00,$0.00,$0.00,$0.00
Purchasing,3257545,K832 SILK 3-0,270,$4.00,,$0.00,$3.80,$2.16,$0.00,$3.80,$2.04,$2.80,$3.80
Treatment Room,3320602,TR PUNCTURE ASPIRATION CYST BREAST,761,$622.00,19000,$317.22,$932.96,$335.88,$408.00,$590.90,$317.22,$932.96,$590.90
Emergency Dept Pro-Fees,312005,PF SIMPLE WOUND REPAIR TRUNK 12.6-20CM,982,$780.00,12005,$143.67,$801.00,$421.20,$801.00,$741.00,$397.80,$143.67,$741.00
Purchasing,3256738,TEMP THERAPY PAD,270,$43.00,,$0.00,$40.85,$23.22,$0.00,$40.85,$21.93,$30.10,$40.85
Pharmacy,4801035,PO RIVAROXABAN TAB 10MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558996,METHYIMALONIC ACID CREATININE,300,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558941,RL EGG MIX (YOLK & WHITE) (F245) IGE,300,$0.00,86003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Physical Therapy,3950625,PT BODY POSITION DISCHARGE,420,$0.00,G8983   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800151,INJ IOHEXOL 240 MG PER ML 50 ML,255,$0.00,Q9960   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800039,CEFACLOR CAP 250 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3252305,ANES BREATHING BAG 3 LTR,270,$6.00,,$0.00,$5.70,$3.24,$0.00,$5.70,$3.06,$4.20,$5.70
Radiology,3700177,XR RIBS UNILATERAL W/PA CHEST MIN 3 VIEW,320,$0.00,71101,$0.00,$197.80,$0.00,$197.80,$0.00,$0.00,$163.46,$0.00
Radiology,3701295,INJ MAJOR JOINT/BURSA WITH US GUIDANCE,320,$0.00,20611,$0.00,$575.00,$0.00,$575.00,$0.00,$0.00,$391.76,$0.00
Treatment Room,3320615,TR REMOVE TUNNELED CV CATH W/O PORT,761,"$1,396.00",36589,$711.96,"$1,326.20",$753.84,$949.00,"$1,326.20",$711.96,$812.43,"$1,326.20"
Purchasing,3250055,TOOTHBRUSH,990,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Surgery,3064494,Inj paravert f jnt l/s 2 lev,982,$99.90,64494,$50.95,$821.00,$53.95,$821.00,$94.91,$50.95,$78.87,$94.91
Purchasing,3258378,POST-OP SHOE MEN LARGE,270,$26.00,L3260   ,$0.00,$24.70,$14.04,$0.00,$24.70,$13.26,$18.20,$24.70
MRI,3700226,MRI T-SPINE W/O & W/CONTRAST,610,$0.00,72157,$0.00,$552.18,$0.00,$521.00,$0.00,$0.00,$552.18,$0.00
Laboratory,3559033,RL SODIUM; OTHER SOURCE,300,$0.00,84302,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Ultrasound,3730480,US KIDNEY TRANSPLANT SONO,402,$0.00,76776,$0.00,$163.46,$0.00,$131.00,$0.00,$0.00,$163.46,$0.00
Ultrasound,3730325,US SONO GUIDED PICC LINE,402,$0.00,76937,$0.00,$41.00,$0.00,$41.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800725,PO LISINOPRIL TAB 20 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4801157,INJ TESTOSTERONE 200 MG PER ML,636,$0.00,J1071   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3251003,ABDUCTION PILLOW LARGE,270,$110.00,L1600   ,$0.00,$104.50,$59.40,$0.00,$104.50,$56.10,$77.00,$104.50
Purchasing,3258931,SUTURE VCP602H VICRYL 2-0,270,$6.00,,$0.00,$5.70,$3.24,$0.00,$5.70,$3.06,$4.20,$5.70
Emergency Room,3300926,"ER EPISIOTOMY/VAGINAL REPAIR, OTHER MD",450,"$3,438.00",59300,$0.00,"$3,934.82","$1,856.52",$0.00,"$3,266.10","$1,753.38","$3,934.82","$3,266.10"
Respiratory Therapy,3900992,SLEEP STDY UNATTENDED,920,$0.00,95800,$0.00,$209.33,$0.00,$204.00,$0.00,$0.00,$209.33,$0.00
Medical Clinic,26725,"PHALANX, CLOSED, W/MAN, EACH",521,"$1,128.00",26725,$309.29,"$1,126.00",$609.12,"$1,126.00","$1,071.60",$575.28,$309.29,"$1,071.60"
Purchasing,3250960,"""VASELINE GAUZE 3""""X18""""""",270,$3.00,,$0.00,$2.85,$1.62,$0.00,$2.85,$1.53,$2.10,$2.85
Midwest Pain Solutions,3064625,Rf abltj nrv nrvtg si jt,982,$547.07,64625,$0.00,$519.72,$295.42,$0.00,$519.72,$279.01,$296.77,$519.72
Laboratory,3559119,RL THYROID RECEPTOR ANTIBODY,300,$0.00,83519,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800704,PO LEVOFLOXACIN TAB 250 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800776,INJ PACLITAXEL 100 MG PER 16.7 ML MDV,636,$0.00,J9267   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3252280,ENDOTRACHEAL TUBE 8.0 MM,270,$5.00,,$0.00,$4.75,$2.70,$0.00,$4.75,$2.55,$3.50,$4.75
Pharmacy,4801176,PO OXYMETAZOLINE 0.05 PCT NAS SPRAY,259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3552250,RL HERPES SCREEN,300,$214.00,86255,$0.00,$203.30,$115.56,$0.00,$203.30,$109.14,$0.00,$203.30
Emergency Dept Pro-Fees,331500,"PF INTUBATION ENDOTRACHEAL, EMERGENT",982,$612.00,31500,$0.00,$581.40,$330.48,$0.00,$581.40,$312.12,$213.89,$581.40
Radiology,3700292,XR SACRUM AND COCCYX MIN 2 VIEWS,320,$0.00,72220,$0.00,$141.68,$0.00,$141.68,$0.00,$0.00,$121.35,$0.00
Treatment Room,3320066,"TR PUNCTURE ASPIRATION ABSCESS, HEMATOMA",761,"$1,379.00",10160,$518.76,"$1,310.05",$744.66,$938.00,"$1,310.05",$703.29,$518.76,"$1,310.05"
Surgery,3150622,INJ PARAVERT F JNT L/S 2 LEV,360,"$1,324.00",64494,$0.00,"$1,257.80",$714.96,$821.00,"$1,257.80",$675.24,$0.00,"$1,257.80"
Pharmacy,4800136,PO OXYCODONE HCL ACET TAB 5 325MG OP PKT,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,311801,PF RPLC GTUBE NO REVJ TRC,982,$354.00,43762,$57.12,$458.00,$191.16,$458.00,$336.30,$180.54,$57.12,$336.30
Purchasing,3252868,KNIFE BLADES STERILE #15,270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Laboratory,3558935,RL CASHEW NUT (F202) IGE,300,$0.00,86003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3254566,SUTURE 883-H,270,$10.00,,$0.00,$9.50,$5.40,$0.00,$9.50,$5.10,$7.00,$9.50
Pharmacy,4800478,INJ DOXAPRAM HCL 400 MG PER 20 ML,636,$0.00,J3490   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,11600,EXC MAL LESION TRUNK < 0.5CM,521,$387.00,11600,$197.37,$932.96,$208.98,$641.00,$367.65,$197.37,$932.96,$367.65
Purchasing,3250188,SLIPPERS X-LARGE TAN,990,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3550078,RL CORTISOL - SERUM,300,$181.00,82533,$0.00,$171.95,$97.74,$0.00,$171.95,$92.31,$0.00,$171.95
Purchasing,3259972,INFUS SLEEVE & TST CHMBR,270,$120.00,,$0.00,$114.00,$64.80,$0.00,$114.00,$61.20,$84.00,$114.00
Laboratory,3558946,RL TILAPIA IGE,300,$0.00,86003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3553266,RL CSF CULTURE,300,$53.00,87070,$0.00,$50.35,$28.62,$0.00,$50.35,$27.03,$0.00,$50.35
Emergency Room,3300204,FRACTURE CLOSED NASAL BON W/STABLJ,450,"$2,020.00",21315,"$1,030.20","$2,029.19","$1,090.80","$1,936.00","$1,919.00","$1,030.20","$2,029.19","$1,919.00"
Purchasing,3250166,CHOLANGIOGRAM CATH TAUT,270,$150.00,,$0.00,$142.50,$81.00,$0.00,$142.50,$76.50,$105.00,$142.50
Purchasing,3250097,EFFERDENT TAB EACH,990,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,399291,PF ER CRITICAL CARE FIRST 30-74 MIN,982,$0.00,99291,$0.00,"$1,011.67",$0.00,"$1,011.67",$0.00,$0.00,$330.04,$0.00
Logan Clinic,45099397,LG PREVENTIVE MED EST PT 65+ Y/O,983,$0.00,99397,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,99385,PREVENTIVE MED NEW PT 18-39 Y/O,521,$0.00,99385,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Ultrasound,3730082,"US DUPLEX LOWER EXTREMITY ARTERIAL,BILAT",921,$0.00,93925,$0.00,$476.00,$0.00,$476.00,$0.00,$0.00,$345.20,$0.00
Emergency Room,3300395,ER SIMPLE WOUND REPAIR FACE 20.1-30CM,450,"$1,919.00",12017,$518.76,"$1,823.05","$1,036.26","$1,523.00","$1,823.05",$978.69,$518.76,"$1,823.05"
Purchasing,3250377,ANCHOR KIT 2.5X10MM #2 /C-7,270,"$1,527.00",,$0.00,"$1,450.65",$824.58,$0.00,"$1,450.65",$778.77,"$1,068.90","$1,450.65"
Purchasing,3258950,BREAST SHIELD SMALL,270,$17.00,,$0.00,$16.15,$9.18,$0.00,$16.15,$8.67,$11.90,$16.15
Pharmacy,4800152,INJ IOHEXOL INJ 300 MG PER ML 100 ML,636,$0.00,Q9967   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3553225,RL SPUTUM CULTURE,300,$53.00,87070,$0.00,$50.35,$28.62,$0.00,$50.35,$27.03,$0.00,$50.35
Outpatient Clinic,3350215,OP INJ MAJ JOINT/BURSA-VISITING W/O US,510,$614.00,20610,$38.00,$583.30,$331.56,$38.00,$583.30,$313.14,$391.76,$583.30
Emergency Dept Pro-Fees,321315,PF FRACTURE CLOSED NASAL BON W/STABLJ,982,"$2,876.00",21315,$238.24,"$2,732.20","$1,553.04","$1,936.00","$2,732.20","$1,466.76",$238.24,"$2,732.20"
Pharmacy,4800687,PO PANTOPRAZOLE SODIUM DR TAB 40 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
MRI,3700432,MRI LOWER EXTREMITY JOINT W&W/O CONTRAST,610,$0.00,73723,$0.00,$552.18,$0.00,$521.00,$0.00,$0.00,$552.18,$0.00
Purchasing,3254278,ARM SLING MEDIUM,270,$12.00,,$0.00,$11.40,$6.48,$0.00,$11.40,$6.12,$8.40,$11.40
Pharmacy,3361052,INJ PNEUMOCOCCAL 13 VAL CONJ VACCINE 0.5,636,$689.00,90670,$288.28,$654.55,$372.06,$288.28,$654.55,$351.39,$482.30,$654.55
Purchasing,3250300,SUTURE 812H CHROMIC GUT -0-,270,$9.00,,$0.00,$8.55,$4.86,$0.00,$8.55,$4.59,$6.30,$8.55
Purchasing,3254107,NITRAZINE PAPER,270,$4.00,,$0.00,$3.80,$2.16,$0.00,$3.80,$2.04,$2.80,$3.80
Purchasing,3257347,VENOSET MICRO-DRIP,270,$7.00,,$0.00,$6.65,$3.78,$0.00,$6.65,$3.57,$4.90,$6.65
Purchasing,3256273,ANKLE AIR UNIVERSAL,270,$40.00,,$0.00,$38.00,$21.60,$0.00,$38.00,$20.40,$28.00,$38.00
Pharmacy,4800958,INJ NAVELBINE 10 MG PER ML,636,$0.00,J9390   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Radiology,3700425,XR ELBOW - 3 VIEWS,320,$0.00,73080,$0.00,$149.96,$0.00,$149.96,$0.00,$0.00,$121.35,$0.00
Pharmacy,4800313,PO ACETAMINOPHEN SUPP 325 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3250645,PICO 7 WOUND THERAPY SYSTEM,270,"$1,400.00",,$0.00,"$1,330.00",$756.00,$0.00,"$1,330.00",$714.00,$980.00,"$1,330.00"
Purchasing,3258311,CHOLANGIOGRAM CATHETER  S,270,$150.00,,$0.00,$142.50,$81.00,$0.00,$142.50,$76.50,$105.00,$142.50
Pharmacy,4801159,TETRACAINE OPHTH 0.5% 2 ML UD,259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,11720,"DEBRIDEMENT NAIL(S) ANY METHOD, 1-5",521,$77.00,11720,$39.27,$83.49,$41.58,$74.00,$73.15,$39.27,$83.49,$73.15
Medical Clinic,12031,INTERMED REPAIR TRUNK < 2.5CM,521,$464.00,12031,$236.64,"$1,032.00",$250.56,"$1,032.00",$440.80,$236.64,$518.76,$440.80
Pharmacy,4800332,PO BENAZEPRIL HCL TAB 20 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800848,INJ FLUDARABINE IV 50 MG PER 2 ML,636,$0.00,J9185   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,365205,PF REMOVE FB EYE CONJUCTIVAL SUPERFICIAL,982,$0.00,65205,$0.00,$307.00,$0.00,$307.00,$0.00,$0.00,$44.81,$0.00
Respiratory Therapy,3900998,SLEEP STUDY SPLIT STUDY,920,$0.00,95811,$0.00,"$1,379.73",$0.00,"$1,046.00",$0.00,$0.00,"$1,379.73",$0.00
Purchasing,3251407,GASTRIC FEEDING TUBE 5 FR,270,$5.00,,$0.00,$4.75,$2.70,$0.00,$4.75,$2.55,$3.50,$4.75
Treatment Room,3320211,TR INJECTION IM/SC,761,$70.00,96372,$35.70,$92.96,$37.80,$43.00,$66.50,$35.70,$92.96,$66.50
Emergency Room,3300503,ER SHOULDER DISLOCATION W/O ANESTHESIA,450,"$1,123.00",23650,$309.29,"$1,066.85",$606.42,$889.00,"$1,066.85",$572.73,$309.29,"$1,066.85"
Pharmacy,4800078,NEOMYCIN/POLY/GRAM OPTH DROPS,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3253571,SPLINT FINGER THIMBLE MED,270,$3.00,,$0.00,$2.85,$1.62,$0.00,$2.85,$1.53,$2.10,$2.85
Purchasing,3250812,SUTURE 8683-G,270,$7.00,,$0.00,$6.65,$3.78,$0.00,$6.65,$3.57,$4.90,$6.65
Logan Clinic,45099202,LG OFFICE VISIT NEW PATIENT LEVEL 2,983,$0.00,99202,$0.00,$67.00,$0.00,$67.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,11721,DEBRIDEMENT NAIL(S) ANY METHOD 6 OR MORE,521,$80.00,11721,$40.80,$307.00,$43.20,$307.00,$76.00,$40.80,$83.49,$76.00
Radiology,3700680,XR SKULL <4 VIEWS,320,$0.00,70250,$0.00,$163.46,$0.00,$141.68,$0.00,$0.00,$163.46,$0.00
Emergency Room,3300346,ER INTERMED REPAIR HANDS/FEET 2.6-7.5CM,450,"$1,869.00",12042,$518.76,"$1,775.55","$1,009.26",$700.00,"$1,775.55",$953.19,$518.76,"$1,775.55"
Laboratory,3558863,RL SERUM FREE LIGHT CHAIN RA,300,$0.00,83883,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4801170,INJ CALCIUM CHLORIDE 100 MG ML 10ML SYR,258,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3257230,"""DRESSING BIOCLUSIVE 2""""X3""""""",270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Pharmacy,4810000,OCTAGAM INTRAVENOUS SOL 2GM PER 20ML,636,$0.00,J1568   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800571,INJ HYDROCORTISONE SOD SUCC 100 MG,636,$0.00,J1720   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3250121,VEST SMALL,270,$213.00,,$0.00,$202.35,$115.02,$0.00,$202.35,$108.63,$149.10,$202.35
EKG,3600073,EKC HOLTER/ZIO-ANALYSIS W/REP 48HR-21DAY,731,$0.00,0297T   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800735,INJ GENTAMICIN SULFATE IV 80 MG PER 2 ML,636,$0.00,J1580   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Logan Clinic,45017003,"LG DESTRUCT PREMALIGNANT LESION, 2-14 EA",983,$0.00,17003,$0.00,$3.19,$0.00,$0.00,$0.00,$0.00,$3.19,$0.00
Purchasing,3256894,AQUACEL DRESSING W/O SILVER 4X5,270,$11.00,,$0.00,$10.45,$5.94,$0.00,$10.45,$5.61,$7.70,$10.45
Purchasing,3252578,BAIRHUG BLANKET LOWERBODY,270,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558912,RL ALPHA-1-ANTITRYPSIN PHENO,300,$0.00,82104,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3254848,CERVICAL COLLAR STIFFTALL,270,$33.00,,$0.00,$31.35,$17.82,$0.00,$31.35,$16.83,$23.10,$31.35
Laboratory,3558928,RL SACCHAROMYCES CEREVISIAE AB IGG,300,$0.00,86671,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
CT Scan,3750352,CT PELVIS W/O & W/IV CONTRAST,350,$0.00,72194,$0.00,$453.00,$0.00,$453.00,$0.00,$0.00,$267.83,$0.00
Purchasing,3251448,BLUNT TIP TROCAR-ETHICON,270,$191.00,,$0.00,$181.45,$103.14,$0.00,$181.45,$97.41,$133.70,$181.45
Emergency Room,3300401,ER INTERMED REPAIR TRUNK < 2.5CM,450,"$2,138.00",12031,$518.76,"$2,031.10","$1,154.52","$1,032.00","$2,031.10","$1,090.38",$518.76,"$2,031.10"
Purchasing,3250373,FUSION FLEX 20X20X4MM,270,"$4,995.00",,$0.00,"$4,745.25","$2,697.30",$0.00,"$4,745.25","$2,547.45","$3,496.50","$4,745.25"
Purchasing,3250147,BOXER BRACE LEFT,270,$57.00,L3984   ,$0.00,$54.15,$30.78,$0.00,$54.15,$29.07,$39.90,$54.15
Medical Clinic,11646,EXC MAL LESION FACE > 4.0CM,521,"$1,300.00",11646,$663.00,"$3,555.02",$702.00,"$1,878.00","$1,235.00",$663.00,"$3,555.02","$1,235.00"
Pharmacy,4800799,PO MEMANTINE HCL TAB 5 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558803,RL NEUROMYELITIS OPTICA NMO,300,$0.00,83516,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
